filename,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,prediction
20051110_34013_0400_PP_151.png,0.472494,0.137534,0.248059,0.061485,0.080429,anodr
20051110_35239_0400_PP_836.png,0.671894,0.094085,0.147835,0.040836,0.045350,anodr
20051110_35279_0400_PP_1033.png,0.639309,0.101502,0.161407,0.044996,0.052786,anodr
20051110_35332_0400_PP_497.png,0.659743,0.104313,0.147847,0.043799,0.044298,anodr
20051110_37992_0400_PP_1043.png,0.727045,0.087260,0.111940,0.036178,0.037576,anodr
20051110_38111_0400_PP_429.png,0.812039,0.061473,0.078067,0.023902,0.024519,anodr
20051110_38156_0400_PP_477.png,0.565019,0.120971,0.204004,0.051738,0.058269,anodr
20051110_38280_0400_PP_83.png,0.673152,0.091606,0.144801,0.043988,0.046453,anodr
20051110_38313_0400_PP_1041.png,0.541516,0.099867,0.220116,0.065843,0.072659,anodr
20051110_38352_0400_PP_934.png,0.636728,0.085810,0.164636,0.053622,0.059204,anodr
20051110_38472_0400_PP_1127.png,0.590517,0.122462,0.175682,0.049267,0.062072,anodr
20051110_38507_0400_PP_1190.png,0.426951,0.149878,0.261614,0.069490,0.092067,anodr
20051116_43388_0400_PP_344.png,0.617996,0.110784,0.172769,0.046775,0.051677,anodr
20051116_43585_0400_PP_950.png,0.596142,0.122571,0.176472,0.049384,0.055431,anodr
20051116_43710_0400_PP_95.png,0.675539,0.083137,0.143317,0.044671,0.053336,anodr
20051116_43721_0400_PP_363.png,0.620339,0.093371,0.171796,0.050818,0.063676,anodr
20051116_43785_0400_PP_445.png,0.653506,0.108550,0.146797,0.044391,0.046756,anodr
20051116_43801_0400_PP_325.png,0.715478,0.092896,0.117183,0.037317,0.037126,anodr
20051116_44648_0400_PP_1036.png,0.710814,0.085390,0.118399,0.040560,0.044836,anodr
20051117_37042_0400_PP_1119.png,0.467870,0.151002,0.237454,0.062664,0.081011,anodr
20051117_37051_0400_PP_1136.png,0.494267,0.136826,0.226015,0.065531,0.077361,anodr
20051117_37078_0400_PP_559.png,0.662319,0.087155,0.154583,0.045993,0.049950,anodr
20051117_37100_0400_PP_1083.png,0.603769,0.090290,0.190611,0.055378,0.059952,anodr
20051117_37130_0400_PP_938.png,0.610734,0.096923,0.179176,0.053816,0.059351,anodr
20051117_37155_0400_PP_84.png,0.645246,0.096459,0.155210,0.049179,0.053905,anodr
20051117_37185_0400_PP_404.png,0.625446,0.100391,0.167513,0.050094,0.056556,anodr
20051117_37321_0400_PP_947.png,0.570946,0.104571,0.203268,0.056046,0.065169,anodr
20051130_53586_0400_PP_1121.png,0.541902,0.116166,0.205876,0.057379,0.078678,anodr
20051130_53623_0400_PP_894.png,0.674123,0.070169,0.161730,0.050598,0.043380,anodr
20051130_53663_0400_PP_510.png,0.712761,0.071794,0.136464,0.041264,0.037718,anodr
20051130_53991_0400_PP_277.png,0.632498,0.095381,0.167198,0.049732,0.055191,anodr
20051130_54030_0400_PP_946.png,0.602921,0.107501,0.174960,0.052832,0.061787,anodr
20051130_54077_0400_PP_1117.png,0.534765,0.130985,0.214621,0.055909,0.063719,anodr
20051130_54121_0400_PP_1281.png,0.667081,0.092637,0.147541,0.043297,0.049444,anodr
20051130_54257_0400_PP_506.png,0.589993,0.103018,0.188838,0.055352,0.062799,anodr
20051130_54301_0400_PP_93.png,0.567989,0.102565,0.196252,0.060709,0.072485,anodr
20051130_54323_0400_PP_978.png,0.556324,0.113946,0.199466,0.055494,0.074769,anodr
20051130_54476_0400_PP_394.png,0.630312,0.107689,0.165044,0.045986,0.050969,anodr
20051130_54498_0400_PP_1217.png,0.537484,0.118912,0.211618,0.061880,0.070105,anodr
20051130_54595_0400_PP_940.png,0.327907,0.143198,0.312822,0.083842,0.132230,anodr
20051130_54802_0400_PP_550.png,0.677062,0.094319,0.143191,0.042095,0.043333,anodr
20051130_54846_0400_PP_289.png,0.693472,0.086785,0.139309,0.039138,0.041295,anodr
20051130_54943_0400_PP_1044.png,0.673214,0.085444,0.152249,0.045978,0.043115,anodr
20051130_54956_0400_PP_875.png,0.686735,0.091622,0.138204,0.042064,0.041376,anodr
20051130_55004_0400_PP_1259.png,0.630363,0.102700,0.159970,0.047816,0.059151,anodr
20051130_55012_0400_PP_865.png,0.669219,0.082903,0.148051,0.045970,0.053856,anodr
20051130_55037_0400_PP_443.png,0.687407,0.084867,0.142940,0.042065,0.042721,anodr
20051130_55048_0400_PP_921.png,0.734302,0.070460,0.120816,0.037304,0.037118,anodr
20051130_55074_0400_PP_986.png,0.567889,0.117260,0.196966,0.053778,0.064107,anodr
20051130_55086_0400_PP_1152.png,0.603725,0.114168,0.177024,0.049567,0.055516,anodr
20051130_55107_0400_PP_316.png,0.514805,0.110078,0.230436,0.065865,0.078816,anodr
20051130_55160_0400_PP_1182.png,0.528431,0.132660,0.224526,0.054093,0.060291,anodr
20051130_55269_0400_PP_820.png,0.619734,0.114160,0.176874,0.043940,0.045292,anodr
20051130_55311_0400_PP_896.png,0.454634,0.140086,0.252998,0.065043,0.087238,anodr
20051130_55323_0400_PP_883.png,0.545958,0.113980,0.209494,0.059138,0.071431,anodr
20051130_55381_0400_PP_504.png,0.736266,0.080820,0.111479,0.035294,0.036142,anodr
20051130_55393_0400_PP_1251.png,0.732826,0.078314,0.120060,0.034409,0.034391,anodr
20051130_58716_0400_PP_355.png,0.667362,0.079698,0.161878,0.048654,0.042408,anodr
20051130_58824_0400_PP_1181.png,0.595064,0.086285,0.202896,0.060442,0.055314,anodr
20051130_58874_0400_PP_1359.png,0.632491,0.091541,0.166060,0.049704,0.060205,anodr
20051130_58888_0400_PP_284.png,0.457812,0.122158,0.255878,0.068846,0.095305,anodr
20051130_58962_0400_PP_973.png,0.570796,0.112967,0.189610,0.054718,0.071909,anodr
20051130_58998_0400_PP_543.png,0.745967,0.062652,0.115104,0.037791,0.038485,anodr
20051130_59029_0400_PP_270.png,0.677509,0.066238,0.160506,0.051384,0.044362,anodr
20051130_59186_0400_PP_350.png,0.708808,0.095616,0.121065,0.035865,0.038646,anodr
20051130_59284_0400_PP_853.png,0.789861,0.072440,0.080754,0.027475,0.029470,anodr
20051130_59374_0400_PP_410.png,0.606269,0.095908,0.186331,0.053020,0.058473,anodr
20051130_59404_0400_PP_392.png,0.724990,0.072668,0.125524,0.036761,0.040057,anodr
20051130_59457_0400_PP_1053.png,0.760724,0.075308,0.099534,0.031167,0.033267,anodr
20051130_59464_0400_PP_1141.png,0.783218,0.066050,0.093471,0.028791,0.028470,anodr
20051130_59749_0400_PP_965.png,0.494674,0.111665,0.237077,0.067934,0.088651,anodr
20051130_59775_0400_PP_1224.png,0.511233,0.126546,0.227639,0.060125,0.074457,anodr
20051130_59793_0400_PP_926.png,0.570117,0.121043,0.188895,0.055368,0.064577,anodr
20051130_59802_0400_PP_430.png,0.510628,0.121218,0.231163,0.063931,0.073059,anodr
20051130_59850_0400_PP_36.png,0.690729,0.091459,0.137917,0.040515,0.039380,anodr
20051130_59869_0400_PP_520.png,0.660560,0.100249,0.155521,0.041687,0.041983,anodr
20051130_59964_0400_PP_312.png,0.665037,0.096286,0.146246,0.043249,0.049182,anodr
20051130_59993_0400_PP_439.png,0.607823,0.115226,0.174550,0.048516,0.053886,anodr
20051130_60040_0400_PP_1355.png,0.604407,0.102629,0.183975,0.051351,0.057637,anodr
20051130_60066_0400_PP_1170.png,0.644330,0.100377,0.160984,0.044289,0.050019,anodr
20051130_60186_0400_PP_1365.png,0.720464,0.084142,0.119707,0.035901,0.039786,anodr
20051130_60234_0400_PP_453.png,0.681923,0.093539,0.135204,0.041206,0.048129,anodr
20051130_60448_0400_PP_860.png,0.461793,0.108683,0.270107,0.070979,0.088437,anodr
20051130_60490_0400_PP_828.png,0.331744,0.119669,0.354014,0.084329,0.110244,cmoderatedr
20051130_60532_0400_PP_1052.png,0.470194,0.130774,0.247550,0.068246,0.083236,anodr
20051130_60562_0400_PP_121.png,0.442060,0.133028,0.263240,0.067070,0.094602,anodr
20051130_60601_0400_PP_146.png,0.715717,0.085708,0.122549,0.037591,0.038435,anodr
20051130_60630_0400_PP_60.png,0.523047,0.113750,0.228388,0.061814,0.073000,anodr
20051130_60691_0400_PP_939.png,0.493059,0.115981,0.246511,0.065011,0.079439,anodr
20051130_60715_0400_PP_555.png,0.431419,0.118782,0.282261,0.074499,0.093039,anodr
20051130_60740_0400_PP_1166.png,0.519999,0.125866,0.214556,0.059256,0.080322,anodr
20051130_60794_0400_PP_280.png,0.672982,0.094771,0.142502,0.043541,0.046205,anodr
20051130_60822_0400_PP_980.png,0.750391,0.074569,0.106382,0.033494,0.035163,anodr
20051201_37312_0400_PP_1333.png,0.662373,0.111512,0.139670,0.042003,0.044442,anodr
20051201_37337_0400_PP_839.png,0.685696,0.100185,0.128611,0.041651,0.043857,anodr
20051201_37382_0400_PP_1350.png,0.570348,0.127079,0.188754,0.053400,0.060419,anodr
20051201_37390_0400_PP_833.png,0.726599,0.082388,0.119936,0.035317,0.035759,anodr
20051201_37409_0400_PP_1340.png,0.535311,0.123529,0.211881,0.059468,0.069811,anodr
20051201_37462_0400_PP_357.png,0.636928,0.104473,0.157787,0.047823,0.052989,anodr
20051201_37534_0400_PP_906.png,0.529439,0.116430,0.220288,0.060636,0.073207,anodr
20051201_37557_0400_PP_1336.png,0.518707,0.128872,0.216616,0.061768,0.074037,anodr
20051201_38041_0400_PP_1312.png,0.667773,0.096534,0.142839,0.042230,0.050625,anodr
20051201_38081_0400_PP_963.png,0.687042,0.083442,0.136256,0.045382,0.047879,anodr
20051201_38103_0400_PP_81.png,0.547921,0.128093,0.201200,0.053058,0.069727,anodr
20051201_38137_0400_PP_391.png,0.514067,0.126716,0.217572,0.060784,0.080860,anodr
20051201_38155_0400_PP_112.png,0.650193,0.089720,0.158387,0.048997,0.052704,anodr
20051201_38164_0400_PP_881.png,0.684373,0.095706,0.137649,0.041104,0.041168,anodr
20051201_38199_0400_PP_1329.png,0.576096,0.114411,0.192748,0.054879,0.061866,anodr
20051201_38211_0400_PP_1174.png,0.469256,0.135829,0.255389,0.064280,0.075246,anodr
20051201_38246_0400_PP_1063.png,0.701087,0.085051,0.133622,0.038051,0.042190,anodr
20051201_38262_0400_PP_335.png,0.613324,0.111937,0.170261,0.046588,0.057890,anodr
20051201_38280_0400_PP_1103.png,0.700999,0.096260,0.130952,0.036422,0.035368,anodr
20051201_38291_0400_PP_468.png,0.656002,0.101416,0.150993,0.043761,0.047829,anodr
20051201_38321_0400_PP_903.png,0.516055,0.132487,0.215682,0.058134,0.077641,anodr
20051201_38349_0400_PP_892.png,0.566081,0.120700,0.188546,0.053551,0.071123,anodr
20051201_38466_0400_PP_572.png,0.596425,0.088317,0.201152,0.055184,0.058922,anodr
20051201_38475_0400_PP_560.png,0.589051,0.097254,0.202397,0.053204,0.058094,anodr
20051202_37162_0400_PP_29.png,0.648937,0.109039,0.148481,0.043498,0.050044,anodr
20051202_51599_0400_PP_966.png,0.696640,0.093025,0.128257,0.039843,0.042235,anodr
20051202_51616_0400_PP_1018.png,0.690108,0.092550,0.134979,0.041175,0.041188,anodr
20051205_57651_0400_PP_52.png,0.570683,0.117816,0.196872,0.054040,0.060588,anodr
20051205_57704_0400_PP_1167.png,0.521112,0.141133,0.214869,0.056317,0.066570,anodr
20051205_57757_0400_PP_1100.png,0.623988,0.108927,0.162678,0.045845,0.058562,anodr
20051205_57780_0400_PP_1102.png,0.648387,0.100419,0.151432,0.043969,0.055792,anodr
20051205_57799_0400_PP_868.png,0.365763,0.140852,0.306847,0.078296,0.108242,anodr
20051205_57809_0400_PP_1228.png,0.707661,0.091767,0.119715,0.036545,0.044313,anodr
20051205_57838_0400_PP_859.png,0.640012,0.095526,0.166085,0.046684,0.051693,anodr
20051205_57879_0400_PP_1254.png,0.680576,0.092157,0.140118,0.040687,0.046462,anodr
20051205_57942_0400_PP_990.png,0.716623,0.084128,0.124861,0.036462,0.037926,anodr
20051205_57988_0400_PP_1112.png,0.644311,0.089331,0.173438,0.047235,0.045685,anodr
20051205_58037_0400_PP_835.png,0.503382,0.111666,0.248264,0.065129,0.071558,anodr
20051205_58060_0400_PP_376.png,0.534614,0.113559,0.221952,0.060662,0.069213,anodr
20051205_58080_0400_PP_1034.png,0.665421,0.091429,0.149091,0.043491,0.050568,anodr
20051205_58091_0400_PP_292.png,0.641909,0.096797,0.158539,0.047210,0.055546,anodr
20051205_58109_0400_PP_1311.png,0.673908,0.095178,0.145393,0.041140,0.044380,anodr
20051205_58125_0400_PP_46.png,0.616078,0.109760,0.166357,0.049379,0.058426,anodr
20051205_58150_0400_PP_393.png,0.643619,0.098234,0.163353,0.046193,0.048600,anodr
20051205_58177_0400_PP_503.png,0.701774,0.082786,0.132634,0.040094,0.042712,anodr
20051205_58354_0400_PP_1282.png,0.663999,0.099004,0.145414,0.044367,0.047216,anodr
20051205_58373_0400_PP_55.png,0.540779,0.127357,0.205325,0.055753,0.070785,anodr
20051205_58409_0400_PP_985.png,0.608123,0.112372,0.179455,0.047554,0.052496,anodr
20051205_58431_0400_PP_493.png,0.584255,0.107770,0.193674,0.052355,0.061947,anodr
20051205_58458_0400_PP_309.png,0.523831,0.123768,0.216952,0.060807,0.074642,anodr
20051205_58502_0400_PP_482.png,0.513036,0.117425,0.232302,0.062791,0.074445,anodr
20051205_58613_0400_PP_843.png,0.751429,0.078377,0.107108,0.032328,0.030758,anodr
20051205_59240_0400_PP_301.png,0.653397,0.097259,0.157908,0.043783,0.047654,anodr
20051205_59337_0400_PP_945.png,0.734978,0.084116,0.107968,0.036846,0.036092,anodr
20051205_59351_0400_PP_332.png,0.683564,0.092976,0.139115,0.040994,0.043351,anodr
20051205_59367_0400_PP_816.png,0.719756,0.092467,0.116376,0.035035,0.036366,anodr
20051205_59379_0400_PP_842.png,0.660464,0.099612,0.153914,0.044443,0.041568,anodr
20051205_59510_0400_PP_329.png,0.677899,0.100694,0.136697,0.042053,0.042657,anodr
20051205_59538_0400_PP_534.png,0.721569,0.082509,0.118826,0.037534,0.039562,anodr
20051205_59617_0400_PP_1000.png,0.559489,0.133090,0.199775,0.049399,0.058247,anodr
20051205_59651_0400_PP_1164.png,0.601591,0.119507,0.175469,0.046758,0.056675,anodr
20051205_59738_0400_PP_119.png,0.703791,0.087982,0.127858,0.038810,0.041560,anodr
20051205_59754_0400_PP_880.png,0.731827,0.083184,0.110552,0.036845,0.037592,anodr
20051205_59833_0400_PP_531.png,0.675126,0.098709,0.141821,0.040283,0.044061,anodr
20051205_59858_0400_PP_523.png,0.660655,0.100906,0.149312,0.043808,0.045319,anodr
20051205_59901_0400_PP_417.png,0.723899,0.080120,0.125128,0.035636,0.035217,anodr
20051205_59923_0400_PP_1307.png,0.757248,0.067295,0.110767,0.033061,0.031629,anodr
20051205_60093_0400_PP_1286.png,0.626354,0.093399,0.177136,0.048839,0.054272,anodr
20051205_60119_0400_PP_451.png,0.596738,0.100802,0.190828,0.051993,0.059639,anodr
20051213_61406_0100_PP_1027.png,0.660404,0.097558,0.154527,0.043599,0.043912,anodr
20051213_61802_0100_PP_408.png,0.751718,0.080884,0.104755,0.031773,0.030870,anodr
20051213_61892_0100_PP_837.png,0.662014,0.097022,0.151863,0.043587,0.045514,anodr
20051213_61951_0100_PP_983.png,0.720230,0.079656,0.126469,0.036258,0.037386,anodr
20051213_62251_0100_PP_27.png,0.596828,0.103476,0.188860,0.052654,0.058182,anodr
20051213_62314_0100_PP_1325.png,0.539237,0.116373,0.218950,0.056606,0.068834,anodr
20051213_62518_0100_PP_821.png,0.681775,0.086470,0.151428,0.040415,0.039911,anodr
20051213_62572_0100_PP_1176.png,0.671148,0.085194,0.157513,0.046269,0.039876,anodr
20051214_40529_0100_PP_1120.png,0.766763,0.072876,0.098880,0.031373,0.030108,anodr
20051214_40767_0100_PP_1039.png,0.658084,0.110084,0.145685,0.042044,0.044104,anodr
20051214_40994_0100_PP_435.png,0.766837,0.078415,0.095509,0.030228,0.029010,anodr
20051214_41055_0100_PP_41.png,0.776787,0.071647,0.094072,0.030391,0.027104,anodr
20051214_42133_0100_PP_462.png,0.593093,0.117378,0.182078,0.053043,0.054409,anodr
20051214_42197_0100_PP_1288.png,0.581064,0.122990,0.182278,0.053967,0.059702,anodr
20051214_42323_0100_PP_845.png,0.616235,0.113848,0.171147,0.048680,0.050091,anodr
20051214_42363_0100_PP_42.png,0.599073,0.104840,0.182993,0.052882,0.060212,anodr
20051214_51178_0100_PP_1380.png,0.710687,0.082766,0.134673,0.037320,0.034554,anodr
20051214_51211_0100_PP_511.png,0.746465,0.070642,0.119877,0.032806,0.030210,anodr
20051214_51308_0100_PP_1342.png,0.623387,0.093269,0.176664,0.049651,0.057028,anodr
20051214_51342_0100_PP_970.png,0.630280,0.093558,0.169994,0.049133,0.057034,anodr
20051214_51442_0100_PP_28.png,0.671001,0.107121,0.136085,0.041562,0.044232,anodr
20051214_51469_0100_PP_1060.png,0.739291,0.092028,0.104546,0.032867,0.031268,anodr
20051214_56242_0100_PP_337.png,0.603213,0.123618,0.174321,0.047101,0.051746,anodr
20051214_56392_0100_PP_1037.png,0.853561,0.040551,0.065336,0.021675,0.018877,anodr
20051214_56438_0100_PP_22.png,0.682161,0.088932,0.146500,0.040760,0.041648,anodr
20051214_56636_0100_PP_128.png,0.562138,0.126796,0.190202,0.055765,0.065099,anodr
20051214_56688_0100_PP_120.png,0.593332,0.108944,0.184444,0.052121,0.061158,anodr
20051214_57761_0100_PP_356.png,0.522376,0.129980,0.211339,0.056644,0.079661,anodr
20051214_57817_0100_PP_876.png,0.453189,0.126763,0.253193,0.066243,0.100612,anodr
20051216_43913_0200_PP_1367.png,0.530361,0.108774,0.225145,0.059990,0.075730,anodr
20051216_44066_0200_PP_426.png,0.535460,0.100066,0.240923,0.060726,0.062825,anodr
20051216_44092_0200_PP_1090.png,0.531658,0.110734,0.223189,0.064190,0.070228,anodr
20051216_44221_0200_PP_548.png,0.647631,0.099713,0.160944,0.044204,0.047507,anodr
20051216_44252_0200_PP_952.png,0.594557,0.106711,0.191804,0.051246,0.055682,anodr
20051216_44398_0200_PP_1235.png,0.784642,0.075576,0.085246,0.028060,0.026476,anodr
20051216_44420_0200_PP_379.png,0.765356,0.084053,0.093691,0.029320,0.027579,anodr
20051216_44635_0200_PP_415.png,0.540819,0.128926,0.203259,0.055977,0.071019,anodr
20051216_44660_0200_PP_888.png,0.644075,0.099500,0.157492,0.045924,0.053009,anodr
20051216_44811_0200_PP_567.png,0.708028,0.082215,0.130526,0.038710,0.040521,anodr
20051216_44832_0200_PP_1082.png,0.769054,0.069780,0.101570,0.030207,0.029389,anodr
20051216_45076_0200_PP_818.png,0.376331,0.160045,0.301862,0.067290,0.094472,anodr
20051216_45499_0200_PP_1071.png,0.728979,0.087111,0.113934,0.033893,0.036082,anodr
20051216_45781_0200_PP_320.png,0.536060,0.115743,0.225994,0.056237,0.065966,anodr
20051216_45873_0200_PP_832.png,0.635341,0.110012,0.161357,0.044508,0.048783,anodr
20051216_45992_0200_PP_341.png,0.476534,0.122001,0.248184,0.069312,0.083969,anodr
20051216_46018_0200_PP_1216.png,0.544802,0.111005,0.208972,0.058215,0.077006,anodr
20051216_46183_0200_PP_1204.png,0.562694,0.104858,0.210076,0.056837,0.065534,anodr
20051216_47514_0200_PP_110.png,0.472029,0.132335,0.244138,0.062399,0.089099,anodr
20051216_47536_0200_PP_1339.png,0.537437,0.114833,0.210265,0.058738,0.078727,anodr
20060407_38711_0200_PP_283.png,0.520712,0.135543,0.219090,0.056268,0.068387,anodr
20060407_38970_0200_PP_1111.png,0.531147,0.131442,0.220826,0.053336,0.063249,anodr
20060407_39155_0200_PP_855.png,0.739282,0.075094,0.114980,0.036313,0.034331,anodr
20060407_39184_0200_PP_373.png,0.711058,0.074330,0.132568,0.042425,0.039619,anodr
20060407_39306_0200_PP_1074.png,0.689175,0.082296,0.149257,0.041280,0.037993,anodr
20060407_39328_0200_PP_893.png,0.588756,0.092263,0.206091,0.053595,0.059294,anodr
20060407_39435_0200_PP_1214.png,0.384140,0.128671,0.302764,0.077635,0.106790,anodr
20060407_39546_0200_PP_545.png,0.504544,0.128678,0.229867,0.060824,0.076087,anodr
20060407_39567_0200_PP_1168.png,0.524846,0.115128,0.218685,0.058138,0.083202,anodr
20060407_39687_0200_PP_101.png,0.550916,0.110747,0.212218,0.053223,0.072896,anodr
20060407_39761_0200_PP_518.png,0.570879,0.111373,0.198342,0.053719,0.065687,anodr
20060407_39780_0200_PP_1006.png,0.524330,0.119777,0.223054,0.058926,0.073915,anodr
20060407_40740_0200_PP_314.png,0.479936,0.118182,0.254256,0.069240,0.078385,anodr
20060407_40761_0200_PP_282.png,0.498447,0.113043,0.249382,0.062238,0.076890,anodr
20060407_41149_0200_PP_26.png,0.685741,0.069194,0.159716,0.044817,0.040533,anodr
20060407_41177_0200_PP_1104.png,0.681024,0.073633,0.163991,0.042674,0.038677,anodr
20060407_41312_0200_PP_895.png,0.760086,0.082423,0.099385,0.029712,0.028394,anodr
20060407_41980_0200_PP_1347.png,0.639517,0.105401,0.157734,0.045166,0.052183,anodr
20060407_42099_0200_PP_77.png,0.448284,0.130667,0.269539,0.064643,0.086867,anodr
20060407_42133_0200_PP_488.png,0.537834,0.106539,0.223848,0.054338,0.077441,anodr
20060407_42290_0200_PP_1107.png,0.676063,0.075325,0.158843,0.045430,0.044340,anodr
20060407_42308_0200_PP_1278.png,0.719815,0.065466,0.135784,0.038393,0.040541,anodr
20060407_43223_0200_PP_47.png,0.422206,0.113865,0.296140,0.076668,0.091120,anodr
20060407_43258_0200_PP_118.png,0.534016,0.103553,0.227329,0.058133,0.076968,anodr
20060407_43594_0200_PP_140.png,0.648180,0.100380,0.160946,0.045252,0.045241,anodr
20060407_43618_0200_PP_867.png,0.658905,0.096777,0.156532,0.043549,0.044238,anodr
20060407_43726_0200_PP_1128.png,0.644065,0.112715,0.147912,0.042154,0.053153,anodr
20060407_43746_0200_PP_1058.png,0.659635,0.102093,0.146991,0.042064,0.049218,anodr
20060407_43834_0200_PP_1162.png,0.465224,0.137607,0.247785,0.061119,0.088265,anodr
20060407_43856_0200_PP_862.png,0.424411,0.132885,0.280319,0.069036,0.093350,anodr
20060407_44042_0200_PP_1047.png,0.599797,0.109892,0.183731,0.050789,0.055792,anodr
20060407_44061_0200_PP_295.png,0.642837,0.098469,0.162178,0.047110,0.049405,anodr
20060407_44400_0200_PP_956.png,0.450725,0.105010,0.301823,0.072273,0.070169,anodr
20060407_44422_0200_PP_847.png,0.519980,0.093378,0.261268,0.063473,0.061901,anodr
20060407_44510_0200_PP_48.png,0.569935,0.114131,0.196977,0.055254,0.063704,anodr
20060407_44529_0200_PP_1212.png,0.589407,0.108686,0.188597,0.052675,0.060636,anodr
20060407_44743_0200_PP_824.png,0.513574,0.123944,0.229266,0.059610,0.073606,anodr
20060407_44766_0200_PP_89.png,0.495907,0.135415,0.230862,0.058925,0.078891,anodr
20060407_44866_0200_PP_293.png,0.643366,0.111038,0.155587,0.044792,0.045217,anodr
20060407_44889_0200_PP_830.png,0.656046,0.099840,0.155093,0.044168,0.044853,anodr
20060407_45107_0200_PP_1345.png,0.622517,0.104990,0.171963,0.046974,0.053556,anodr
20060407_45230_0200_PP_1297.png,0.642197,0.096234,0.167810,0.045605,0.048155,anodr
20060407_45247_0200_PP_1159.png,0.483417,0.115201,0.257163,0.065938,0.078281,anodr
20060407_45718_0200_PP_400.png,0.522531,0.109257,0.238813,0.062152,0.067247,anodr
