filename,true_class,predicted_class,score_anormal,score_cglaucoma
image_036_25.jpg,anormal,anormal,0.776351,0.223649
image_037_178.jpg,anormal,anormal,0.756084,0.243916
image_038_95.jpg,anormal,anormal,0.734831,0.265169
image_039_12.jpg,anormal,anormal,0.761379,0.238620
image_040_16.jpg,anormal,anormal,0.769929,0.230071
image_041_108.jpg,anormal,anormal,0.791574,0.208426
image_042_63.jpg,anormal,anormal,0.766523,0.233477
image_043_54.jpg,anormal,anormal,0.751465,0.248535
image_044_70.jpg,anormal,anormal,0.762500,0.237500
image_045_182.jpg,anormal,anormal,0.718679,0.281321
image_046_64.jpg,anormal,anormal,0.714327,0.285673
image_047_143.jpg,anormal,anormal,0.696544,0.303456
image_048_130.jpg,anormal,anormal,0.778064,0.221936
image_049_105.jpg,anormal,anormal,0.713258,0.286742
image_050_163.jpg,anormal,anormal,0.773848,0.226152
image_051_190.jpg,anormal,anormal,0.707022,0.292978
image_052_3.jpg,anormal,anormal,0.707784,0.292216
image_053_136.jpg,anormal,anormal,0.756524,0.243476
image_054_158.jpg,anormal,anormal,0.721758,0.278242
image_055_139.jpg,anormal,anormal,0.751149,0.248851
image_056_142.jpg,anormal,anormal,0.795596,0.204404
image_057_109.jpg,anormal,anormal,0.768647,0.231353
image_058_118.jpg,anormal,anormal,0.733436,0.266564
image_059_220.jpg,anormal,anormal,0.772515,0.227485
image_060_79.jpg,anormal,anormal,0.735604,0.264396
image_061_44.jpg,anormal,anormal,0.698161,0.301839
image_062_135.jpg,anormal,anormal,0.716771,0.283229
image_063_110.jpg,anormal,anormal,0.701909,0.298091
image_064_164.jpg,anormal,anormal,0.788820,0.211180
image_065_92.jpg,anormal,anormal,0.775280,0.224720
image_066_218.jpg,anormal,anormal,0.761227,0.238773
image_067_127.jpg,anormal,anormal,0.758602,0.241398
image_068_173.jpg,anormal,anormal,0.755693,0.244307
image_069_184.jpg,anormal,anormal,0.728110,0.271890
image_070_212.jpg,anormal,anormal,0.764280,0.235720
image_071_154.jpg,anormal,anormal,0.770241,0.229760
image_072_102.jpg,anormal,anormal,0.773848,0.226152
image_073_179.jpg,anormal,anormal,0.719773,0.280227
image_074_37.jpg,anormal,anormal,0.694311,0.305689
image_075_195.jpg,anormal,anormal,0.753342,0.246658
image_076_33.jpg,anormal,anormal,0.786202,0.213798
image_077_201.jpg,anormal,anormal,0.792920,0.207080
image_078_67.jpg,anormal,anormal,0.810272,0.189728
image_079_15.jpg,anormal,anormal,0.777537,0.222463
image_080_157.jpg,anormal,anormal,0.784225,0.215775
image_081_153.jpg,anormal,anormal,0.762604,0.237396
image_082_9.jpg,anormal,anormal,0.782493,0.217507
image_083_30.jpg,anormal,anormal,0.718471,0.281529
image_084_34.jpg,anormal,anormal,0.686120,0.313880
image_085_61.jpg,anormal,anormal,0.758620,0.241380
image_086_24.jpg,anormal,anormal,0.763727,0.236273
image_087_210.jpg,anormal,anormal,0.700027,0.299973
image_088_175.jpg,anormal,anormal,0.777537,0.222463
image_089_38.jpg,anormal,anormal,0.713201,0.286799
image_090_145.jpg,anormal,anormal,0.765145,0.234855
image_091_223.jpg,anormal,anormal,0.709185,0.290815
image_092_1.jpg,anormal,anormal,0.721250,0.278750
image_093_140.jpg,anormal,anormal,0.782493,0.217507
image_094_150.jpg,anormal,anormal,0.786451,0.213549
image_095_11.jpg,anormal,anormal,0.697374,0.302626
image_096_98.jpg,anormal,anormal,0.785345,0.214655
image_097_176.jpg,anormal,anormal,0.771649,0.228351
image_098_205.jpg,anormal,anormal,0.722686,0.277314
image_099_22.jpg,anormal,anormal,0.668780,0.331220
image_100_196.jpg,anormal,anormal,0.784627,0.215373
image_101_222.jpg,anormal,anormal,0.756505,0.243495
image_102_155.jpg,anormal,anormal,0.769565,0.230435
image_103_204.jpg,anormal,anormal,0.772282,0.227718
image_104_2.jpg,anormal,anormal,0.753145,0.246855
image_105_0.jpg,anormal,anormal,0.711013,0.288987
image_106_141.jpg,anormal,anormal,0.727216,0.272784
image_107_166.jpg,anormal,anormal,0.782774,0.217226
image_108_188.jpg,anormal,anormal,0.735911,0.264089
image_109_76.jpg,anormal,anormal,0.704123,0.295877
image_110_199.jpg,anormal,anormal,0.782840,0.217160
image_111_58.jpg,anormal,anormal,0.734455,0.265545
image_112_111.jpg,anormal,anormal,0.726732,0.273268
image_113_224.jpg,anormal,anormal,0.762204,0.237796
image_114_57.jpg,anormal,anormal,0.767289,0.232711
image_115_121.jpg,anormal,anormal,0.770755,0.229245
image_116_69.jpg,anormal,anormal,0.722736,0.277264
image_117_211.jpg,anormal,anormal,0.717704,0.282296
image_118_101.jpg,anormal,anormal,0.673026,0.326974
image_119_194.jpg,anormal,anormal,0.741349,0.258651
image_120_17.jpg,anormal,anormal,0.728571,0.271429
image_121_189.jpg,anormal,anormal,0.711923,0.288077
image_122_6.jpg,anormal,anormal,0.789800,0.210200
image_123_35.jpg,anormal,anormal,0.683774,0.316226
image_124_126.jpg,anormal,anormal,0.707969,0.292031
image_125_183.jpg,anormal,anormal,0.684051,0.315949
image_126_177.jpg,anormal,anormal,0.695018,0.304982
image_127_43.jpg,anormal,anormal,0.768122,0.231878
image_128_60.jpg,anormal,anormal,0.795258,0.204742
image_129_156.jpg,anormal,anormal,0.725838,0.274162
image_130_104.jpg,anormal,anormal,0.741996,0.258003
image_131_131.jpg,anormal,anormal,0.757123,0.242877
image_132_52.jpg,anormal,anormal,0.755457,0.244543
image_133_75.jpg,anormal,anormal,0.788544,0.211456
image_134_97.jpg,anormal,anormal,0.728500,0.271500
image_135_90.jpg,anormal,anormal,0.781106,0.218894
image_136_128.jpg,anormal,anormal,0.732950,0.267050
image_137_87.jpg,anormal,anormal,0.727522,0.272478
image_138_19.jpg,anormal,anormal,0.752689,0.247311
image_139_167.jpg,anormal,anormal,0.800250,0.199750
image_140_27.jpg,anormal,anormal,0.760848,0.239152
image_141_18.jpg,anormal,anormal,0.728044,0.271956
image_142_159.jpg,anormal,anormal,0.750243,0.249757
image_143_107.jpg,anormal,anormal,0.744315,0.255685
image_144_180.jpg,anormal,anormal,0.705372,0.294628
image_145_78.jpg,anormal,anormal,0.757908,0.242092
image_146_85.jpg,anormal,anormal,0.772480,0.227520
image_147_193.jpg,anormal,anormal,0.772376,0.227624
image_148_216.jpg,anormal,anormal,0.754857,0.245143
image_149_134.jpg,anormal,anormal,0.770934,0.229066
image_150_198.jpg,anormal,anormal,0.765352,0.234648
image_151_31.jpg,anormal,anormal,0.717782,0.282218
image_152_169.jpg,anormal,anormal,0.707603,0.292397
image_153_213.jpg,anormal,anormal,0.744096,0.255904
image_154_23.jpg,anormal,anormal,0.742285,0.257715
image_155_151.jpg,anormal,anormal,0.765549,0.234451
image_156_72.jpg,anormal,anormal,0.761581,0.238419
image_157_115.jpg,anormal,anormal,0.745028,0.254972
image_158_191.jpg,anormal,anormal,0.725483,0.274517
image_159_162.jpg,anormal,anormal,0.811601,0.188399
image_160_124.jpg,anormal,anormal,0.725016,0.274984
image_161_62.jpg,anormal,anormal,0.698380,0.301620
image_162_48.jpg,anormal,anormal,0.702578,0.297422
image_163_206.jpg,anormal,anormal,0.684331,0.315669
image_164_215.jpg,anormal,anormal,0.667181,0.332819
image_165_77.jpg,anormal,anormal,0.812940,0.187060
image_166_129.jpg,anormal,anormal,0.788364,0.211636
image_167_138.jpg,anormal,anormal,0.720655,0.279345
image_168_113.jpg,anormal,anormal,0.727273,0.272727
image_169_119.jpg,anormal,anormal,0.729756,0.270244
image_170_133.jpg,anormal,anormal,0.731482,0.268518
image_171_203.jpg,anormal,anormal,0.748552,0.251448
image_172_137.jpg,anormal,anormal,0.788794,0.211206
image_173_83.jpg,anormal,anormal,0.745848,0.254152
image_174_123.jpg,anormal,anormal,0.797590,0.202410
image_175_91.jpg,anormal,anormal,0.777230,0.222770
image_176_161.jpg,anormal,anormal,0.790653,0.209347
image_177_112.jpg,anormal,anormal,0.798005,0.201996
image_178_46.jpg,anormal,anormal,0.763033,0.236967
image_179_84.jpg,anormal,anormal,0.748748,0.251252
image_180_53.jpg,anormal,anormal,0.767877,0.232123
image_181_207.jpg,anormal,anormal,0.790855,0.209145
image_182_171.jpg,anormal,anormal,0.789591,0.210409
image_183_40.jpg,anormal,anormal,0.767853,0.232147
image_184_197.jpg,anormal,anormal,0.717991,0.282009
image_185_185.jpg,anormal,anormal,0.741780,0.258220
image_186_114.jpg,anormal,anormal,0.726608,0.273392
image_187_100.jpg,anormal,anormal,0.767073,0.232927
image_188_192.jpg,anormal,anormal,0.762477,0.237523
image_189_149.jpg,anormal,anormal,0.788995,0.211005
image_190_7.jpg,anormal,anormal,0.774192,0.225808
image_191_8.jpg,anormal,anormal,0.719395,0.280605
image_192_68.jpg,anormal,anormal,0.714903,0.285097
image_193_51.jpg,anormal,anormal,0.782023,0.217977
image_194_88.jpg,anormal,anormal,0.801484,0.198516
image_195_106.jpg,anormal,anormal,0.795316,0.204684
image_196_80.jpg,anormal,anormal,0.742956,0.257044
image_197_28.jpg,anormal,anormal,0.736655,0.263345
image_198_66.jpg,anormal,anormal,0.751663,0.248337
image_199_94.jpg,anormal,anormal,0.729138,0.270862
image_200_45.jpg,anormal,anormal,0.679641,0.320359
image_201_81.jpg,anormal,anormal,0.673148,0.326852
image_202_14.jpg,anormal,anormal,0.782221,0.217779
image_203_181.jpg,anormal,anormal,0.734182,0.265818
image_204_208.jpg,anormal,anormal,0.754342,0.245658
image_205_29.jpg,anormal,anormal,0.781423,0.218577
image_206_186.jpg,anormal,anormal,0.771357,0.228643
image_207_221.jpg,anormal,anormal,0.747855,0.252145
image_208_20.jpg,anormal,anormal,0.764723,0.235277
image_209_42.jpg,anormal,anormal,0.775567,0.224433
image_210_73.jpg,anormal,anormal,0.767877,0.232123
image_211_152.jpg,anormal,anormal,0.790855,0.209145
image_212_47.jpg,anormal,anormal,0.787738,0.212262
image_213_144.jpg,anormal,anormal,0.793334,0.206665
image_214_89.jpg,anormal,anormal,0.774868,0.225132
image_215_147.jpg,anormal,anormal,0.675786,0.324214
image_216_74.jpg,anormal,anormal,0.798818,0.201182
image_217_117.jpg,anormal,anormal,0.784670,0.215330
image_218_122.jpg,anormal,anormal,0.688869,0.311131
image_219_21.jpg,anormal,anormal,0.686573,0.313427
image_220_86.jpg,anormal,anormal,0.689364,0.310636
image_221_132.jpg,anormal,anormal,0.729625,0.270375
image_222_174.jpg,anormal,anormal,0.659594,0.340406
image_223_172.jpg,anormal,anormal,0.776826,0.223174
image_224_165.jpg,anormal,anormal,0.782683,0.217317
image_225_148.jpg,anormal,anormal,0.733099,0.266901
image_001_250.jpg,cglaucoma,anormal,0.739900,0.260100
image_002_252.jpg,cglaucoma,anormal,0.768576,0.231424
image_003_234.jpg,cglaucoma,anormal,0.758097,0.241903
image_004_238.jpg,cglaucoma,anormal,0.698439,0.301561
image_005_228.jpg,cglaucoma,anormal,0.742823,0.257177
image_006_225.jpg,cglaucoma,anormal,0.748240,0.251760
image_007_226.jpg,cglaucoma,anormal,0.734114,0.265886
image_008_245.jpg,cglaucoma,anormal,0.719484,0.280516
image_009_247.jpg,cglaucoma,anormal,0.774915,0.225085
image_010_232.jpg,cglaucoma,anormal,0.774915,0.225085
image_011_254.jpg,cglaucoma,anormal,0.731385,0.268615
image_012_236.jpg,cglaucoma,anormal,0.757030,0.242970
image_013_239.jpg,cglaucoma,anormal,0.782846,0.217154
image_014_237.jpg,cglaucoma,anormal,0.767995,0.232005
image_015_253.jpg,cglaucoma,anormal,0.733208,0.266792
image_016_240.jpg,cglaucoma,anormal,0.761036,0.238964
image_017_241.jpg,cglaucoma,anormal,0.733024,0.266976
image_018_246.jpg,cglaucoma,anormal,0.786876,0.213124
image_019_249.jpg,cglaucoma,anormal,0.731392,0.268608
image_020_227.jpg,cglaucoma,anormal,0.763272,0.236728
image_021_229.jpg,cglaucoma,anormal,0.808317,0.191683
image_022_235.jpg,cglaucoma,anormal,0.731474,0.268526
image_023_244.jpg,cglaucoma,anormal,0.786876,0.213124
image_024_251.jpg,cglaucoma,anormal,0.778552,0.221448
image_025_243.jpg,cglaucoma,anormal,0.808317,0.191683
image_026_248.jpg,cglaucoma,anormal,0.781868,0.218132
image_027_230.jpg,cglaucoma,anormal,0.808593,0.191407
image_028_242.jpg,cglaucoma,anormal,0.739150,0.260850
image_029_255.jpg,cglaucoma,anormal,0.763389,0.236611
image_030_256.jpg,cglaucoma,anormal,0.707498,0.292502
image_031_233.jpg,cglaucoma,anormal,0.773388,0.226612
image_032_231.jpg,cglaucoma,anormal,0.721036,0.278964
