filename,pred_label,pred_index,score_a_noamd,score_b_amd
N0115.jpg,b_amd,1,0.226099,0.773901
N0116.jpg,a_noamd,0,0.815380,0.184620
N0117.jpg,a_noamd,0,0.821832,0.178168
N0118.jpg,a_noamd,0,0.813387,0.186613
N0119.jpg,a_noamd,0,0.814643,0.185357
N0120.jpg,a_noamd,0,0.808974,0.191026
N0121.jpg,a_noamd,0,0.807233,0.192767
N0122.jpg,b_amd,1,0.336222,0.663778
N0123.jpg,a_noamd,0,0.815159,0.184841
N0124.jpg,a_noamd,0,0.814053,0.185947
N0125.jpg,b_amd,1,0.349755,0.650245
N0126.jpg,b_amd,1,0.244814,0.755186
N0127.jpg,b_amd,1,0.189972,0.810028
N0128.jpg,b_amd,1,0.174621,0.825379
N0129.jpg,b_amd,1,0.187281,0.812719
N0130.jpg,a_noamd,0,0.806319,0.193681
N0131.jpg,b_amd,1,0.189371,0.810629
N0132.jpg,a_noamd,0,0.808067,0.191933
N0133.jpg,b_amd,1,0.174340,0.825660
N0134.jpg,a_noamd,0,0.815967,0.184033
N0135.jpg,a_noamd,0,0.817720,0.182280
N0136.jpg,a_noamd,0,0.811900,0.188100
N0137.jpg,a_noamd,0,0.817356,0.182644
N0138.jpg,a_noamd,0,0.793746,0.206254
N0139.jpg,a_noamd,0,0.811825,0.188175
N0140.jpg,a_noamd,0,0.815526,0.184473
N0141.jpg,a_noamd,0,0.806091,0.193909
N0142.jpg,a_noamd,0,0.815233,0.184768
N0143.jpg,a_noamd,0,0.801781,0.198219
N0144.jpg,a_noamd,0,0.803328,0.196672
N0145.jpg,a_noamd,0,0.805479,0.194521
N0146.jpg,a_noamd,0,0.820901,0.179099
N0147.jpg,a_noamd,0,0.815233,0.184768
N0148.jpg,a_noamd,0,0.801781,0.198219
N0149.jpg,a_noamd,0,0.803328,0.196672
N0150.jpg,b_amd,1,0.222616,0.777384
N0151.jpg,b_amd,1,0.245447,0.754553
N0152.jpg,a_noamd,0,0.810554,0.189446
N0153.jpg,a_noamd,0,0.803791,0.196209
N0154.jpg,a_noamd,0,0.812867,0.187133
N0155.jpg,a_noamd,0,0.811974,0.188026
N0156.jpg,b_amd,1,0.294925,0.705075
N0157.jpg,a_noamd,0,0.810929,0.189071
N0158.jpg,a_noamd,0,0.781747,0.218253
N0159.jpg,a_noamd,0,0.802401,0.197599
N0160.jpg,a_noamd,0,0.806167,0.193833
N0161.jpg,a_noamd,0,0.756447,0.243552
N0162.jpg,a_noamd,0,0.778986,0.221014
N0163.jpg,b_amd,1,0.202838,0.797162
N0164.jpg,a_noamd,0,0.812793,0.187207
N0165.jpg,b_amd,1,0.492188,0.507812
N0166.jpg,a_noamd,0,0.808219,0.191781
N0167.jpg,a_noamd,0,0.786377,0.213623
N0168.jpg,a_noamd,0,0.782663,0.217338
N0169.jpg,b_amd,1,0.176317,0.823683
N0170.jpg,a_noamd,0,0.819605,0.180395
N0171.jpg,a_noamd,0,0.816187,0.183813
N0172.jpg,a_noamd,0,0.814864,0.185136
N0173.jpg,a_noamd,0,0.817210,0.182790
N0174.jpg,a_noamd,0,0.679710,0.320290
N0175.jpg,b_amd,1,0.235284,0.764716
N0176.jpg,b_amd,1,0.222278,0.777722
N0177.jpg,a_noamd,0,0.813757,0.186243
N0178.jpg,a_noamd,0,0.815820,0.184180
N0179.jpg,a_noamd,0,0.815380,0.184620
N0180.jpg,b_amd,1,0.167287,0.832713
N0181.jpg,b_amd,1,0.168036,0.831964
N0182.jpg,b_amd,1,0.307670,0.692330
N0183.jpg,a_noamd,0,0.799990,0.200010
N0184.jpg,a_noamd,0,0.817866,0.182134
N0185.jpg,a_noamd,0,0.814643,0.185357
N0186.jpg,a_noamd,0,0.817064,0.182936
N0187.jpg,a_noamd,0,0.681568,0.318432
N0188.jpg,a_noamd,0,0.814496,0.185504
N0189.jpg,a_noamd,0,0.805403,0.194597
N0190.jpg,b_amd,1,0.192084,0.807916
N0191.jpg,b_amd,1,0.281011,0.718989
N0192.jpg,b_amd,1,0.289472,0.710528
N0193.jpg,b_amd,1,0.226014,0.773986
N0194.jpg,a_noamd,0,0.779574,0.220426
N0195.jpg,b_amd,1,0.171685,0.828315
N0196.jpg,a_noamd,0,0.814570,0.185430
N0197.jpg,a_noamd,0,0.820110,0.179890
N0198.jpg,a_noamd,0,0.811601,0.188399
N0199.jpg,a_noamd,0,0.813016,0.186984
N0200.jpg,b_amd,1,0.164449,0.835551
N0201.jpg,b_amd,1,0.181771,0.818229
N0202.jpg,b_amd,1,0.198763,0.801237
N0203.jpg,a_noamd,0,0.800068,0.199932
N0204.jpg,a_noamd,0,0.817502,0.182498
N0205.jpg,a_noamd,0,0.814938,0.185062
N0206.jpg,a_noamd,0,0.812123,0.187877
N0207.jpg,a_noamd,0,0.816406,0.183594
N0208.jpg,b_amd,1,0.220510,0.779490
N0209.jpg,a_noamd,0,0.813016,0.186984
N0210.jpg,a_noamd,0,0.797557,0.202443
N0211.jpg,b_amd,1,0.187951,0.812049
N0212.jpg,b_amd,1,0.361954,0.638046
N0213.jpg,a_noamd,0,0.815747,0.184253
N0214.jpg,a_noamd,0,0.779909,0.220091
N0215.jpg,a_noamd,0,0.814348,0.185652
N0216.jpg,a_noamd,0,0.813313,0.186687
N0217.jpg,a_noamd,0,0.815747,0.184253
N0218.jpg,a_noamd,0,0.816918,0.183082
N0219.jpg,b_amd,1,0.167083,0.832917
N0220.jpg,b_amd,1,0.335677,0.664323
N0221.jpg,b_amd,1,0.194139,0.805861
N0222.jpg,b_amd,1,0.346762,0.653237
N0223.jpg,b_amd,1,0.233095,0.766905
N0224.jpg,a_noamd,0,0.807309,0.192691
N0225.jpg,a_noamd,0,0.811452,0.188548
N0226.jpg,a_noamd,0,0.790611,0.209389
N0227.jpg,b_amd,1,0.175114,0.824885
N0228.jpg,b_amd,1,0.182498,0.817502
N0229.jpg,b_amd,1,0.170232,0.829768
N0230.jpg,b_amd,1,0.177027,0.822973
N0231.jpg,b_amd,1,0.178454,0.821546
N0232.jpg,b_amd,1,0.173009,0.826991
N0233.jpg,a_noamd,0,0.815893,0.184106
N0234.jpg,a_noamd,0,0.804790,0.195210
N0235.jpg,a_noamd,0,0.810854,0.189146
N0236.jpg,a_noamd,0,0.806243,0.193757
N0237.jpg,b_amd,1,0.173009,0.826991
N0238.jpg,b_amd,1,0.178311,0.821689
N0239.jpg,b_amd,1,0.284377,0.715623
N0240.jpg,b_amd,1,0.222109,0.777891
N0241.jpg,a_noamd,0,0.817356,0.182644
N0242.jpg,a_noamd,0,0.812272,0.187728
N0243.jpg,a_noamd,0,0.812421,0.187579
N0244.jpg,b_amd,1,0.210604,0.789396
N0245.jpg,a_noamd,0,0.784319,0.215681
N0246.jpg,a_noamd,0,0.815820,0.184180
N0247.jpg,a_noamd,0,0.813461,0.186539
N0248.jpg,a_noamd,0,0.815747,0.184253
N0249.jpg,b_amd,1,0.226698,0.773302
N0250.jpg,b_amd,1,0.182936,0.817064
N0251.jpg,b_amd,1,0.176459,0.823541
N0252.jpg,b_amd,1,0.303835,0.696165
N0253.jpg,b_amd,1,0.172311,0.827689
N0254.jpg,b_amd,1,0.164181,0.835819
N0255.jpg,b_amd,1,0.301773,0.698227
N0256.jpg,b_amd,1,0.184768,0.815233
N0257.jpg,a_noamd,0,0.811377,0.188623
N0258.jpg,a_noamd,0,0.787032,0.212968
N0259.jpg,a_noamd,0,0.789558,0.210442
N0260.jpg,a_noamd,0,0.744378,0.255622
N0261.jpg,b_amd,1,0.366363,0.633637
N0262.jpg,a_noamd,0,0.805403,0.194597
N0263.jpg,a_noamd,0,0.803868,0.196132
N0264.jpg,a_noamd,0,0.786377,0.213623
N0265.jpg,b_amd,1,0.280419,0.719581
N0266.jpg,a_noamd,0,0.705988,0.294012
N0267.jpg,a_noamd,0,0.811601,0.188399
N0268.jpg,a_noamd,0,0.713731,0.286269
N0269.jpg,a_noamd,0,0.810704,0.189296
N0270.jpg,b_amd,1,0.267887,0.732113
N0271.jpg,a_noamd,0,0.805556,0.194444
N0272.jpg,a_noamd,0,0.810554,0.189446
N0273.jpg,b_amd,1,0.259732,0.740268
N0274.jpg,a_noamd,0,0.778397,0.221603
N0275.jpg,a_noamd,0,0.811601,0.188399
N0276.jpg,b_amd,1,0.214527,0.785473
N0277.jpg,a_noamd,0,0.749179,0.250821
N0278.jpg,a_noamd,0,0.790692,0.209308
N0279.jpg,a_noamd,0,0.812496,0.187504
N0280.jpg,a_noamd,0,0.794704,0.205296
N0281.jpg,a_noamd,0,0.811900,0.188100
N0282.jpg,b_amd,1,0.203391,0.796609
N0283.jpg,b_amd,1,0.261048,0.738952
N0284.jpg,a_noamd,0,0.813683,0.186317
N0285.jpg,a_noamd,0,0.810254,0.189746
N0286.jpg,b_amd,1,0.353763,0.646237
N0287.jpg,b_amd,1,0.285372,0.714628
N0288.jpg,a_noamd,0,0.816187,0.183813
N0289.jpg,a_noamd,0,0.816040,0.183960
N0290.jpg,a_noamd,0,0.813016,0.186984
N0291.jpg,a_noamd,0,0.812272,0.187728
N0292.jpg,a_noamd,0,0.728459,0.271541
N0293.jpg,b_amd,1,0.205934,0.794066
N0294.jpg,b_amd,1,0.188399,0.811601
N0295.jpg,a_noamd,0,0.812644,0.187356
N0296.jpg,a_noamd,0,0.809653,0.190347
N0297.jpg,a_noamd,0,0.814791,0.185209
N0298.jpg,a_noamd,0,0.814348,0.185652
N0299.jpg,a_noamd,0,0.811601,0.188399
N0300.jpg,b_amd,1,0.186539,0.813461
N0301.jpg,a_noamd,0,0.810704,0.189296
N0302.jpg,a_noamd,0,0.814938,0.185062
N0303.jpg,b_amd,1,0.339499,0.660501
N0304.jpg,b_amd,1,0.181336,0.818664
N0305.jpg,a_noamd,0,0.821903,0.178097
N0306.jpg,b_amd,1,0.198608,0.801392
N0307.jpg,a_noamd,0,0.779909,0.220091
N0308.jpg,a_noamd,0,0.815967,0.184033
N0309.jpg,a_noamd,0,0.800302,0.199698
N0310.jpg,a_noamd,0,0.813905,0.186095
N0311.jpg,a_noamd,0,0.809953,0.190047
T0001.jpg,b_amd,1,0.231701,0.768299
T0002.jpg,b_amd,1,0.225417,0.774583
T0005.jpg,a_noamd,0,0.817793,0.182207
T0006.jpg,b_amd,1,0.310799,0.689201
T0007.jpg,a_noamd,0,0.811900,0.188100
T0008.jpg,a_noamd,0,0.816626,0.183374
T0009.jpg,a_noamd,0,0.813609,0.186391
T0011.jpg,b_amd,1,0.181118,0.818882
T0012.jpg,a_noamd,0,0.768386,0.231614
T0013.jpg,b_amd,1,0.187430,0.812570
T0014.jpg,b_amd,1,0.167355,0.832645
T0016.jpg,a_noamd,0,0.813461,0.186539
T0017.jpg,b_amd,1,0.224310,0.775690
T0018.jpg,b_amd,1,0.202759,0.797241
T0019.jpg,b_amd,1,0.175821,0.824179
T0020.jpg,a_noamd,0,0.813905,0.186095
T0022.jpg,a_noamd,0,0.766818,0.233182
T0023.jpg,b_amd,1,0.214856,0.785144
T0025.jpg,b_amd,1,0.282592,0.717408
T0027.jpg,a_noamd,0,0.784484,0.215516
T0028.jpg,a_noamd,0,0.815526,0.184473
T0029.jpg,a_noamd,0,0.810404,0.189596
T0031.jpg,b_amd,1,0.236693,0.763307
T0032.jpg,a_noamd,0,0.817793,0.182207
T0033.jpg,a_noamd,0,0.815306,0.184694
T0034.jpg,a_noamd,0,0.812421,0.187579
T0035.jpg,a_noamd,0,0.814201,0.185799
T0036.jpg,a_noamd,0,0.809502,0.190498
T0037.jpg,b_amd,1,0.189821,0.810179
T0039.jpg,a_noamd,0,0.814791,0.185209
T0040.jpg,a_noamd,0,0.805632,0.194368
T0041.jpg,b_amd,1,0.215846,0.784154
T0042.jpg,a_noamd,0,0.813313,0.186687
T0044.jpg,a_noamd,0,0.818229,0.181771
T0046.jpg,a_noamd,0,0.815967,0.184033
T0047.jpg,b_amd,1,0.189071,0.810929
T0049.jpg,b_amd,1,0.242923,0.757077
T0050.jpg,a_noamd,0,0.816480,0.183520
T0054.jpg,a_noamd,0,0.811676,0.188324
T0055.jpg,a_noamd,0,0.766643,0.233357
T0058.jpg,b_amd,1,0.246715,0.753285
T0060.jpg,a_noamd,0,0.813609,0.186391
T0061.jpg,b_amd,1,0.299412,0.700588
T0062.jpg,b_amd,1,0.232136,0.767864
T0063.jpg,b_amd,1,0.177740,0.822260
T0064.jpg,b_amd,1,0.193909,0.806091
T0065.jpg,a_noamd,0,0.811676,0.188324
T0066.jpg,a_noamd,0,0.815673,0.184327
T0067.jpg,a_noamd,0,0.816333,0.183667
T0068.jpg,a_noamd,0,0.811601,0.188399
T0069.jpg,a_noamd,0,0.814864,0.185136
T0070.jpg,a_noamd,0,0.813313,0.186687
T0074.jpg,a_noamd,0,0.815453,0.184547
T0075.jpg,a_noamd,0,0.814127,0.185873
T0076.jpg,a_noamd,0,0.815085,0.184915
T0077.jpg,a_noamd,0,0.816918,0.183082
T0078.jpg,b_amd,1,0.257112,0.742888
T0079.jpg,b_amd,1,0.186391,0.813609
T0080.jpg,a_noamd,0,0.810704,0.189296
T0081.jpg,a_noamd,0,0.811751,0.188249
T0082.jpg,b_amd,1,0.271348,0.728652
T0084.jpg,a_noamd,0,0.810779,0.189221
T0085.jpg,a_noamd,0,0.794385,0.205615
T0087.jpg,b_amd,1,0.246806,0.753194
T0088.jpg,a_noamd,0,0.815526,0.184473
T0090.jpg,a_noamd,0,0.813164,0.186836
T0091.jpg,a_noamd,0,0.791982,0.208018
T0092.jpg,b_amd,1,0.183594,0.816406
T0093.jpg,a_noamd,0,0.814053,0.185947
T0094.jpg,a_noamd,0,0.812272,0.187728
T0095.jpg,a_noamd,0,0.812272,0.187728
T0096.jpg,a_noamd,0,0.813090,0.186910
T0097.jpg,a_noamd,0,0.811974,0.188026
T0098.jpg,b_amd,1,0.193376,0.806624
T0099.jpg,a_noamd,0,0.814053,0.185947
T0100.jpg,a_noamd,0,0.805709,0.194291
T0101.jpg,a_noamd,0,0.815012,0.184988
T0102.jpg,b_amd,1,0.229104,0.770896
T0103.jpg,b_amd,1,0.185652,0.814348
T0104.jpg,a_noamd,0,0.815380,0.184620
T0106.jpg,b_amd,1,0.279829,0.720172
T0108.jpg,a_noamd,0,0.804021,0.195978
T0109.jpg,a_noamd,0,0.803714,0.196286
T0110.jpg,b_amd,1,0.192691,0.807309
T0111.jpg,b_amd,1,0.183009,0.816991
T0113.jpg,a_noamd,0,0.812421,0.187579
T0114.jpg,a_noamd,0,0.811003,0.188997
T0115.jpg,a_noamd,0,0.777975,0.222025
T0116.jpg,a_noamd,0,0.814348,0.185652
T0117.jpg,b_amd,1,0.178597,0.821403
T0119.jpg,a_noamd,0,0.812867,0.187133
T0121.jpg,a_noamd,0,0.812347,0.187653
T0122.jpg,b_amd,1,0.246171,0.753829
T0123.jpg,a_noamd,0,0.788339,0.211661
T0124.jpg,a_noamd,0,0.814496,0.185504
T0125.jpg,a_noamd,0,0.816040,0.183960
T0126.jpg,a_noamd,0,0.786705,0.213295
T0128.jpg,a_noamd,0,0.807081,0.192919
T0130.jpg,b_amd,1,0.279140,0.720860
T0131.jpg,b_amd,1,0.375850,0.624150
T0132.jpg,a_noamd,0,0.799051,0.200949
T0133.jpg,a_noamd,0,0.815380,0.184620
T0135.jpg,b_amd,1,0.300438,0.699562
T0136.jpg,a_noamd,0,0.813238,0.186762
T0137.jpg,a_noamd,0,0.813609,0.186391
T0138.jpg,a_noamd,0,0.816480,0.183520
T0139.jpg,a_noamd,0,0.813609,0.186391
T0140.jpg,a_noamd,0,0.810854,0.189146
T0141.jpg,b_amd,1,0.213213,0.786787
T0142.jpg,a_noamd,0,0.817064,0.182936
T0143.jpg,a_noamd,0,0.812942,0.187058
T0144.jpg,b_amd,1,0.197677,0.802323
T0145.jpg,a_noamd,0,0.814201,0.185799
T0146.jpg,b_amd,1,0.178597,0.821403
T0149.jpg,a_noamd,0,0.811303,0.188697
T0151.jpg,a_noamd,0,0.811003,0.188997
T0153.jpg,a_noamd,0,0.813757,0.186243
T0155.jpg,b_amd,1,0.345878,0.654122
T0156.jpg,a_noamd,0,0.747892,0.252108
T0157.jpg,a_noamd,0,0.811303,0.188697
T0158.jpg,b_amd,1,0.254139,0.745861
T0160.jpg,a_noamd,0,0.788176,0.211824
T0161.jpg,a_noamd,0,0.783823,0.216177
T0162.jpg,a_noamd,0,0.773302,0.226698
T0163.jpg,b_amd,1,0.238905,0.761095
T0167.jpg,a_noamd,0,0.814127,0.185873
T0168.jpg,b_amd,1,0.184327,0.815673
T0169.jpg,b_amd,1,0.176601,0.823399
T0171.jpg,b_amd,1,0.378028,0.621971
T0173.jpg,b_amd,1,0.195825,0.804175
T0174.jpg,a_noamd,0,0.815893,0.184106
T0175.jpg,b_amd,1,0.227384,0.772616
T0177.jpg,a_noamd,0,0.816333,0.183667
T0178.jpg,a_noamd,0,0.813757,0.186243
T0179.jpg,a_noamd,0,0.812496,0.187504
T0180.jpg,a_noamd,0,0.813313,0.186687
T0181.jpg,a_noamd,0,0.780997,0.219003
T0182.jpg,b_amd,1,0.207375,0.792625
T0184.jpg,b_amd,1,0.322099,0.677901
T0185.jpg,a_noamd,0,0.816333,0.183667
T0186.jpg,a_noamd,0,0.815600,0.184400
T0187.jpg,a_noamd,0,0.813016,0.186984
T0191.jpg,b_amd,1,0.168857,0.831143
T0192.jpg,b_amd,1,0.169819,0.830181
T0194.jpg,a_noamd,0,0.816626,0.183374
T0195.jpg,a_noamd,0,0.726329,0.273671
T0196.jpg,a_noamd,0,0.789396,0.210604
T0197.jpg,b_amd,1,0.235460,0.764540
T0199.jpg,a_noamd,0,0.808823,0.191177
T0200.jpg,b_amd,1,0.309024,0.690976
T0202.jpg,a_noamd,0,0.815747,0.184253
T0203.jpg,b_amd,1,0.269326,0.730674
T0204.jpg,b_amd,1,0.265499,0.734501
T0205.jpg,a_noamd,0,0.814643,0.185357
T0206.jpg,a_noamd,0,0.818592,0.181408
T0207.jpg,a_noamd,0,0.773986,0.226014
T0208.jpg,a_noamd,0,0.815600,0.184400
T0210.jpg,b_amd,1,0.252753,0.747247
T0211.jpg,a_noamd,0,0.814791,0.185209
T0212.jpg,a_noamd,0,0.815453,0.184547
T0213.jpg,a_noamd,0,0.804790,0.195210
T0214.jpg,a_noamd,0,0.812421,0.187579
T0215.jpg,a_noamd,0,0.800458,0.199542
T0216.jpg,a_noamd,0,0.817502,0.182498
T0217.jpg,a_noamd,0,0.815893,0.184106
T0218.jpg,a_noamd,0,0.818737,0.181263
T0220.jpg,b_amd,1,0.243912,0.756088
T0221.jpg,b_amd,1,0.344554,0.655446
T0222.jpg,a_noamd,0,0.813757,0.186243
T0223.jpg,a_noamd,0,0.812570,0.187430
T0224.jpg,a_noamd,0,0.813164,0.186836
T0225.jpg,a_noamd,0,0.811377,0.188623
T0228.jpg,b_amd,1,0.251740,0.748260
T0229.jpg,a_noamd,0,0.813090,0.186910
T0230.jpg,b_amd,1,0.276593,0.723407
T0231.jpg,a_noamd,0,0.816260,0.183740
T0232.jpg,a_noamd,0,0.816699,0.183301
T0233.jpg,b_amd,1,0.357736,0.642264
T0234.jpg,a_noamd,0,0.802478,0.197522
T0235.jpg,b_amd,1,0.219672,0.780328
T0236.jpg,a_noamd,0,0.814053,0.185947
T0238.jpg,a_noamd,0,0.813831,0.186169
T0239.jpg,a_noamd,0,0.813905,0.186095
T0240.jpg,a_noamd,0,0.776792,0.223208
T0241.jpg,a_noamd,0,0.813979,0.186021
T0242.jpg,a_noamd,0,0.813609,0.186391
T0243.jpg,b_amd,1,0.264358,0.735642
T0246.jpg,a_noamd,0,0.771843,0.228156
T0248.jpg,b_amd,1,0.352982,0.647018
T0249.jpg,a_noamd,0,0.783658,0.216342
T0250.jpg,a_noamd,0,0.813905,0.186095
T0251.jpg,b_amd,1,0.240329,0.759671
T0253.jpg,a_noamd,0,0.812272,0.187728
T0256.jpg,a_noamd,0,0.815159,0.184841
T0257.jpg,a_noamd,0,0.792062,0.207938
T0259.jpg,a_noamd,0,0.817356,0.182644
T0260.jpg,a_noamd,0,0.818374,0.181626
T0262.jpg,b_amd,1,0.196749,0.803251
T0263.jpg,b_amd,1,0.184620,0.815380
T0264.jpg,a_noamd,0,0.811974,0.188026
T0265.jpg,b_amd,1,0.209470,0.790530
T0266.jpg,a_noamd,0,0.815233,0.184768
T0267.jpg,a_noamd,0,0.816626,0.183374
T0268.jpg,a_noamd,0,0.807005,0.192995
T0269.jpg,a_noamd,0,0.813609,0.186391
T0270.jpg,a_noamd,0,0.818229,0.181771
T0271.jpg,b_amd,1,0.204580,0.795420
T0272.jpg,a_noamd,0,0.814053,0.185947
T0273.jpg,a_noamd,0,0.813164,0.186836
T0274.jpg,a_noamd,0,0.816333,0.183667
T0275.jpg,a_noamd,0,0.815673,0.184327
T0276.jpg,b_amd,1,0.424024,0.575976
T0277.jpg,a_noamd,0,0.813164,0.186836
T0278.jpg,a_noamd,0,0.814422,0.185578
T0279.jpg,b_amd,1,0.172729,0.827271
T0280.jpg,a_noamd,0,0.810554,0.189446
T0281.jpg,a_noamd,0,0.807461,0.192539
T0282.jpg,a_noamd,0,0.815233,0.184768
T0283.jpg,b_amd,1,0.174059,0.825941
T0284.jpg,b_amd,1,0.168309,0.831691
T0285.jpg,a_noamd,0,0.814496,0.185504
T0287.jpg,a_noamd,0,0.810704,0.189296
T0288.jpg,a_noamd,0,0.811751,0.188249
T0289.jpg,a_noamd,0,0.789315,0.210685
T0290.jpg,a_noamd,0,0.811601,0.188399
T0292.jpg,b_amd,1,0.204819,0.795181
T0293.jpg,a_noamd,0,0.804021,0.195978
T0294.jpg,b_amd,1,0.336004,0.663996
T0295.jpg,b_amd,1,0.295942,0.704058
T0296.jpg,a_noamd,0,0.815453,0.184547
T0297.jpg,b_amd,1,0.204342,0.795658
T0299.jpg,a_noamd,0,0.816626,0.183374
