filename,score_anormal,score_cglaucoma,pred_class,pred_index,true_class,true_index
image_049_105.jpg,0.872782,0.127218,anormal,0,anormal,0
image_050_163.jpg,0.651854,0.348146,anormal,0,anormal,0
image_051_190.jpg,0.906818,0.093182,anormal,0,anormal,0
image_052_3.jpg,0.941547,0.058453,anormal,0,anormal,0
image_053_136.jpg,0.948632,0.051368,anormal,0,anormal,0
image_054_158.jpg,0.774839,0.225161,anormal,0,anormal,0
image_055_139.jpg,0.676246,0.323754,anormal,0,anormal,0
image_056_142.jpg,0.717903,0.282097,anormal,0,anormal,0
image_057_109.jpg,0.850965,0.149035,anormal,0,anormal,0
image_058_118.jpg,0.709472,0.290528,anormal,0,anormal,0
image_059_220.jpg,0.887253,0.112747,anormal,0,anormal,0
image_060_79.jpg,0.932821,0.067179,anormal,0,anormal,0
image_061_44.jpg,0.888275,0.111725,anormal,0,anormal,0
image_062_135.jpg,0.871037,0.128963,anormal,0,anormal,0
image_063_110.jpg,0.933491,0.066509,anormal,0,anormal,0
image_064_164.jpg,0.945500,0.054500,anormal,0,anormal,0
image_065_92.jpg,0.911967,0.088033,anormal,0,anormal,0
image_066_218.jpg,0.827689,0.172311,anormal,0,anormal,0
image_067_127.jpg,0.865452,0.134548,anormal,0,anormal,0
image_068_173.jpg,0.754101,0.245899,anormal,0,anormal,0
image_069_184.jpg,0.865167,0.134833,anormal,0,anormal,0
image_070_212.jpg,0.898053,0.101947,anormal,0,anormal,0
image_071_154.jpg,0.788013,0.211987,anormal,0,anormal,0
image_072_102.jpg,0.651854,0.348146,anormal,0,anormal,0
image_073_179.jpg,0.843959,0.156041,anormal,0,anormal,0
image_074_37.jpg,0.751511,0.248489,anormal,0,anormal,0
image_075_195.jpg,0.914825,0.085175,anormal,0,anormal,0
image_076_33.jpg,0.852506,0.147494,anormal,0,anormal,0
image_077_201.jpg,0.812421,0.187579,anormal,0,anormal,0
image_078_67.jpg,0.951369,0.048631,anormal,0,anormal,0
image_079_15.jpg,0.918699,0.081301,anormal,0,anormal,0
image_080_157.jpg,0.845241,0.154759,anormal,0,anormal,0
image_081_153.jpg,0.770292,0.229708,anormal,0,anormal,0
image_082_9.jpg,0.838084,0.161916,anormal,0,anormal,0
image_083_30.jpg,0.762247,0.237753,anormal,0,anormal,0
image_084_34.jpg,0.697300,0.302700,anormal,0,anormal,0
image_085_61.jpg,0.867317,0.132683,anormal,0,anormal,0
image_086_24.jpg,0.757256,0.242744,anormal,0,anormal,0
image_087_210.jpg,0.926636,0.073364,anormal,0,anormal,0
image_088_175.jpg,0.918699,0.081301,anormal,0,anormal,0
image_089_38.jpg,0.904059,0.095941,anormal,0,anormal,0
image_090_145.jpg,0.933005,0.066995,anormal,0,anormal,0
image_091_223.jpg,0.954308,0.045692,anormal,0,anormal,0
image_092_1.jpg,0.953622,0.046378,anormal,0,anormal,0
image_093_140.jpg,0.838084,0.161916,anormal,0,anormal,0
image_094_150.jpg,0.883839,0.116161,anormal,0,anormal,0
image_095_11.jpg,0.916484,0.083516,anormal,0,anormal,0
image_096_98.jpg,0.913754,0.086246,anormal,0,anormal,0
image_097_176.jpg,0.942612,0.057388,anormal,0,anormal,0
image_098_205.jpg,0.847463,0.152537,anormal,0,anormal,0
image_099_22.jpg,0.755005,0.244995,anormal,0,anormal,0
image_100_196.jpg,0.801159,0.198841,anormal,0,anormal,0
image_101_222.jpg,0.942242,0.057758,anormal,0,anormal,0
image_102_155.jpg,0.814791,0.185209,anormal,0,anormal,0
image_103_204.jpg,0.892656,0.107344,anormal,0,anormal,0
image_104_2.jpg,0.888275,0.111725,anormal,0,anormal,0
image_105_0.jpg,0.936692,0.063308,anormal,0,anormal,0
image_106_141.jpg,0.762159,0.237841,anormal,0,anormal,0
image_107_166.jpg,0.590750,0.409250,anormal,0,anormal,0
image_108_188.jpg,0.888372,0.111628,anormal,0,anormal,0
image_109_76.jpg,0.796451,0.203549,anormal,0,anormal,0
image_110_199.jpg,0.655832,0.344168,anormal,0,anormal,0
image_111_58.jpg,0.851336,0.148664,anormal,0,anormal,0
image_112_111.jpg,0.648967,0.351033,anormal,0,anormal,0
image_113_224.jpg,0.647464,0.352536,anormal,0,anormal,0
image_114_57.jpg,0.916857,0.083143,anormal,0,anormal,0
image_115_121.jpg,0.617772,0.382228,anormal,0,anormal,0
image_116_69.jpg,0.878939,0.121061,anormal,0,anormal,0
image_117_211.jpg,0.650523,0.349477,anormal,0,anormal,0
image_118_101.jpg,0.696681,0.303319,anormal,0,anormal,0
image_119_194.jpg,0.648355,0.351645,anormal,0,anormal,0
image_120_17.jpg,0.888178,0.111822,anormal,0,anormal,0
image_121_189.jpg,0.896160,0.103839,anormal,0,anormal,0
image_122_6.jpg,0.670393,0.329607,anormal,0,anormal,0
image_123_35.jpg,0.880283,0.119717,anormal,0,anormal,0
image_124_126.jpg,0.792143,0.207857,anormal,0,anormal,0
image_125_183.jpg,0.501129,0.498871,anormal,0,anormal,0
image_126_177.jpg,0.649690,0.350310,anormal,0,anormal,0
image_127_43.jpg,0.870432,0.129568,anormal,0,anormal,0
image_128_60.jpg,0.767951,0.232049,anormal,0,anormal,0
image_129_156.jpg,0.953232,0.046768,anormal,0,anormal,0
image_130_104.jpg,0.515962,0.484038,anormal,0,anormal,0
image_131_131.jpg,0.912981,0.087019,anormal,0,anormal,0
image_132_52.jpg,0.876158,0.123842,anormal,0,anormal,0
image_133_75.jpg,0.909103,0.090897,anormal,0,anormal,0
image_134_97.jpg,0.904397,0.095602,anormal,0,anormal,0
image_135_90.jpg,0.880695,0.119305,anormal,0,anormal,0
image_136_128.jpg,0.564759,0.435241,anormal,0,anormal,0
image_137_87.jpg,0.879820,0.120180,anormal,0,anormal,0
image_138_19.jpg,0.487292,0.512708,cglaucoma,1,anormal,0
image_139_167.jpg,0.799442,0.200558,anormal,0,anormal,0
image_140_27.jpg,0.905239,0.094761,anormal,0,anormal,0
image_141_18.jpg,0.922132,0.077868,anormal,0,anormal,0
image_142_159.jpg,0.810854,0.189146,anormal,0,anormal,0
image_143_107.jpg,0.792143,0.207857,anormal,0,anormal,0
image_144_180.jpg,0.814053,0.185947,anormal,0,anormal,0
image_145_78.jpg,0.775690,0.224310,anormal,0,anormal,0
image_146_85.jpg,0.904397,0.095602,anormal,0,anormal,0
image_147_193.jpg,0.931898,0.068102,anormal,0,anormal,0
image_148_216.jpg,0.893030,0.106970,anormal,0,anormal,0
image_149_134.jpg,0.918334,0.081666,anormal,0,anormal,0
image_150_198.jpg,0.916559,0.083441,anormal,0,anormal,0
image_151_31.jpg,0.816480,0.183520,anormal,0,anormal,0
image_152_169.jpg,0.930458,0.069542,anormal,0,anormal,0
image_153_213.jpg,0.775095,0.224906,anormal,0,anormal,0
image_154_23.jpg,0.915959,0.084041,anormal,0,anormal,0
image_155_151.jpg,0.646516,0.353484,anormal,0,anormal,0
image_156_72.jpg,0.718545,0.281455,anormal,0,anormal,0
image_157_115.jpg,0.938913,0.061087,anormal,0,anormal,0
image_158_191.jpg,0.933794,0.066206,anormal,0,anormal,0
image_159_162.jpg,0.818229,0.181771,anormal,0,anormal,0
image_160_124.jpg,0.950365,0.049635,anormal,0,anormal,0
image_161_62.jpg,0.701202,0.298798,anormal,0,anormal,0
image_162_48.jpg,0.558101,0.441899,anormal,0,anormal,0
image_163_206.jpg,0.537512,0.462488,anormal,0,anormal,0
image_164_215.jpg,0.572663,0.427337,anormal,0,anormal,0
image_165_77.jpg,0.935287,0.064713,anormal,0,anormal,0
image_166_129.jpg,0.926503,0.073497,anormal,0,anormal,0
image_167_138.jpg,0.470098,0.529902,cglaucoma,1,anormal,0
image_168_113.jpg,0.865281,0.134719,anormal,0,anormal,0
image_169_119.jpg,0.958538,0.041462,anormal,0,anormal,0
image_170_133.jpg,0.909907,0.090093,anormal,0,anormal,0
image_171_203.jpg,0.699819,0.300181,anormal,0,anormal,0
image_172_137.jpg,0.667798,0.332202,anormal,0,anormal,0
image_173_83.jpg,0.757884,0.242116,anormal,0,anormal,0
image_174_123.jpg,0.850841,0.149159,anormal,0,anormal,0
image_175_91.jpg,0.549350,0.450650,anormal,0,anormal,0
image_176_161.jpg,0.875095,0.124905,anormal,0,anormal,0
image_177_112.jpg,0.881360,0.118640,anormal,0,anormal,0
image_178_46.jpg,0.768560,0.231440,anormal,0,anormal,0
image_179_84.jpg,0.655832,0.344168,anormal,0,anormal,0
image_180_53.jpg,0.591428,0.408572,anormal,0,anormal,0
image_181_207.jpg,0.462898,0.537102,cglaucoma,1,anormal,0
image_182_171.jpg,0.689096,0.310904,anormal,0,anormal,0
image_183_40.jpg,0.815159,0.184841,anormal,0,anormal,0
image_184_197.jpg,0.709724,0.290276,anormal,0,anormal,0
image_185_185.jpg,0.818229,0.181771,anormal,0,anormal,0
image_186_114.jpg,0.792946,0.207054,anormal,0,anormal,0
image_187_100.jpg,0.934813,0.065187,anormal,0,anormal,0
image_188_192.jpg,0.906322,0.093678,anormal,0,anormal,0
image_189_149.jpg,0.731490,0.268510,anormal,0,anormal,0
image_190_7.jpg,0.559365,0.440635,anormal,0,anormal,0
image_191_8.jpg,0.645288,0.354712,anormal,0,anormal,0
image_192_68.jpg,0.848219,0.151781,anormal,0,anormal,0
image_193_51.jpg,0.917154,0.082846,anormal,0,anormal,0
image_194_88.jpg,0.866246,0.133754,anormal,0,anormal,0
image_195_106.jpg,0.866585,0.133415,anormal,0,anormal,0
image_196_80.jpg,0.811601,0.188399,anormal,0,anormal,0
image_197_28.jpg,0.867542,0.132458,anormal,0,anormal,0
image_198_66.jpg,0.835013,0.164987,anormal,0,anormal,0
image_199_94.jpg,0.895979,0.104021,anormal,0,anormal,0
image_200_45.jpg,0.918553,0.081447,anormal,0,anormal,0
image_201_81.jpg,0.913213,0.086787,anormal,0,anormal,0
image_202_14.jpg,0.794704,0.205296,anormal,0,anormal,0
image_203_181.jpg,0.894052,0.105948,anormal,0,anormal,0
image_204_208.jpg,0.855610,0.144390,anormal,0,anormal,0
image_205_29.jpg,0.688311,0.311689,anormal,0,anormal,0
image_206_186.jpg,0.887692,0.112308,anormal,0,anormal,0
image_207_221.jpg,0.756537,0.243463,anormal,0,anormal,0
image_208_20.jpg,0.930774,0.069226,anormal,0,anormal,0
image_209_42.jpg,0.864024,0.135976,anormal,0,anormal,0
image_210_73.jpg,0.591428,0.408572,anormal,0,anormal,0
image_211_152.jpg,0.462898,0.537102,cglaucoma,1,anormal,0
image_212_47.jpg,0.905239,0.094761,anormal,0,anormal,0
image_213_144.jpg,0.922412,0.077588,anormal,0,anormal,0
image_214_89.jpg,0.887644,0.112356,anormal,0,anormal,0
image_215_147.jpg,0.456122,0.543878,cglaucoma,1,anormal,0
image_216_74.jpg,0.747063,0.252937,anormal,0,anormal,0
image_217_117.jpg,0.733881,0.266119,anormal,0,anormal,0
image_218_122.jpg,0.590100,0.409900,anormal,0,anormal,0
image_219_21.jpg,0.811303,0.188697,anormal,0,anormal,0
image_220_86.jpg,0.927692,0.072308,anormal,0,anormal,0
image_221_132.jpg,0.754282,0.245718,anormal,0,anormal,0
image_222_174.jpg,0.833053,0.166947,anormal,0,anormal,0
image_223_172.jpg,0.787768,0.212232,anormal,0,anormal,0
image_224_165.jpg,0.668664,0.331336,anormal,0,anormal,0
image_225_148.jpg,0.633410,0.366590,anormal,0,anormal,0
image_001_250.jpg,0.833528,0.166472,anormal,0,cglaucoma,1
image_002_252.jpg,0.591900,0.408100,anormal,0,cglaucoma,1
image_003_234.jpg,0.421998,0.578002,cglaucoma,1,cglaucoma,1
image_004_238.jpg,0.651521,0.348479,anormal,0,cglaucoma,1
image_005_228.jpg,0.451485,0.548515,cglaucoma,1,cglaucoma,1
image_006_225.jpg,0.472368,0.527632,cglaucoma,1,cglaucoma,1
image_007_226.jpg,0.551528,0.448472,anormal,0,cglaucoma,1
image_008_245.jpg,0.921499,0.078501,anormal,0,cglaucoma,1
image_009_247.jpg,0.663451,0.336549,anormal,0,cglaucoma,1
image_010_232.jpg,0.663451,0.336549,anormal,0,cglaucoma,1
image_011_254.jpg,0.792304,0.207696,anormal,0,cglaucoma,1
image_012_236.jpg,0.826642,0.173358,anormal,0,cglaucoma,1
image_013_239.jpg,0.757346,0.242654,anormal,0,cglaucoma,1
image_014_237.jpg,0.928603,0.071397,anormal,0,cglaucoma,1
image_015_253.jpg,0.403097,0.596903,cglaucoma,1,cglaucoma,1
image_016_240.jpg,0.764012,0.235988,anormal,0,cglaucoma,1
image_017_241.jpg,0.698175,0.301825,anormal,0,cglaucoma,1
image_018_246.jpg,0.767341,0.232659,anormal,0,cglaucoma,1
image_019_249.jpg,0.521087,0.478913,anormal,0,cglaucoma,1
image_020_227.jpg,0.896160,0.103839,anormal,0,cglaucoma,1
image_021_229.jpg,0.615608,0.384392,anormal,0,cglaucoma,1
image_022_235.jpg,0.536548,0.463452,anormal,0,cglaucoma,1
image_023_244.jpg,0.767341,0.232659,anormal,0,cglaucoma,1
image_024_251.jpg,0.931960,0.068040,anormal,0,cglaucoma,1
image_025_243.jpg,0.615608,0.384392,anormal,0,cglaucoma,1
image_026_248.jpg,0.423860,0.576140,cglaucoma,1,cglaucoma,1
image_027_230.jpg,0.840848,0.159152,anormal,0,cglaucoma,1
image_028_242.jpg,0.411377,0.588623,cglaucoma,1,cglaucoma,1
image_029_255.jpg,0.738339,0.261661,anormal,0,cglaucoma,1
image_030_256.jpg,0.392424,0.607576,cglaucoma,1,cglaucoma,1
image_031_233.jpg,0.510893,0.489107,anormal,0,cglaucoma,1
image_032_231.jpg,0.404581,0.595419,cglaucoma,1,cglaucoma,1
