filenames,true_label,predicted_label,true_class,predicted_class,prob_anormal,prob_cglaucoma
image_071_154.jpg,0,0,anormal,anormal,0.7783732,0.22162682
image_072_102.jpg,0,0,anormal,anormal,0.7846762,0.21532387
image_073_179.jpg,0,0,anormal,anormal,0.77350634,0.22649366
image_074_37.jpg,0,0,anormal,anormal,0.77860004,0.22139996
image_075_195.jpg,0,0,anormal,anormal,0.7474233,0.25257668
image_076_33.jpg,0,0,anormal,anormal,0.7767678,0.22323221
image_077_201.jpg,0,0,anormal,anormal,0.7938394,0.20616059
image_078_67.jpg,0,0,anormal,anormal,0.8139691,0.18603094
image_079_15.jpg,0,0,anormal,anormal,0.8130304,0.18696962
image_080_157.jpg,0,0,anormal,anormal,0.7911435,0.20885654
image_081_153.jpg,0,0,anormal,anormal,0.7855408,0.21445917
image_082_9.jpg,0,0,anormal,anormal,0.79197836,0.20802166
image_083_30.jpg,0,0,anormal,anormal,0.7719461,0.228054
image_084_34.jpg,0,0,anormal,anormal,0.7932871,0.20671296
image_085_61.jpg,0,0,anormal,anormal,0.7876337,0.21236627
image_086_24.jpg,0,0,anormal,anormal,0.7915445,0.20845556
image_087_210.jpg,0,0,anormal,anormal,0.7809268,0.21907322
image_088_175.jpg,0,0,anormal,anormal,0.81303,0.18697001
image_089_38.jpg,0,0,anormal,anormal,0.773206,0.22679402
image_090_145.jpg,0,0,anormal,anormal,0.79355866,0.20644133
image_091_223.jpg,0,0,anormal,anormal,0.77971417,0.22028585
image_092_1.jpg,0,0,anormal,anormal,0.7825772,0.21742283
image_093_140.jpg,0,0,anormal,anormal,0.79197836,0.20802166
image_094_150.jpg,0,0,anormal,anormal,0.8007867,0.1992133
image_095_11.jpg,0,0,anormal,anormal,0.7863536,0.21364644
image_096_98.jpg,0,0,anormal,anormal,0.7907857,0.20921429
image_097_176.jpg,0,0,anormal,anormal,0.777837,0.22216298
image_098_205.jpg,0,0,anormal,anormal,0.7776971,0.2223029
image_099_22.jpg,0,0,anormal,anormal,0.7794212,0.22057875
image_100_196.jpg,0,0,anormal,anormal,0.7868477,0.21315224
image_101_222.jpg,0,0,anormal,anormal,0.7713549,0.22864515
image_102_155.jpg,0,0,anormal,anormal,0.76591605,0.23408392
image_103_204.jpg,0,0,anormal,anormal,0.76837575,0.23162426
image_104_2.jpg,0,0,anormal,anormal,0.7926585,0.20734148
image_105_0.jpg,0,0,anormal,anormal,0.7778917,0.22210827
image_106_141.jpg,0,0,anormal,anormal,0.7921441,0.20785585
image_107_166.jpg,0,0,anormal,anormal,0.7843625,0.21563749
image_108_188.jpg,0,0,anormal,anormal,0.7820848,0.21791518
image_109_76.jpg,0,0,anormal,anormal,0.77268136,0.22731864
image_110_199.jpg,0,0,anormal,anormal,0.7558477,0.2441523
image_111_58.jpg,0,0,anormal,anormal,0.7808331,0.21916692
image_112_111.jpg,0,0,anormal,anormal,0.75528497,0.24471503
image_113_224.jpg,0,0,anormal,anormal,0.7897747,0.21022533
image_114_57.jpg,0,0,anormal,anormal,0.78209233,0.21790771
image_115_121.jpg,0,0,anormal,anormal,0.7771297,0.22287029
image_116_69.jpg,0,0,anormal,anormal,0.76690924,0.23309073
image_117_211.jpg,0,0,anormal,anormal,0.7529263,0.2470737
image_118_101.jpg,0,0,anormal,anormal,0.7683652,0.23163481
image_119_194.jpg,0,0,anormal,anormal,0.7899571,0.21004297
image_120_17.jpg,0,0,anormal,anormal,0.77902085,0.22097914
image_121_189.jpg,0,0,anormal,anormal,0.8005778,0.19942218
image_122_6.jpg,0,0,anormal,anormal,0.7937385,0.20626149
image_123_35.jpg,0,0,anormal,anormal,0.7797887,0.22021127
image_124_126.jpg,0,0,anormal,anormal,0.7786127,0.22138736
image_125_183.jpg,0,0,anormal,anormal,0.7640378,0.23596214
image_126_177.jpg,0,0,anormal,anormal,0.7688029,0.23119713
image_127_43.jpg,0,0,anormal,anormal,0.77589834,0.22410162
image_128_60.jpg,0,0,anormal,anormal,0.79888886,0.20111108
image_129_156.jpg,0,0,anormal,anormal,0.77988476,0.22011527
image_130_104.jpg,0,0,anormal,anormal,0.7901717,0.20982836
image_131_131.jpg,0,0,anormal,anormal,0.7932503,0.20674965
image_132_52.jpg,0,0,anormal,anormal,0.7891254,0.21087457
image_133_75.jpg,0,0,anormal,anormal,0.7981002,0.20189986
image_134_97.jpg,0,0,anormal,anormal,0.78950584,0.21049413
image_135_90.jpg,0,0,anormal,anormal,0.801892,0.19810805
image_136_128.jpg,0,0,anormal,anormal,0.78458846,0.21541159
image_137_87.jpg,0,0,anormal,anormal,0.76986015,0.23013987
image_138_19.jpg,0,0,anormal,anormal,0.7778049,0.22219509
image_139_167.jpg,0,0,anormal,anormal,0.77458197,0.22541805
image_140_27.jpg,0,0,anormal,anormal,0.77127326,0.2287267
image_141_18.jpg,0,0,anormal,anormal,0.76060194,0.23939806
image_142_159.jpg,0,0,anormal,anormal,0.77091575,0.22908427
image_143_107.jpg,0,0,anormal,anormal,0.7810206,0.21897936
image_144_180.jpg,0,0,anormal,anormal,0.76812947,0.23187056
image_145_78.jpg,0,0,anormal,anormal,0.7824659,0.21753412
image_146_85.jpg,0,0,anormal,anormal,0.7690243,0.23097566
image_147_193.jpg,0,0,anormal,anormal,0.7847415,0.21525852
image_148_216.jpg,0,0,anormal,anormal,0.7809708,0.21902923
image_149_134.jpg,0,0,anormal,anormal,0.77188915,0.22811085
image_150_198.jpg,0,0,anormal,anormal,0.77609885,0.22390117
image_151_31.jpg,0,0,anormal,anormal,0.7790496,0.22095042
image_152_169.jpg,0,0,anormal,anormal,0.7627867,0.23721331
image_153_213.jpg,0,0,anormal,anormal,0.7683086,0.23169143
image_154_23.jpg,0,0,anormal,anormal,0.7638349,0.2361651
image_155_151.jpg,0,0,anormal,anormal,0.7891798,0.21082023
image_156_72.jpg,0,0,anormal,anormal,0.7819484,0.21805161
image_157_115.jpg,0,0,anormal,anormal,0.7685022,0.23149781
image_158_191.jpg,0,0,anormal,anormal,0.7624725,0.23752753
image_159_162.jpg,0,0,anormal,anormal,0.7949429,0.20505707
image_160_124.jpg,0,0,anormal,anormal,0.7879335,0.21206655
image_161_62.jpg,0,0,anormal,anormal,0.7702293,0.22977073
image_162_48.jpg,0,0,anormal,anormal,0.7848351,0.21516491
image_163_206.jpg,0,0,anormal,anormal,0.76779467,0.23220535
image_164_215.jpg,0,0,anormal,anormal,0.7665507,0.23344935
image_165_77.jpg,0,0,anormal,anormal,0.7980163,0.20198369
image_166_129.jpg,0,0,anormal,anormal,0.7941419,0.20585808
image_167_138.jpg,0,0,anormal,anormal,0.7913424,0.20865762
image_168_113.jpg,0,0,anormal,anormal,0.7881953,0.2118047
image_169_119.jpg,0,0,anormal,anormal,0.78329766,0.21670231
image_170_133.jpg,0,0,anormal,anormal,0.76646996,0.23353009
image_171_203.jpg,0,0,anormal,anormal,0.7722481,0.22775188
image_172_137.jpg,0,0,anormal,anormal,0.76499504,0.23500498
image_173_83.jpg,0,0,anormal,anormal,0.8048961,0.19510393
image_174_123.jpg,0,0,anormal,anormal,0.7863918,0.21360816
image_175_91.jpg,0,0,anormal,anormal,0.78572094,0.21427903
image_176_161.jpg,0,0,anormal,anormal,0.78380114,0.21619892
image_177_112.jpg,0,0,anormal,anormal,0.7943344,0.20566559
image_178_46.jpg,0,0,anormal,anormal,0.7736025,0.22639756
image_179_84.jpg,0,0,anormal,anormal,0.7738882,0.22611186
image_180_53.jpg,0,0,anormal,anormal,0.7906204,0.20937961
image_181_207.jpg,0,0,anormal,anormal,0.79244006,0.20755997
image_182_171.jpg,0,0,anormal,anormal,0.78198266,0.2180173
image_183_40.jpg,0,0,anormal,anormal,0.7849888,0.2150112
image_184_197.jpg,0,0,anormal,anormal,0.7752113,0.22478868
image_185_185.jpg,0,0,anormal,anormal,0.76839936,0.2316007
image_186_114.jpg,0,0,anormal,anormal,0.77034205,0.22965795
image_187_100.jpg,0,0,anormal,anormal,0.80085367,0.19914635
image_188_192.jpg,0,0,anormal,anormal,0.7768813,0.22311871
image_189_149.jpg,0,0,anormal,anormal,0.76647633,0.23352371
image_190_7.jpg,0,0,anormal,anormal,0.77603114,0.2239689
image_191_8.jpg,0,0,anormal,anormal,0.75297445,0.24702562
image_192_68.jpg,0,0,anormal,anormal,0.787244,0.21275596
image_193_51.jpg,0,0,anormal,anormal,0.7981211,0.20187889
image_194_88.jpg,0,0,anormal,anormal,0.7900855,0.20991445
image_195_106.jpg,0,0,anormal,anormal,0.7950005,0.20499954
image_196_80.jpg,0,0,anormal,anormal,0.77837753,0.22162245
image_197_28.jpg,0,0,anormal,anormal,0.78527087,0.21472912
image_198_66.jpg,0,0,anormal,anormal,0.7765968,0.22340323
image_199_94.jpg,0,0,anormal,anormal,0.79573023,0.20426977
image_200_45.jpg,0,0,anormal,anormal,0.77604645,0.22395355
image_201_81.jpg,0,0,anormal,anormal,0.7736159,0.22638406
image_202_14.jpg,0,0,anormal,anormal,0.7827983,0.21720175
image_203_181.jpg,0,0,anormal,anormal,0.76920617,0.23079382
image_204_208.jpg,0,0,anormal,anormal,0.78102976,0.21897021
image_205_29.jpg,0,0,anormal,anormal,0.7927733,0.20722666
image_206_186.jpg,0,0,anormal,anormal,0.75737613,0.24262384
image_207_221.jpg,0,0,anormal,anormal,0.7608038,0.23919615
image_208_20.jpg,0,0,anormal,anormal,0.7881397,0.21186033
image_209_42.jpg,0,0,anormal,anormal,0.796998,0.20300202
image_210_73.jpg,0,0,anormal,anormal,0.7906204,0.20937961
image_211_152.jpg,0,0,anormal,anormal,0.79244006,0.20755997
image_212_47.jpg,0,0,anormal,anormal,0.782587,0.21741298
image_213_144.jpg,0,0,anormal,anormal,0.7956222,0.20437782
image_214_89.jpg,0,0,anormal,anormal,0.7826845,0.2173155
image_215_147.jpg,0,0,anormal,anormal,0.756851,0.24314898
image_216_74.jpg,0,0,anormal,anormal,0.7987492,0.20125084
image_217_117.jpg,0,0,anormal,anormal,0.80354154,0.19645846
image_218_122.jpg,0,0,anormal,anormal,0.7875011,0.21249889
image_219_21.jpg,0,0,anormal,anormal,0.7749311,0.22506894
image_220_86.jpg,0,0,anormal,anormal,0.784029,0.21597098
image_221_132.jpg,0,0,anormal,anormal,0.7802131,0.21978688
image_222_174.jpg,0,0,anormal,anormal,0.7654228,0.23457716
image_223_172.jpg,0,0,anormal,anormal,0.76799035,0.2320096
image_224_165.jpg,0,0,anormal,anormal,0.77394164,0.22605833
image_225_148.jpg,0,0,anormal,anormal,0.7489404,0.25105962
image_001_250.jpg,1,0,cglaucoma,anormal,0.7797897,0.22021025
image_002_252.jpg,1,0,cglaucoma,anormal,0.7656159,0.23438412
image_003_234.jpg,1,0,cglaucoma,anormal,0.7752789,0.22472101
image_004_238.jpg,1,0,cglaucoma,anormal,0.76482666,0.23517334
image_005_228.jpg,1,0,cglaucoma,anormal,0.769308,0.23069204
image_006_225.jpg,1,0,cglaucoma,anormal,0.7653376,0.23466247
image_007_226.jpg,1,0,cglaucoma,anormal,0.77705264,0.22294731
image_008_245.jpg,1,0,cglaucoma,anormal,0.7909397,0.20906034
image_009_247.jpg,1,0,cglaucoma,anormal,0.79258794,0.2074121
image_010_232.jpg,1,0,cglaucoma,anormal,0.7926977,0.20730232
image_011_254.jpg,1,0,cglaucoma,anormal,0.77032334,0.22967662
image_012_236.jpg,1,0,cglaucoma,anormal,0.785567,0.21443301
image_013_239.jpg,1,0,cglaucoma,anormal,0.75570935,0.24429063
image_014_237.jpg,1,0,cglaucoma,anormal,0.76523185,0.23476812
image_015_253.jpg,1,0,cglaucoma,anormal,0.79251385,0.20748611
image_016_240.jpg,1,0,cglaucoma,anormal,0.78697807,0.2130219
image_017_241.jpg,1,0,cglaucoma,anormal,0.7803759,0.2196241
image_018_246.jpg,1,0,cglaucoma,anormal,0.7878985,0.21210147
image_019_249.jpg,1,0,cglaucoma,anormal,0.78154445,0.21845555
image_020_227.jpg,1,0,cglaucoma,anormal,0.8024917,0.19750828
image_021_229.jpg,1,0,cglaucoma,anormal,0.7732059,0.22679412
image_022_235.jpg,1,0,cglaucoma,anormal,0.7704289,0.22957106
image_023_244.jpg,1,0,cglaucoma,anormal,0.7878985,0.21210147
image_024_251.jpg,1,0,cglaucoma,anormal,0.8020324,0.1979676
image_025_243.jpg,1,0,cglaucoma,anormal,0.77325296,0.226747
image_026_248.jpg,1,0,cglaucoma,anormal,0.78393495,0.21606503
image_027_230.jpg,1,0,cglaucoma,anormal,0.779192,0.22080801
image_028_242.jpg,1,0,cglaucoma,anormal,0.7882101,0.21178988
image_029_255.jpg,1,0,cglaucoma,anormal,0.78188914,0.21811084
image_030_256.jpg,1,0,cglaucoma,anormal,0.77048105,0.22951889
image_031_233.jpg,1,0,cglaucoma,anormal,0.7786424,0.22135758
image_032_231.jpg,1,0,cglaucoma,anormal,0.7735106,0.2264894
