filenames,true_label,predicted_label,true_class,predicted_class,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
20051110_37992_0400_PP_1043.png,0,0,anodr,anodr,0.91250515,0.022973085,0.020266023,0.022226669,0.022029072
20051110_38111_0400_PP_429.png,0,0,anodr,anodr,0.91062444,0.024850482,0.022165358,0.021026244,0.021333376
20051110_38156_0400_PP_477.png,0,0,anodr,anodr,0.9104732,0.025448168,0.021700066,0.02100332,0.021375151
20051110_38280_0400_PP_83.png,0,0,anodr,anodr,0.91946435,0.019956572,0.018633697,0.020523489,0.021421973
20051110_38313_0400_PP_1041.png,0,0,anodr,anodr,0.92177594,0.017427975,0.019530531,0.020250633,0.021014923
20051110_38352_0400_PP_934.png,0,0,anodr,anodr,0.92726886,0.015397319,0.018029088,0.018965337,0.02033946
20051110_38472_0400_PP_1127.png,0,0,anodr,anodr,0.9077915,0.028225513,0.024401939,0.018849514,0.020731587
20051110_38507_0400_PP_1190.png,0,0,anodr,anodr,0.9154617,0.023166941,0.021200597,0.01979129,0.0203796
20051116_43388_0400_PP_344.png,0,0,anodr,anodr,0.9145697,0.026072755,0.020444697,0.01954564,0.019367127
20051116_43585_0400_PP_950.png,0,0,anodr,anodr,0.9107613,0.02460937,0.023081878,0.020295553,0.021251827
20051116_43710_0400_PP_95.png,0,0,anodr,anodr,0.92478883,0.018076163,0.01857899,0.019015718,0.019540284
20051116_43721_0400_PP_363.png,0,0,anodr,anodr,0.9103347,0.020497583,0.025265165,0.020439735,0.023462778
20051116_43785_0400_PP_445.png,0,0,anodr,anodr,0.9189365,0.019660058,0.020549612,0.019851796,0.021002086
20051116_43801_0400_PP_325.png,0,0,anodr,anodr,0.9162632,0.021950893,0.020747341,0.020526718,0.020511705
20051116_44648_0400_PP_1036.png,0,0,anodr,anodr,0.9201714,0.021132967,0.019434454,0.01979237,0.01946881
20051117_37042_0400_PP_1119.png,0,0,anodr,anodr,0.91566056,0.021795895,0.023643387,0.018346073,0.020554105
20051117_37051_0400_PP_1136.png,0,0,anodr,anodr,0.9178224,0.019853737,0.022647848,0.018426701,0.02124935
20051117_37078_0400_PP_559.png,0,0,anodr,anodr,0.9174948,0.018628584,0.022354705,0.020456297,0.021065583
20051117_37100_0400_PP_1083.png,0,0,anodr,anodr,0.8725562,0.018227922,0.043687597,0.0304918,0.035036493
20051117_37130_0400_PP_938.png,0,0,anodr,anodr,0.9145554,0.02192291,0.021595182,0.020808833,0.021117728
20051117_37155_0400_PP_84.png,0,0,anodr,anodr,0.9159255,0.019641792,0.021682553,0.020597395,0.022152813
20051117_37185_0400_PP_404.png,0,0,anodr,anodr,0.9203645,0.021992834,0.017858606,0.020298492,0.019485515
20051117_37321_0400_PP_947.png,0,0,anodr,anodr,0.9090321,0.02372174,0.023988253,0.0209324,0.02232562
20051130_53586_0400_PP_1121.png,0,0,anodr,anodr,0.91074026,0.025121959,0.021236064,0.021115154,0.021786597
20051130_53623_0400_PP_894.png,0,0,anodr,anodr,0.9235941,0.01883154,0.019462394,0.018978352,0.019133557
20051130_53663_0400_PP_510.png,0,0,anodr,anodr,0.9249687,0.016604556,0.021819772,0.018018696,0.0185882
20051130_53991_0400_PP_277.png,0,0,anodr,anodr,0.91668665,0.024578553,0.020699844,0.018887974,0.019147005
20051130_54030_0400_PP_946.png,0,0,anodr,anodr,0.91856176,0.0222971,0.019630099,0.019756382,0.019754706
20051130_54077_0400_PP_1117.png,0,0,anodr,anodr,0.9155816,0.023329329,0.020128798,0.02026974,0.020690594
20051130_54121_0400_PP_1281.png,0,0,anodr,anodr,0.9091123,0.023211822,0.023651522,0.020585343,0.0234389
20051130_54257_0400_PP_506.png,0,0,anodr,anodr,0.90739685,0.025436658,0.02630285,0.0194119,0.02145172
20051130_54301_0400_PP_93.png,0,0,anodr,anodr,0.9134598,0.024870345,0.0218697,0.01983565,0.019964525
20051130_54323_0400_PP_978.png,0,0,anodr,anodr,0.9097804,0.02779066,0.022637015,0.01942445,0.020367535
20051130_54476_0400_PP_394.png,0,0,anodr,anodr,0.9204761,0.020042656,0.018222142,0.020857664,0.020401545
20051130_54498_0400_PP_1217.png,0,0,anodr,anodr,0.91698587,0.021112787,0.01908199,0.0214229,0.021396572
20051130_54595_0400_PP_940.png,0,0,anodr,anodr,0.87187135,0.054222938,0.036332373,0.015703175,0.02187016
20051130_54802_0400_PP_550.png,0,0,anodr,anodr,0.9131899,0.022954639,0.020566348,0.02162578,0.021663317
20051130_54846_0400_PP_289.png,0,0,anodr,anodr,0.916046,0.022455856,0.020405272,0.020274095,0.02081874
20051130_54943_0400_PP_1044.png,0,0,anodr,anodr,0.9187873,0.018048262,0.0212263,0.020467814,0.02147037
20051130_54956_0400_PP_875.png,0,0,anodr,anodr,0.9207657,0.017901594,0.019737896,0.020635622,0.020959312
20051130_55004_0400_PP_1259.png,0,0,anodr,anodr,0.9132042,0.023065576,0.022499084,0.02016937,0.021061793
20051130_55012_0400_PP_865.png,0,0,anodr,anodr,0.9067802,0.026315568,0.024391023,0.020825872,0.021687265
20051130_55037_0400_PP_443.png,0,0,anodr,anodr,0.9207964,0.019611917,0.018816123,0.019968139,0.020807384
20051130_55048_0400_PP_921.png,0,0,anodr,anodr,0.91935444,0.019824939,0.019987416,0.020406652,0.02042664
20051130_55074_0400_PP_986.png,0,0,anodr,anodr,0.9102344,0.020114088,0.025464084,0.02053946,0.02364804
20051130_55086_0400_PP_1152.png,0,0,anodr,anodr,0.9080654,0.024670644,0.024151478,0.021576554,0.021535957
20051130_55107_0400_PP_316.png,0,0,anodr,anodr,0.9206758,0.020207487,0.019512825,0.019287024,0.020316806
20051130_55160_0400_PP_1182.png,0,0,anodr,anodr,0.71896946,0.07158848,0.15045685,0.022336267,0.036648907
20051130_55269_0400_PP_820.png,0,0,anodr,anodr,0.89730734,0.030225392,0.029205423,0.020541715,0.022720043
20051130_55311_0400_PP_896.png,0,0,anodr,anodr,0.91163915,0.023970168,0.020724703,0.021387577,0.022278477
20051130_55323_0400_PP_883.png,0,0,anodr,anodr,0.91571873,0.021007955,0.020354433,0.021064267,0.021854734
20051130_55381_0400_PP_504.png,0,0,anodr,anodr,0.91963106,0.020341668,0.018209867,0.020906312,0.020911058
20051130_55393_0400_PP_1251.png,0,0,anodr,anodr,0.92447525,0.017375818,0.017046021,0.020313526,0.020789344
20051130_58716_0400_PP_355.png,0,0,anodr,anodr,0.9304471,0.014897273,0.019143244,0.017637916,0.017874386
20051130_58824_0400_PP_1181.png,0,0,anodr,anodr,0.8841,0.015012973,0.05698179,0.022298595,0.021606747
20051130_58874_0400_PP_1359.png,0,0,anodr,anodr,0.92051154,0.020141209,0.018668983,0.0200231,0.020655176
20051130_58888_0400_PP_284.png,0,0,anodr,anodr,0.90946484,0.019597247,0.02294171,0.021002214,0.026994051
20051130_58962_0400_PP_973.png,0,0,anodr,anodr,0.9155854,0.022827167,0.01941773,0.020854153,0.021315554
20051130_58998_0400_PP_543.png,0,0,anodr,anodr,0.92870617,0.014714366,0.018144088,0.018539416,0.019895999
20051130_59029_0400_PP_270.png,0,0,anodr,anodr,0.9353081,0.012349375,0.019323656,0.016179303,0.016839601
20051130_59186_0400_PP_350.png,0,0,anodr,anodr,0.91919625,0.021347353,0.018494105,0.020584747,0.020377541
20051130_59284_0400_PP_853.png,0,0,anodr,anodr,0.91764534,0.02180289,0.0191883,0.020288236,0.021075202
20051130_59374_0400_PP_410.png,0,0,anodr,anodr,0.91828233,0.021366693,0.020614043,0.019463766,0.020273102
20051130_59404_0400_PP_392.png,0,0,anodr,anodr,0.91716385,0.021171398,0.020687142,0.020132275,0.020845292
20051130_59457_0400_PP_1053.png,0,0,anodr,anodr,0.9190997,0.020353582,0.017823929,0.021780305,0.020942524
20051130_59464_0400_PP_1141.png,0,0,anodr,anodr,0.9209726,0.020238329,0.017703105,0.020753548,0.020332552
20051130_59749_0400_PP_965.png,0,0,anodr,anodr,0.91059244,0.02452332,0.024021043,0.019788664,0.021074498
20051130_59775_0400_PP_1224.png,0,0,anodr,anodr,0.9205604,0.01955497,0.020371066,0.019516638,0.019996967
20051130_59793_0400_PP_926.png,0,0,anodr,anodr,0.91759586,0.022173893,0.021014586,0.019218575,0.019997075
20051130_59802_0400_PP_430.png,0,0,anodr,anodr,0.91357994,0.025279617,0.021171857,0.01978465,0.020183932
20051130_59850_0400_PP_36.png,0,0,anodr,anodr,0.9253336,0.01801882,0.01777999,0.019403102,0.019464538
20051130_59869_0400_PP_520.png,0,0,anodr,anodr,0.92179394,0.019607872,0.018749794,0.019901337,0.019947011
20051130_59964_0400_PP_312.png,0,0,anodr,anodr,0.9072909,0.028562507,0.023549337,0.02018947,0.020407816
20051130_59993_0400_PP_439.png,0,0,anodr,anodr,0.67569274,0.10871271,0.15680462,0.024197822,0.03459214
20051130_60040_0400_PP_1355.png,0,0,anodr,anodr,0.91653603,0.02226453,0.02002165,0.02058191,0.020595882
20051130_60066_0400_PP_1170.png,0,0,anodr,anodr,0.9175554,0.020769026,0.019869454,0.02070536,0.0211008
20051130_60186_0400_PP_1365.png,0,0,anodr,anodr,0.9101202,0.027389461,0.023325281,0.018960787,0.02020424
20051130_60234_0400_PP_453.png,0,0,anodr,anodr,0.9073664,0.027374273,0.024583055,0.0199069,0.020769423
20051130_60448_0400_PP_860.png,0,0,anodr,anodr,0.90813655,0.021823984,0.023708938,0.022175865,0.024154732
20051130_60490_0400_PP_828.png,0,0,anodr,anodr,0.9111799,0.021437299,0.021625603,0.021926023,0.023831284
20051130_60532_0400_PP_1052.png,0,0,anodr,anodr,0.9117298,0.0239478,0.022944001,0.01982371,0.021554746
20051130_60562_0400_PP_121.png,0,0,anodr,anodr,0.91056734,0.023383955,0.021904964,0.02064799,0.02349565
20051130_60601_0400_PP_146.png,0,0,anodr,anodr,0.9171868,0.020975413,0.018958626,0.021461261,0.021417866
20051130_60630_0400_PP_60.png,0,0,anodr,anodr,0.9123416,0.023251059,0.021396378,0.021397822,0.021613112
20051130_60691_0400_PP_939.png,0,0,anodr,anodr,0.90946805,0.02650256,0.021441616,0.021185974,0.021401765
20051130_60715_0400_PP_555.png,0,0,anodr,anodr,0.9048574,0.027507713,0.024416378,0.021476582,0.021742018
20051130_60740_0400_PP_1166.png,0,0,anodr,anodr,0.9041646,0.02943904,0.024299586,0.020264538,0.021832198
20051130_60794_0400_PP_280.png,0,0,anodr,anodr,0.9141078,0.02377625,0.019679654,0.021123368,0.0213129
20051130_60822_0400_PP_980.png,0,0,anodr,anodr,0.9159422,0.023076488,0.020037865,0.020163093,0.020780405
20051201_37312_0400_PP_1333.png,0,0,anodr,anodr,0.9114654,0.027149001,0.023053868,0.018693766,0.019637886
20051201_37337_0400_PP_839.png,0,0,anodr,anodr,0.90858674,0.02867293,0.023534302,0.019409264,0.019796755
20051201_37382_0400_PP_1350.png,0,0,anodr,anodr,0.9190163,0.02226545,0.018899834,0.020042798,0.0197756
20051201_37390_0400_PP_833.png,0,0,anodr,anodr,0.9105145,0.026168035,0.022269933,0.020279031,0.020768538
20051201_37409_0400_PP_1340.png,0,0,anodr,anodr,0.91424525,0.023369253,0.019631146,0.02102008,0.021734226
20051201_37462_0400_PP_357.png,0,0,anodr,anodr,0.9085884,0.027206197,0.022243049,0.020650685,0.02131161
20051201_37534_0400_PP_906.png,0,0,anodr,anodr,0.90945774,0.025042014,0.025427712,0.018586667,0.021485861
20051201_37557_0400_PP_1336.png,0,0,anodr,anodr,0.91232765,0.024977092,0.023704633,0.01861687,0.020373698
20051201_38041_0400_PP_1312.png,0,0,anodr,anodr,0.9168966,0.023013184,0.021355202,0.01855715,0.020177968
20051201_38081_0400_PP_963.png,0,0,anodr,anodr,0.9140391,0.022961289,0.021168746,0.020285713,0.021545159
20051201_38103_0400_PP_81.png,0,0,anodr,anodr,0.91044223,0.02638683,0.023020728,0.019739179,0.020411003
20051201_38137_0400_PP_391.png,0,0,anodr,anodr,0.9113877,0.025933506,0.021101948,0.020043762,0.021533038
20051201_38155_0400_PP_112.png,0,0,anodr,anodr,0.4282301,0.03999303,0.36565858,0.042051062,0.12406716
20051201_38164_0400_PP_881.png,0,2,anodr,cmoderatedr,0.21960258,0.05458691,0.6603031,0.03046775,0.035039697
20051201_38199_0400_PP_1329.png,0,0,anodr,anodr,0.9179993,0.02101168,0.021912292,0.019601496,0.01947523
20051201_38211_0400_PP_1174.png,0,0,anodr,anodr,0.9196901,0.022032864,0.020546703,0.018658515,0.019071927
20051201_38246_0400_PP_1063.png,0,0,anodr,anodr,0.9100762,0.025928276,0.02285138,0.020689646,0.020454507
20051201_38262_0400_PP_335.png,0,0,anodr,anodr,0.9107311,0.025374401,0.0228571,0.020353027,0.020684412
20051201_38280_0400_PP_1103.png,0,0,anodr,anodr,0.92113674,0.019958746,0.018234186,0.020357423,0.020312993
20051201_38291_0400_PP_468.png,0,0,anodr,anodr,0.9205521,0.019075476,0.01871587,0.02062161,0.021035003
20051201_38321_0400_PP_903.png,0,0,anodr,anodr,0.88483703,0.036595903,0.033327248,0.020604463,0.024635315
20051201_38349_0400_PP_892.png,0,0,anodr,anodr,0.90309846,0.027301814,0.025237964,0.021240097,0.023121677
20051201_38466_0400_PP_572.png,0,0,anodr,anodr,0.9119918,0.025509074,0.023507962,0.019523557,0.01946772
20051201_38475_0400_PP_560.png,0,0,anodr,anodr,0.9185232,0.020318907,0.019545062,0.019720145,0.021892782
20051202_37162_0400_PP_29.png,0,0,anodr,anodr,0.8874458,0.02569324,0.041504174,0.01937953,0.025977282
20051202_51599_0400_PP_966.png,0,0,anodr,anodr,0.9187667,0.02130254,0.019264517,0.020224368,0.02044183
20051202_51616_0400_PP_1018.png,0,0,anodr,anodr,0.9137714,0.024159411,0.022781616,0.019183021,0.020104544
20051205_57651_0400_PP_52.png,0,0,anodr,anodr,0.90631014,0.025892306,0.025743216,0.01995063,0.02210371
20051205_57704_0400_PP_1167.png,0,0,anodr,anodr,0.91925216,0.021079147,0.020844696,0.019068738,0.019755207
20051205_57757_0400_PP_1100.png,0,0,anodr,anodr,0.91500163,0.024320068,0.02233876,0.019210344,0.019129086
20051205_57780_0400_PP_1102.png,0,0,anodr,anodr,0.9076143,0.028599128,0.023753276,0.01978327,0.020250043
20051205_57799_0400_PP_868.png,0,0,anodr,anodr,0.8873783,0.030685812,0.03384928,0.020754091,0.027332496
20051205_57809_0400_PP_1228.png,0,0,anodr,anodr,0.9106358,0.025348844,0.022234637,0.020609003,0.021171762
20051205_57838_0400_PP_859.png,0,0,anodr,anodr,0.919628,0.020860858,0.019287787,0.019935027,0.020288331
20051205_57879_0400_PP_1254.png,0,0,anodr,anodr,0.918214,0.022400463,0.019781861,0.019433271,0.02017038
20051205_57942_0400_PP_990.png,0,0,anodr,anodr,0.91560006,0.02129441,0.02100658,0.02068908,0.021409843
20051205_57988_0400_PP_1112.png,0,0,anodr,anodr,0.91672677,0.022993315,0.019171428,0.020712234,0.02039636
20051205_58037_0400_PP_835.png,0,0,anodr,anodr,0.92099404,0.019642811,0.020674735,0.019511791,0.019176645
20051205_58060_0400_PP_376.png,0,0,anodr,anodr,0.91403884,0.020892972,0.023039242,0.020489104,0.021539858
20051205_58080_0400_PP_1034.png,0,0,anodr,anodr,0.9199409,0.02061064,0.020423453,0.019166823,0.019858178
20051205_58091_0400_PP_292.png,0,0,anodr,anodr,0.9131972,0.020955991,0.024170518,0.019347962,0.02232823
20051205_58109_0400_PP_1311.png,0,0,anodr,anodr,0.9148706,0.02221602,0.021388061,0.020494245,0.021030989
20051205_58125_0400_PP_46.png,0,0,anodr,anodr,0.91692275,0.021426447,0.02090453,0.019546624,0.021199726
20051205_58150_0400_PP_393.png,0,0,anodr,anodr,0.9225075,0.019429192,0.018201075,0.02025338,0.019608874
20051205_58177_0400_PP_503.png,0,0,anodr,anodr,0.9215799,0.019245189,0.019143572,0.019540709,0.020490585
20051205_58354_0400_PP_1282.png,0,0,anodr,anodr,0.9158428,0.023713788,0.020160044,0.019857848,0.020425435
20051205_58373_0400_PP_55.png,0,0,anodr,anodr,0.9124292,0.025844455,0.02218853,0.01905267,0.02048514
20051205_58409_0400_PP_985.png,0,0,anodr,anodr,0.9104129,0.025991987,0.024201171,0.019647475,0.019746514
20051205_58431_0400_PP_493.png,0,0,anodr,anodr,0.90218705,0.031455938,0.02394365,0.021368127,0.021045325
20051205_58458_0400_PP_309.png,0,0,anodr,anodr,0.9151182,0.024437962,0.020707062,0.019739032,0.019997714
20051205_58502_0400_PP_482.png,0,0,anodr,anodr,0.9180634,0.021810586,0.02124522,0.019200291,0.019680504
20051205_58613_0400_PP_843.png,0,0,anodr,anodr,0.91836023,0.02103269,0.020956835,0.019702548,0.0199477
20051205_59240_0400_PP_301.png,0,0,anodr,anodr,0.9114665,0.027255202,0.021830164,0.01983277,0.019615423
20051205_59337_0400_PP_945.png,0,0,anodr,anodr,0.91860217,0.021007424,0.019188065,0.020563649,0.02063872
20051205_59351_0400_PP_332.png,0,0,anodr,anodr,0.9175283,0.02327023,0.01875469,0.021004338,0.019442486
20051205_59367_0400_PP_816.png,0,0,anodr,anodr,0.9049022,0.026229512,0.029111719,0.01904801,0.020708527
20051205_59379_0400_PP_842.png,0,0,anodr,anodr,0.92373985,0.018104354,0.0175427,0.020164875,0.020448232
20051205_59510_0400_PP_329.png,0,0,anodr,anodr,0.9175555,0.02328845,0.019647742,0.019593434,0.019914864
20051205_59538_0400_PP_534.png,0,0,anodr,anodr,0.92024535,0.021662727,0.019617204,0.019026207,0.019448524
20051205_59617_0400_PP_1000.png,0,0,anodr,anodr,0.908597,0.027645297,0.021879317,0.020177396,0.021701083
20051205_59651_0400_PP_1164.png,0,0,anodr,anodr,0.91106015,0.024014827,0.021667382,0.021381326,0.021876315
20051205_59738_0400_PP_119.png,0,0,anodr,anodr,0.9240889,0.017691562,0.017996944,0.019815354,0.020407297
20051205_59754_0400_PP_880.png,0,0,anodr,anodr,0.91925853,0.01959907,0.019505365,0.020219568,0.02141752
20051205_59833_0400_PP_531.png,0,0,anodr,anodr,0.90841025,0.026490524,0.02155472,0.021956647,0.021587789
20051205_59858_0400_PP_523.png,0,0,anodr,anodr,0.91496146,0.0237006,0.022141006,0.019323958,0.019873003
20051205_59901_0400_PP_417.png,0,0,anodr,anodr,0.92341334,0.019076785,0.017337557,0.020502612,0.019669775
20051205_59923_0400_PP_1307.png,0,0,anodr,anodr,0.9197295,0.019958599,0.019373847,0.019981604,0.020956416
20051205_60093_0400_PP_1286.png,0,0,anodr,anodr,0.92266303,0.019819323,0.018216575,0.019546287,0.019754797
20051205_60119_0400_PP_451.png,0,0,anodr,anodr,0.9227976,0.019485518,0.018956015,0.01886942,0.019891368
20051213_61406_0100_PP_1027.png,0,0,anodr,anodr,0.9128756,0.02738393,0.01851183,0.019867312,0.021361392
20051213_61802_0100_PP_408.png,0,0,anodr,anodr,0.91886663,0.023086665,0.018364998,0.02008797,0.019593706
20051213_61892_0100_PP_837.png,0,0,anodr,anodr,0.92262703,0.019673016,0.018067019,0.019881317,0.019751552
20051213_61951_0100_PP_983.png,0,0,anodr,anodr,0.91858226,0.021593433,0.018627474,0.021146111,0.020050758
20051213_62251_0100_PP_27.png,0,0,anodr,anodr,0.9185135,0.020961018,0.019302268,0.02047672,0.02074647
20051213_62314_0100_PP_1325.png,0,0,anodr,anodr,0.9150808,0.021621546,0.020556308,0.020977544,0.021763738
20051213_62518_0100_PP_821.png,0,0,anodr,anodr,0.92460346,0.018602945,0.017544474,0.019847002,0.019402105
20051213_62572_0100_PP_1176.png,0,0,anodr,anodr,0.9228472,0.018683596,0.02000345,0.019199666,0.019266078
20051214_40529_0100_PP_1120.png,0,0,anodr,anodr,0.92060703,0.019884879,0.018954426,0.02030249,0.020251248
20051214_40767_0100_PP_1039.png,0,0,anodr,anodr,0.91343987,0.02458551,0.02150863,0.019921586,0.020544427
20051214_40994_0100_PP_435.png,0,0,anodr,anodr,0.9217978,0.019021511,0.018463457,0.020637276,0.020079926
20051214_41055_0100_PP_41.png,0,0,anodr,anodr,0.91915166,0.02310688,0.020569768,0.019057032,0.018114707
20051214_42133_0100_PP_462.png,0,0,anodr,anodr,0.9228363,0.019754197,0.020309696,0.018263318,0.018836444
20051214_42197_0100_PP_1288.png,0,0,anodr,anodr,0.92221946,0.020261671,0.020010104,0.018750189,0.018758597
20051214_42323_0100_PP_845.png,0,0,anodr,anodr,0.9245061,0.019124573,0.0164596,0.019940043,0.019969683
20051214_42363_0100_PP_42.png,0,0,anodr,anodr,0.9203539,0.020010818,0.018470056,0.020339793,0.0208255
20051214_51178_0100_PP_1380.png,0,0,anodr,anodr,0.9160434,0.0210689,0.018475639,0.02256475,0.021847438
20051214_51211_0100_PP_511.png,0,0,anodr,anodr,0.918402,0.021388402,0.017785119,0.02157908,0.02084537
20051214_51308_0100_PP_1342.png,0,0,anodr,anodr,0.91772586,0.022638183,0.01897924,0.02041031,0.020246338
20051214_51342_0100_PP_970.png,0,0,anodr,anodr,0.913411,0.02348925,0.021464735,0.020954518,0.020680469
20051214_51442_0100_PP_28.png,0,0,anodr,anodr,0.91263413,0.025026752,0.022216043,0.020034408,0.020088676
20051214_51469_0100_PP_1060.png,0,0,anodr,anodr,0.89365363,0.03549873,0.03294653,0.017829167,0.020071907
20051214_56242_0100_PP_337.png,0,0,anodr,anodr,0.9221448,0.020090567,0.019558812,0.018793259,0.019412657
20051214_56392_0100_PP_1037.png,0,0,anodr,anodr,0.92379934,0.018274542,0.016608901,0.020717176,0.020600075
20051214_56438_0100_PP_22.png,0,0,anodr,anodr,0.9241187,0.01855364,0.016264992,0.020819448,0.020243162
20051214_56636_0100_PP_128.png,0,0,anodr,anodr,0.9219976,0.019849796,0.017897977,0.019963818,0.02029081
20051214_56688_0100_PP_120.png,0,0,anodr,anodr,0.9186926,0.021087594,0.019175256,0.020402297,0.020642292
