filename,score_a_noamd,score_b_amd,pred_index,pred_class
N0116.jpg,0.955586,0.044414,0,a_noamd
N0117.jpg,0.955398,0.044602,0,a_noamd
N0118.jpg,0.951979,0.048021,0,a_noamd
N0119.jpg,0.955083,0.044917,0,a_noamd
N0120.jpg,0.888024,0.111976,0,a_noamd
N0121.jpg,0.763831,0.236169,0,a_noamd
N0122.jpg,0.276182,0.723818,1,b_amd
N0123.jpg,0.947808,0.052192,0,a_noamd
N0124.jpg,0.948088,0.051912,0,a_noamd
N0125.jpg,0.507125,0.492875,0,a_noamd
N0126.jpg,0.106347,0.893653,1,b_amd
N0127.jpg,0.924237,0.075763,0,a_noamd
N0128.jpg,0.056723,0.943277,1,b_amd
N0129.jpg,0.088522,0.911478,1,b_amd
N0130.jpg,0.951631,0.048369,0,a_noamd
N0131.jpg,0.950142,0.049858,0,a_noamd
N0132.jpg,0.954764,0.045236,0,a_noamd
N0133.jpg,0.140294,0.859706,1,b_amd
N0134.jpg,0.952595,0.047405,0,a_noamd
N0135.jpg,0.954045,0.045955,0,a_noamd
N0136.jpg,0.956349,0.043651,0,a_noamd
N0137.jpg,0.947548,0.052452,0,a_noamd
N0138.jpg,0.956790,0.043210,0,a_noamd
N0139.jpg,0.956345,0.043655,0,a_noamd
N0140.jpg,0.956234,0.043766,0,a_noamd
N0141.jpg,0.953805,0.046195,0,a_noamd
N0142.jpg,0.954365,0.045635,0,a_noamd
N0143.jpg,0.956037,0.043963,0,a_noamd
N0144.jpg,0.954891,0.045109,0,a_noamd
N0145.jpg,0.949431,0.050569,0,a_noamd
N0146.jpg,0.953214,0.046786,0,a_noamd
N0147.jpg,0.954365,0.045635,0,a_noamd
N0148.jpg,0.956037,0.043963,0,a_noamd
N0149.jpg,0.954891,0.045109,0,a_noamd
N0150.jpg,0.930225,0.069775,0,a_noamd
N0151.jpg,0.060574,0.939426,1,b_amd
N0152.jpg,0.953608,0.046392,0,a_noamd
N0153.jpg,0.954369,0.045631,0,a_noamd
N0154.jpg,0.954407,0.045593,0,a_noamd
N0155.jpg,0.953191,0.046809,0,a_noamd
N0156.jpg,0.955420,0.044579,0,a_noamd
N0157.jpg,0.956440,0.043560,0,a_noamd
N0158.jpg,0.951901,0.048099,0,a_noamd
N0159.jpg,0.955588,0.044412,0,a_noamd
N0160.jpg,0.953205,0.046795,0,a_noamd
N0161.jpg,0.955398,0.044602,0,a_noamd
N0162.jpg,0.194720,0.805280,1,b_amd
N0163.jpg,0.057929,0.942071,1,b_amd
N0164.jpg,0.954714,0.045286,0,a_noamd
N0165.jpg,0.954340,0.045660,0,a_noamd
N0166.jpg,0.955116,0.044884,0,a_noamd
N0167.jpg,0.907784,0.092216,0,a_noamd
N0168.jpg,0.956265,0.043735,0,a_noamd
N0169.jpg,0.947787,0.052213,0,a_noamd
N0170.jpg,0.954712,0.045288,0,a_noamd
N0171.jpg,0.956377,0.043623,0,a_noamd
N0172.jpg,0.955992,0.044008,0,a_noamd
N0173.jpg,0.953949,0.046051,0,a_noamd
N0174.jpg,0.955970,0.044030,0,a_noamd
N0175.jpg,0.063264,0.936736,1,b_amd
N0176.jpg,0.723254,0.276746,0,a_noamd
N0177.jpg,0.956468,0.043532,0,a_noamd
N0178.jpg,0.953924,0.046076,0,a_noamd
N0179.jpg,0.945776,0.054224,0,a_noamd
N0180.jpg,0.056867,0.943133,1,b_amd
N0181.jpg,0.068364,0.931636,1,b_amd
N0182.jpg,0.956222,0.043779,0,a_noamd
N0183.jpg,0.953015,0.046984,0,a_noamd
N0184.jpg,0.952786,0.047214,0,a_noamd
N0185.jpg,0.956805,0.043195,0,a_noamd
N0186.jpg,0.955984,0.044016,0,a_noamd
N0187.jpg,0.947986,0.052014,0,a_noamd
N0188.jpg,0.953279,0.046721,0,a_noamd
N0189.jpg,0.952716,0.047284,0,a_noamd
N0190.jpg,0.952740,0.047260,0,a_noamd
N0191.jpg,0.056810,0.943190,1,b_amd
N0192.jpg,0.055233,0.944767,1,b_amd
N0193.jpg,0.050864,0.949136,1,b_amd
N0194.jpg,0.948793,0.051207,0,a_noamd
N0195.jpg,0.049329,0.950671,1,b_amd
N0196.jpg,0.956616,0.043384,0,a_noamd
N0197.jpg,0.954924,0.045076,0,a_noamd
N0198.jpg,0.953207,0.046793,0,a_noamd
N0199.jpg,0.953638,0.046362,0,a_noamd
N0200.jpg,0.047756,0.952244,1,b_amd
N0201.jpg,0.050413,0.949587,1,b_amd
N0202.jpg,0.058153,0.941847,1,b_amd
N0203.jpg,0.597494,0.402506,0,a_noamd
N0204.jpg,0.954788,0.045212,0,a_noamd
N0205.jpg,0.954675,0.045325,0,a_noamd
N0206.jpg,0.943867,0.056133,0,a_noamd
N0207.jpg,0.956320,0.043680,0,a_noamd
N0208.jpg,0.949531,0.050469,0,a_noamd
N0209.jpg,0.952545,0.047455,0,a_noamd
N0210.jpg,0.904773,0.095227,0,a_noamd
N0211.jpg,0.955460,0.044540,0,a_noamd
N0212.jpg,0.451390,0.548610,1,b_amd
N0213.jpg,0.771930,0.228070,0,a_noamd
N0214.jpg,0.060233,0.939767,1,b_amd
N0215.jpg,0.944038,0.055962,0,a_noamd
N0216.jpg,0.775669,0.224331,0,a_noamd
N0217.jpg,0.956284,0.043716,0,a_noamd
N0218.jpg,0.953822,0.046178,0,a_noamd
N0219.jpg,0.718359,0.281641,0,a_noamd
N0220.jpg,0.947582,0.052418,0,a_noamd
N0221.jpg,0.745497,0.254503,0,a_noamd
N0222.jpg,0.954466,0.045534,0,a_noamd
N0223.jpg,0.954162,0.045838,0,a_noamd
N0224.jpg,0.955086,0.044914,0,a_noamd
N0225.jpg,0.957104,0.042896,0,a_noamd
N0226.jpg,0.955630,0.044370,0,a_noamd
N0227.jpg,0.940430,0.059570,0,a_noamd
N0228.jpg,0.171145,0.828855,1,b_amd
N0229.jpg,0.941171,0.058829,0,a_noamd
N0230.jpg,0.081118,0.918882,1,b_amd
N0231.jpg,0.054934,0.945066,1,b_amd
N0232.jpg,0.150414,0.849586,1,b_amd
N0233.jpg,0.950535,0.049465,0,a_noamd
N0234.jpg,0.953909,0.046091,0,a_noamd
N0235.jpg,0.955403,0.044597,0,a_noamd
N0236.jpg,0.956661,0.043339,0,a_noamd
N0237.jpg,0.955786,0.044214,0,a_noamd
N0238.jpg,0.087523,0.912477,1,b_amd
N0239.jpg,0.954809,0.045191,0,a_noamd
N0240.jpg,0.099458,0.900542,1,b_amd
N0241.jpg,0.954143,0.045857,0,a_noamd
N0242.jpg,0.952395,0.047605,0,a_noamd
N0243.jpg,0.949475,0.050525,0,a_noamd
N0244.jpg,0.082725,0.917275,1,b_amd
N0245.jpg,0.954480,0.045520,0,a_noamd
N0246.jpg,0.955777,0.044223,0,a_noamd
N0247.jpg,0.955127,0.044873,0,a_noamd
N0248.jpg,0.954391,0.045609,0,a_noamd
N0249.jpg,0.952245,0.047755,0,a_noamd
N0250.jpg,0.935456,0.064544,0,a_noamd
N0251.jpg,0.050348,0.949652,1,b_amd
N0252.jpg,0.053594,0.946406,1,b_amd
N0253.jpg,0.664942,0.335058,0,a_noamd
N0254.jpg,0.067951,0.932049,1,b_amd
N0255.jpg,0.050156,0.949844,1,b_amd
N0256.jpg,0.955728,0.044272,0,a_noamd
N0257.jpg,0.951555,0.048445,0,a_noamd
N0258.jpg,0.957377,0.042623,0,a_noamd
N0259.jpg,0.954604,0.045396,0,a_noamd
N0260.jpg,0.954376,0.045624,0,a_noamd
N0261.jpg,0.893730,0.106270,0,a_noamd
N0262.jpg,0.956679,0.043321,0,a_noamd
N0263.jpg,0.956221,0.043779,0,a_noamd
N0264.jpg,0.955202,0.044798,0,a_noamd
N0265.jpg,0.954650,0.045350,0,a_noamd
N0266.jpg,0.791318,0.208682,0,a_noamd
N0267.jpg,0.949968,0.050032,0,a_noamd
N0268.jpg,0.051252,0.948748,1,b_amd
N0269.jpg,0.083311,0.916689,1,b_amd
N0270.jpg,0.951890,0.048110,0,a_noamd
N0271.jpg,0.953944,0.046056,0,a_noamd
N0272.jpg,0.584466,0.415534,0,a_noamd
N0273.jpg,0.936035,0.063965,0,a_noamd
N0274.jpg,0.955036,0.044964,0,a_noamd
N0275.jpg,0.955817,0.044183,0,a_noamd
N0276.jpg,0.794279,0.205721,0,a_noamd
N0277.jpg,0.097049,0.902951,1,b_amd
N0278.jpg,0.060096,0.939904,1,b_amd
N0279.jpg,0.954775,0.045225,0,a_noamd
N0280.jpg,0.955466,0.044534,0,a_noamd
N0281.jpg,0.953211,0.046789,0,a_noamd
N0282.jpg,0.957226,0.042774,0,a_noamd
N0283.jpg,0.955338,0.044662,0,a_noamd
N0284.jpg,0.957082,0.042918,0,a_noamd
N0285.jpg,0.954893,0.045107,0,a_noamd
N0286.jpg,0.954599,0.045401,0,a_noamd
N0287.jpg,0.953408,0.046592,0,a_noamd
N0288.jpg,0.954846,0.045154,0,a_noamd
N0289.jpg,0.953033,0.046967,0,a_noamd
N0290.jpg,0.955879,0.044121,0,a_noamd
N0291.jpg,0.956077,0.043923,0,a_noamd
N0292.jpg,0.695672,0.304328,0,a_noamd
N0293.jpg,0.871462,0.128538,0,a_noamd
N0294.jpg,0.955763,0.044237,0,a_noamd
N0295.jpg,0.955425,0.044575,0,a_noamd
N0296.jpg,0.949045,0.050955,0,a_noamd
N0297.jpg,0.953317,0.046683,0,a_noamd
N0298.jpg,0.952595,0.047405,0,a_noamd
N0299.jpg,0.952798,0.047202,0,a_noamd
N0300.jpg,0.721968,0.278032,0,a_noamd
N0301.jpg,0.957412,0.042588,0,a_noamd
N0302.jpg,0.956506,0.043493,0,a_noamd
N0303.jpg,0.956475,0.043525,0,a_noamd
N0304.jpg,0.871263,0.128737,0,a_noamd
N0305.jpg,0.955260,0.044740,0,a_noamd
N0306.jpg,0.957635,0.042365,0,a_noamd
N0307.jpg,0.956800,0.043200,0,a_noamd
N0308.jpg,0.950199,0.049801,0,a_noamd
N0309.jpg,0.951500,0.048500,0,a_noamd
N0310.jpg,0.955018,0.044982,0,a_noamd
N0311.jpg,0.953666,0.046334,0,a_noamd
T0001.jpg,0.956892,0.043108,0,a_noamd
T0002.jpg,0.955234,0.044766,0,a_noamd
T0005.jpg,0.957383,0.042617,0,a_noamd
T0006.jpg,0.065361,0.934639,1,b_amd
T0007.jpg,0.952966,0.047034,0,a_noamd
T0008.jpg,0.951467,0.048533,0,a_noamd
T0009.jpg,0.955385,0.044615,0,a_noamd
T0011.jpg,0.955220,0.044780,0,a_noamd
T0012.jpg,0.955894,0.044106,0,a_noamd
T0013.jpg,0.948816,0.051184,0,a_noamd
T0014.jpg,0.047234,0.952766,1,b_amd
T0016.jpg,0.953637,0.046363,0,a_noamd
T0017.jpg,0.492011,0.507989,1,b_amd
T0018.jpg,0.948421,0.051579,0,a_noamd
T0019.jpg,0.094635,0.905365,1,b_amd
T0020.jpg,0.951618,0.048382,0,a_noamd
T0022.jpg,0.948042,0.051958,0,a_noamd
T0023.jpg,0.058029,0.941971,1,b_amd
T0025.jpg,0.062035,0.937965,1,b_amd
T0027.jpg,0.954049,0.045951,0,a_noamd
T0028.jpg,0.956903,0.043097,0,a_noamd
T0029.jpg,0.953288,0.046712,0,a_noamd
T0031.jpg,0.955031,0.044969,0,a_noamd
T0032.jpg,0.957383,0.042617,0,a_noamd
T0033.jpg,0.855191,0.144809,0,a_noamd
T0034.jpg,0.954509,0.045491,0,a_noamd
T0035.jpg,0.049962,0.950038,1,b_amd
T0036.jpg,0.810610,0.189390,0,a_noamd
T0037.jpg,0.953970,0.046030,0,a_noamd
T0039.jpg,0.956954,0.043046,0,a_noamd
T0040.jpg,0.945773,0.054227,0,a_noamd
T0041.jpg,0.952643,0.047357,0,a_noamd
T0042.jpg,0.956872,0.043128,0,a_noamd
T0044.jpg,0.951721,0.048279,0,a_noamd
T0046.jpg,0.953483,0.046517,0,a_noamd
T0047.jpg,0.955402,0.044598,0,a_noamd
T0049.jpg,0.156273,0.843727,1,b_amd
T0050.jpg,0.926701,0.073299,0,a_noamd
T0054.jpg,0.955023,0.044977,0,a_noamd
T0055.jpg,0.949727,0.050273,0,a_noamd
T0058.jpg,0.068402,0.931598,1,b_amd
T0060.jpg,0.951277,0.048723,0,a_noamd
T0061.jpg,0.956544,0.043456,0,a_noamd
T0062.jpg,0.659110,0.340890,0,a_noamd
T0063.jpg,0.948563,0.051437,0,a_noamd
T0064.jpg,0.581775,0.418225,0,a_noamd
T0065.jpg,0.955584,0.044416,0,a_noamd
T0066.jpg,0.956044,0.043956,0,a_noamd
T0067.jpg,0.956838,0.043162,0,a_noamd
T0068.jpg,0.954958,0.045042,0,a_noamd
T0069.jpg,0.956390,0.043610,0,a_noamd
T0070.jpg,0.926967,0.073033,0,a_noamd
T0074.jpg,0.952593,0.047407,0,a_noamd
T0075.jpg,0.950929,0.049072,0,a_noamd
T0076.jpg,0.956771,0.043229,0,a_noamd
T0077.jpg,0.949273,0.050727,0,a_noamd
T0078.jpg,0.950512,0.049488,0,a_noamd
T0079.jpg,0.061472,0.938528,1,b_amd
T0080.jpg,0.951780,0.048220,0,a_noamd
T0081.jpg,0.956233,0.043767,0,a_noamd
T0082.jpg,0.053744,0.946256,1,b_amd
T0084.jpg,0.903377,0.096623,0,a_noamd
T0085.jpg,0.950380,0.049620,0,a_noamd
T0087.jpg,0.064302,0.935698,1,b_amd
T0088.jpg,0.955464,0.044536,0,a_noamd
T0090.jpg,0.953827,0.046173,0,a_noamd
T0091.jpg,0.948188,0.051812,0,a_noamd
T0092.jpg,0.954518,0.045482,0,a_noamd
T0093.jpg,0.954589,0.045411,0,a_noamd
T0094.jpg,0.954265,0.045734,0,a_noamd
T0095.jpg,0.932716,0.067284,0,a_noamd
T0096.jpg,0.954205,0.045795,0,a_noamd
T0097.jpg,0.956906,0.043094,0,a_noamd
T0098.jpg,0.951883,0.048117,0,a_noamd
T0099.jpg,0.955461,0.044539,0,a_noamd
T0100.jpg,0.956926,0.043074,0,a_noamd
T0101.jpg,0.952547,0.047453,0,a_noamd
T0102.jpg,0.948621,0.051379,0,a_noamd
T0103.jpg,0.955220,0.044780,0,a_noamd
T0104.jpg,0.954199,0.045801,0,a_noamd
T0106.jpg,0.956840,0.043160,0,a_noamd
T0108.jpg,0.955833,0.044167,0,a_noamd
T0109.jpg,0.955708,0.044292,0,a_noamd
T0110.jpg,0.954230,0.045770,0,a_noamd
T0111.jpg,0.936882,0.063118,0,a_noamd
T0113.jpg,0.833211,0.166789,0,a_noamd
T0114.jpg,0.224271,0.775729,1,b_amd
T0115.jpg,0.078487,0.921513,1,b_amd
T0116.jpg,0.956799,0.043201,0,a_noamd
T0117.jpg,0.951401,0.048599,0,a_noamd
T0119.jpg,0.953384,0.046616,0,a_noamd
T0121.jpg,0.955031,0.044969,0,a_noamd
T0122.jpg,0.956722,0.043278,0,a_noamd
T0123.jpg,0.947957,0.052043,0,a_noamd
T0124.jpg,0.955821,0.044179,0,a_noamd
T0125.jpg,0.954906,0.045094,0,a_noamd
T0126.jpg,0.956637,0.043363,0,a_noamd
T0128.jpg,0.951269,0.048731,0,a_noamd
T0130.jpg,0.954630,0.045370,0,a_noamd
T0131.jpg,0.130062,0.869938,1,b_amd
T0132.jpg,0.956217,0.043783,0,a_noamd
T0133.jpg,0.956406,0.043594,0,a_noamd
T0135.jpg,0.957265,0.042735,0,a_noamd
T0136.jpg,0.953186,0.046814,0,a_noamd
T0137.jpg,0.954720,0.045280,0,a_noamd
T0138.jpg,0.954845,0.045155,0,a_noamd
T0139.jpg,0.953858,0.046142,0,a_noamd
T0140.jpg,0.951828,0.048172,0,a_noamd
T0141.jpg,0.493661,0.506339,1,b_amd
T0142.jpg,0.950831,0.049169,0,a_noamd
T0143.jpg,0.805329,0.194670,0,a_noamd
T0144.jpg,0.058823,0.941177,1,b_amd
T0145.jpg,0.096968,0.903032,1,b_amd
T0146.jpg,0.171690,0.828310,1,b_amd
T0149.jpg,0.955487,0.044513,0,a_noamd
T0151.jpg,0.948341,0.051659,0,a_noamd
T0153.jpg,0.955650,0.044350,0,a_noamd
T0155.jpg,0.955217,0.044783,0,a_noamd
T0156.jpg,0.954684,0.045316,0,a_noamd
T0157.jpg,0.954965,0.045035,0,a_noamd
T0158.jpg,0.956037,0.043963,0,a_noamd
T0160.jpg,0.955048,0.044952,0,a_noamd
T0161.jpg,0.954901,0.045099,0,a_noamd
T0162.jpg,0.066992,0.933008,1,b_amd
T0163.jpg,0.949807,0.050193,0,a_noamd
T0167.jpg,0.951581,0.048419,0,a_noamd
T0168.jpg,0.053785,0.946215,1,b_amd
T0169.jpg,0.892632,0.107368,0,a_noamd
T0171.jpg,0.953347,0.046653,0,a_noamd
T0173.jpg,0.080979,0.919021,1,b_amd
T0174.jpg,0.956437,0.043563,0,a_noamd
T0175.jpg,0.949368,0.050632,0,a_noamd
T0177.jpg,0.054676,0.945324,1,b_amd
T0178.jpg,0.955615,0.044385,0,a_noamd
T0179.jpg,0.953217,0.046783,0,a_noamd
T0180.jpg,0.957729,0.042271,0,a_noamd
T0181.jpg,0.955028,0.044972,0,a_noamd
T0182.jpg,0.955331,0.044669,0,a_noamd
T0184.jpg,0.954282,0.045719,0,a_noamd
T0185.jpg,0.950469,0.049531,0,a_noamd
T0186.jpg,0.954883,0.045117,0,a_noamd
T0187.jpg,0.949346,0.050654,0,a_noamd
T0191.jpg,0.054245,0.945755,1,b_amd
T0192.jpg,0.061439,0.938561,1,b_amd
T0194.jpg,0.955178,0.044822,0,a_noamd
T0195.jpg,0.954916,0.045084,0,a_noamd
T0196.jpg,0.129169,0.870831,1,b_amd
T0197.jpg,0.251742,0.748258,1,b_amd
T0199.jpg,0.955056,0.044944,0,a_noamd
T0200.jpg,0.950996,0.049004,0,a_noamd
T0202.jpg,0.953321,0.046679,0,a_noamd
T0203.jpg,0.956022,0.043978,0,a_noamd
T0204.jpg,0.953019,0.046981,0,a_noamd
T0205.jpg,0.956375,0.043625,0,a_noamd
T0206.jpg,0.192660,0.807340,1,b_amd
T0207.jpg,0.050089,0.949911,1,b_amd
T0208.jpg,0.956282,0.043718,0,a_noamd
T0210.jpg,0.956604,0.043396,0,a_noamd
T0211.jpg,0.955179,0.044821,0,a_noamd
T0212.jpg,0.954176,0.045824,0,a_noamd
T0213.jpg,0.953815,0.046185,0,a_noamd
T0214.jpg,0.951945,0.048055,0,a_noamd
T0215.jpg,0.954577,0.045423,0,a_noamd
T0216.jpg,0.952214,0.047786,0,a_noamd
T0217.jpg,0.896632,0.103368,0,a_noamd
T0218.jpg,0.956291,0.043709,0,a_noamd
T0220.jpg,0.951006,0.048994,0,a_noamd
T0221.jpg,0.956422,0.043578,0,a_noamd
T0222.jpg,0.956252,0.043748,0,a_noamd
T0223.jpg,0.955194,0.044806,0,a_noamd
T0224.jpg,0.953073,0.046927,0,a_noamd
T0225.jpg,0.947494,0.052506,0,a_noamd
T0228.jpg,0.955858,0.044142,0,a_noamd
T0229.jpg,0.953134,0.046866,0,a_noamd
T0230.jpg,0.853294,0.146706,0,a_noamd
T0231.jpg,0.953094,0.046906,0,a_noamd
T0232.jpg,0.955727,0.044273,0,a_noamd
T0233.jpg,0.956700,0.043300,0,a_noamd
T0234.jpg,0.953994,0.046006,0,a_noamd
T0235.jpg,0.952358,0.047642,0,a_noamd
T0236.jpg,0.957453,0.042547,0,a_noamd
T0238.jpg,0.871735,0.128265,0,a_noamd
T0239.jpg,0.951279,0.048721,0,a_noamd
T0240.jpg,0.138116,0.861884,1,b_amd
T0241.jpg,0.085822,0.914178,1,b_amd
T0242.jpg,0.954930,0.045070,0,a_noamd
T0243.jpg,0.954593,0.045407,0,a_noamd
T0246.jpg,0.958082,0.041918,0,a_noamd
T0248.jpg,0.956560,0.043440,0,a_noamd
T0249.jpg,0.955244,0.044756,0,a_noamd
T0250.jpg,0.955929,0.044071,0,a_noamd
T0251.jpg,0.243606,0.756394,1,b_amd
T0253.jpg,0.944774,0.055226,0,a_noamd
T0256.jpg,0.957163,0.042837,0,a_noamd
T0257.jpg,0.957657,0.042343,0,a_noamd
T0259.jpg,0.956686,0.043314,0,a_noamd
T0260.jpg,0.951831,0.048169,0,a_noamd
T0262.jpg,0.949007,0.050993,0,a_noamd
T0263.jpg,0.956340,0.043660,0,a_noamd
T0264.jpg,0.952891,0.047109,0,a_noamd
T0265.jpg,0.928706,0.071294,0,a_noamd
T0266.jpg,0.951080,0.048920,0,a_noamd
T0267.jpg,0.956568,0.043432,0,a_noamd
T0268.jpg,0.956180,0.043820,0,a_noamd
T0269.jpg,0.956430,0.043570,0,a_noamd
T0270.jpg,0.956414,0.043586,0,a_noamd
T0271.jpg,0.955287,0.044713,0,a_noamd
T0272.jpg,0.952480,0.047520,0,a_noamd
T0273.jpg,0.956195,0.043805,0,a_noamd
T0274.jpg,0.956677,0.043323,0,a_noamd
T0275.jpg,0.955310,0.044690,0,a_noamd
T0276.jpg,0.075576,0.924424,1,b_amd
T0277.jpg,0.955576,0.044424,0,a_noamd
T0278.jpg,0.955454,0.044546,0,a_noamd
T0279.jpg,0.790888,0.209112,0,a_noamd
T0280.jpg,0.953763,0.046237,0,a_noamd
T0281.jpg,0.607500,0.392500,0,a_noamd
T0282.jpg,0.956366,0.043634,0,a_noamd
T0283.jpg,0.056834,0.943166,1,b_amd
T0284.jpg,0.142141,0.857858,1,b_amd
T0285.jpg,0.955786,0.044214,0,a_noamd
T0287.jpg,0.956546,0.043454,0,a_noamd
T0288.jpg,0.955421,0.044579,0,a_noamd
T0289.jpg,0.064660,0.935340,1,b_amd
T0290.jpg,0.957442,0.042558,0,a_noamd
T0292.jpg,0.956131,0.043868,0,a_noamd
T0293.jpg,0.956081,0.043919,0,a_noamd
T0294.jpg,0.956238,0.043762,0,a_noamd
