filename,a_noamd,b_amd,prediction
N0219.jpg,0.911052,0.088948,a_noamd
N0220.jpg,0.807956,0.192044,a_noamd
N0221.jpg,0.895957,0.104043,a_noamd
N0222.jpg,0.773978,0.226022,a_noamd
N0223.jpg,0.934487,0.065513,a_noamd
N0224.jpg,0.706357,0.293643,a_noamd
N0225.jpg,0.913596,0.086403,a_noamd
N0226.jpg,0.928264,0.071736,a_noamd
N0227.jpg,0.875195,0.124805,a_noamd
N0228.jpg,0.264374,0.735626,b_amd
N0229.jpg,0.786470,0.213530,a_noamd
N0230.jpg,0.235792,0.764208,b_amd
N0231.jpg,0.201650,0.798350,b_amd
N0232.jpg,0.316046,0.683954,b_amd
N0233.jpg,0.805998,0.194002,a_noamd
N0234.jpg,0.868673,0.131327,a_noamd
N0235.jpg,0.911970,0.088030,a_noamd
N0236.jpg,0.916655,0.083346,a_noamd
N0237.jpg,0.881792,0.118208,a_noamd
N0238.jpg,0.253328,0.746672,b_amd
N0239.jpg,0.922781,0.077219,a_noamd
N0240.jpg,0.865909,0.134091,a_noamd
N0241.jpg,0.859135,0.140865,a_noamd
N0242.jpg,0.862708,0.137292,a_noamd
N0243.jpg,0.441770,0.558230,b_amd
N0244.jpg,0.243017,0.756983,b_amd
N0245.jpg,0.906076,0.093924,a_noamd
N0246.jpg,0.896643,0.103357,a_noamd
N0247.jpg,0.895751,0.104249,a_noamd
N0248.jpg,0.895708,0.104292,a_noamd
N0249.jpg,0.907277,0.092723,a_noamd
N0250.jpg,0.875192,0.124808,a_noamd
N0251.jpg,0.356363,0.643637,b_amd
N0252.jpg,0.273422,0.726578,b_amd
N0253.jpg,0.417156,0.582844,b_amd
N0254.jpg,0.377179,0.622821,b_amd
N0255.jpg,0.338167,0.661833,b_amd
N0256.jpg,0.901647,0.098353,a_noamd
N0257.jpg,0.878501,0.121499,a_noamd
N0258.jpg,0.850466,0.149534,a_noamd
N0259.jpg,0.870457,0.129543,a_noamd
N0260.jpg,0.899084,0.100916,a_noamd
N0261.jpg,0.897638,0.102362,a_noamd
N0262.jpg,0.860422,0.139578,a_noamd
N0263.jpg,0.918123,0.081877,a_noamd
N0264.jpg,0.908044,0.091956,a_noamd
N0265.jpg,0.738340,0.261660,a_noamd
N0266.jpg,0.696928,0.303072,a_noamd
N0267.jpg,0.295239,0.704761,b_amd
N0268.jpg,0.222052,0.777948,b_amd
N0269.jpg,0.550790,0.449210,a_noamd
N0270.jpg,0.885652,0.114348,a_noamd
N0271.jpg,0.667072,0.332928,a_noamd
N0272.jpg,0.588307,0.411693,a_noamd
N0273.jpg,0.894325,0.105675,a_noamd
N0274.jpg,0.914518,0.085482,a_noamd
N0275.jpg,0.791346,0.208654,a_noamd
N0276.jpg,0.659913,0.340087,a_noamd
N0277.jpg,0.641641,0.358359,a_noamd
N0278.jpg,0.688998,0.311002,a_noamd
N0279.jpg,0.842186,0.157814,a_noamd
N0280.jpg,0.887496,0.112504,a_noamd
N0281.jpg,0.835155,0.164845,a_noamd
N0282.jpg,0.925932,0.074068,a_noamd
N0283.jpg,0.859557,0.140443,a_noamd
N0284.jpg,0.928004,0.071996,a_noamd
N0285.jpg,0.887725,0.112275,a_noamd
N0286.jpg,0.898234,0.101766,a_noamd
N0287.jpg,0.854007,0.145993,a_noamd
N0288.jpg,0.828936,0.171064,a_noamd
N0289.jpg,0.835242,0.164758,a_noamd
N0290.jpg,0.922042,0.077958,a_noamd
N0291.jpg,0.836381,0.163619,a_noamd
N0292.jpg,0.699170,0.300830,a_noamd
N0293.jpg,0.422201,0.577799,b_amd
N0294.jpg,0.918925,0.081075,a_noamd
N0295.jpg,0.897492,0.102509,a_noamd
N0296.jpg,0.919382,0.080618,a_noamd
N0297.jpg,0.900517,0.099483,a_noamd
N0298.jpg,0.906541,0.093459,a_noamd
N0299.jpg,0.925712,0.074288,a_noamd
N0300.jpg,0.920590,0.079410,a_noamd
N0301.jpg,0.885518,0.114481,a_noamd
N0302.jpg,0.909227,0.090773,a_noamd
N0303.jpg,0.849409,0.150591,a_noamd
N0304.jpg,0.332951,0.667049,b_amd
N0305.jpg,0.916659,0.083341,a_noamd
N0306.jpg,0.921631,0.078369,a_noamd
N0307.jpg,0.924264,0.075735,a_noamd
N0308.jpg,0.869999,0.130001,a_noamd
N0309.jpg,0.857529,0.142471,a_noamd
N0310.jpg,0.908160,0.091840,a_noamd
N0311.jpg,0.901020,0.098980,a_noamd
T0001.jpg,0.760389,0.239611,a_noamd
T0002.jpg,0.921145,0.078855,a_noamd
T0005.jpg,0.892808,0.107192,a_noamd
T0006.jpg,0.645485,0.354514,a_noamd
T0007.jpg,0.907795,0.092205,a_noamd
T0008.jpg,0.761437,0.238563,a_noamd
T0009.jpg,0.924295,0.075705,a_noamd
T0011.jpg,0.735719,0.264281,a_noamd
T0012.jpg,0.850105,0.149895,a_noamd
T0013.jpg,0.897149,0.102851,a_noamd
T0014.jpg,0.096984,0.903016,b_amd
T0016.jpg,0.924031,0.075969,a_noamd
T0017.jpg,0.709528,0.290472,a_noamd
T0018.jpg,0.808279,0.191721,a_noamd
T0019.jpg,0.334036,0.665964,b_amd
T0020.jpg,0.879194,0.120806,a_noamd
T0022.jpg,0.881116,0.118884,a_noamd
T0023.jpg,0.222402,0.777599,b_amd
T0025.jpg,0.248442,0.751558,b_amd
T0027.jpg,0.902847,0.097153,a_noamd
T0028.jpg,0.915660,0.084340,a_noamd
T0029.jpg,0.733682,0.266318,a_noamd
T0031.jpg,0.315326,0.684674,b_amd
T0032.jpg,0.892808,0.107192,a_noamd
T0033.jpg,0.458132,0.541868,b_amd
T0034.jpg,0.788480,0.211520,a_noamd
T0035.jpg,0.833267,0.166733,a_noamd
T0036.jpg,0.593990,0.406010,a_noamd
T0037.jpg,0.908585,0.091415,a_noamd
T0039.jpg,0.897917,0.102083,a_noamd
T0040.jpg,0.696301,0.303699,a_noamd
T0041.jpg,0.878184,0.121816,a_noamd
T0042.jpg,0.901634,0.098366,a_noamd
T0044.jpg,0.903946,0.096054,a_noamd
T0046.jpg,0.940687,0.059313,a_noamd
T0047.jpg,0.922443,0.077557,a_noamd
T0049.jpg,0.488156,0.511844,b_amd
T0050.jpg,0.850761,0.149239,a_noamd
T0054.jpg,0.913312,0.086688,a_noamd
T0055.jpg,0.738310,0.261690,a_noamd
T0058.jpg,0.157585,0.842415,b_amd
T0060.jpg,0.757119,0.242881,a_noamd
T0061.jpg,0.803551,0.196449,a_noamd
T0062.jpg,0.401329,0.598671,b_amd
T0063.jpg,0.706792,0.293208,a_noamd
T0064.jpg,0.850267,0.149733,a_noamd
T0065.jpg,0.328856,0.671144,b_amd
T0066.jpg,0.876437,0.123563,a_noamd
T0067.jpg,0.917959,0.082041,a_noamd
T0068.jpg,0.802148,0.197852,a_noamd
T0069.jpg,0.854534,0.145466,a_noamd
T0070.jpg,0.882696,0.117304,a_noamd
T0074.jpg,0.892739,0.107261,a_noamd
T0075.jpg,0.916766,0.083234,a_noamd
T0076.jpg,0.891404,0.108596,a_noamd
T0077.jpg,0.908263,0.091737,a_noamd
T0078.jpg,0.742486,0.257514,a_noamd
T0079.jpg,0.824256,0.175744,a_noamd
T0080.jpg,0.862846,0.137154,a_noamd
T0081.jpg,0.899119,0.100881,a_noamd
T0082.jpg,0.060501,0.939499,b_amd
T0084.jpg,0.813791,0.186209,a_noamd
T0085.jpg,0.898461,0.101539,a_noamd
T0087.jpg,0.161600,0.838400,b_amd
T0088.jpg,0.917904,0.082096,a_noamd
T0090.jpg,0.831152,0.168848,a_noamd
T0091.jpg,0.632803,0.367197,a_noamd
T0092.jpg,0.903083,0.096917,a_noamd
T0093.jpg,0.634816,0.365184,a_noamd
T0094.jpg,0.910148,0.089852,a_noamd
T0095.jpg,0.839110,0.160890,a_noamd
T0096.jpg,0.862207,0.137793,a_noamd
T0097.jpg,0.905721,0.094279,a_noamd
T0098.jpg,0.919524,0.080476,a_noamd
T0099.jpg,0.917078,0.082922,a_noamd
T0100.jpg,0.847047,0.152953,a_noamd
T0101.jpg,0.893158,0.106842,a_noamd
T0102.jpg,0.255810,0.744190,b_amd
T0103.jpg,0.911160,0.088840,a_noamd
T0104.jpg,0.913535,0.086465,a_noamd
T0106.jpg,0.877297,0.122702,a_noamd
T0108.jpg,0.911786,0.088214,a_noamd
T0109.jpg,0.924385,0.075615,a_noamd
T0110.jpg,0.937494,0.062506,a_noamd
T0111.jpg,0.874393,0.125607,a_noamd
T0113.jpg,0.581616,0.418384,a_noamd
T0114.jpg,0.820139,0.179861,a_noamd
T0115.jpg,0.888211,0.111789,a_noamd
T0116.jpg,0.906595,0.093405,a_noamd
T0117.jpg,0.874718,0.125282,a_noamd
T0119.jpg,0.799042,0.200958,a_noamd
T0121.jpg,0.893708,0.106292,a_noamd
T0122.jpg,0.277611,0.722389,b_amd
T0123.jpg,0.712398,0.287602,a_noamd
T0124.jpg,0.898469,0.101531,a_noamd
T0125.jpg,0.900007,0.099993,a_noamd
T0126.jpg,0.911398,0.088602,a_noamd
T0128.jpg,0.904358,0.095642,a_noamd
T0130.jpg,0.901539,0.098461,a_noamd
T0131.jpg,0.177762,0.822238,b_amd
T0132.jpg,0.906637,0.093362,a_noamd
T0133.jpg,0.917967,0.082033,a_noamd
T0135.jpg,0.810761,0.189239,a_noamd
T0136.jpg,0.922918,0.077082,a_noamd
T0137.jpg,0.931839,0.068161,a_noamd
T0138.jpg,0.916836,0.083164,a_noamd
T0139.jpg,0.816769,0.183231,a_noamd
T0140.jpg,0.914040,0.085960,a_noamd
T0141.jpg,0.398946,0.601054,b_amd
T0142.jpg,0.914824,0.085176,a_noamd
T0143.jpg,0.867186,0.132814,a_noamd
T0144.jpg,0.170935,0.829065,b_amd
T0145.jpg,0.202515,0.797485,b_amd
T0146.jpg,0.563929,0.436071,a_noamd
T0149.jpg,0.910489,0.089511,a_noamd
T0151.jpg,0.876687,0.123313,a_noamd
T0153.jpg,0.900597,0.099403,a_noamd
T0155.jpg,0.923488,0.076512,a_noamd
T0156.jpg,0.702316,0.297684,a_noamd
T0157.jpg,0.907895,0.092105,a_noamd
T0158.jpg,0.419340,0.580660,b_amd
T0160.jpg,0.934567,0.065433,a_noamd
T0161.jpg,0.920606,0.079394,a_noamd
T0162.jpg,0.305896,0.694104,b_amd
T0163.jpg,0.594607,0.405393,a_noamd
T0167.jpg,0.868103,0.131897,a_noamd
T0168.jpg,0.757404,0.242596,a_noamd
T0169.jpg,0.746248,0.253752,a_noamd
T0171.jpg,0.225788,0.774212,b_amd
T0173.jpg,0.807230,0.192770,a_noamd
T0174.jpg,0.920410,0.079590,a_noamd
T0175.jpg,0.935762,0.064238,a_noamd
T0177.jpg,0.606191,0.393809,a_noamd
T0178.jpg,0.836012,0.163988,a_noamd
T0179.jpg,0.912693,0.087307,a_noamd
T0180.jpg,0.855087,0.144913,a_noamd
T0181.jpg,0.891395,0.108605,a_noamd
T0182.jpg,0.927452,0.072548,a_noamd
T0184.jpg,0.870069,0.129931,a_noamd
T0185.jpg,0.913661,0.086339,a_noamd
T0186.jpg,0.908701,0.091299,a_noamd
T0187.jpg,0.887099,0.112901,a_noamd
T0191.jpg,0.275099,0.724901,b_amd
T0192.jpg,0.238735,0.761265,b_amd
T0194.jpg,0.927188,0.072812,a_noamd
T0195.jpg,0.899839,0.100161,a_noamd
T0196.jpg,0.243477,0.756523,b_amd
T0197.jpg,0.615879,0.384121,a_noamd
T0199.jpg,0.772432,0.227568,a_noamd
T0200.jpg,0.902749,0.097251,a_noamd
T0202.jpg,0.885975,0.114025,a_noamd
T0203.jpg,0.842100,0.157900,a_noamd
T0204.jpg,0.865227,0.134773,a_noamd
T0205.jpg,0.908963,0.091037,a_noamd
T0206.jpg,0.352911,0.647089,b_amd
T0207.jpg,0.194196,0.805804,b_amd
T0208.jpg,0.788048,0.211952,a_noamd
T0210.jpg,0.307812,0.692188,b_amd
T0211.jpg,0.913073,0.086927,a_noamd
T0212.jpg,0.734942,0.265058,a_noamd
T0213.jpg,0.909394,0.090606,a_noamd
T0214.jpg,0.831378,0.168622,a_noamd
T0215.jpg,0.891319,0.108681,a_noamd
T0216.jpg,0.875188,0.124812,a_noamd
T0217.jpg,0.855061,0.144939,a_noamd
T0218.jpg,0.902842,0.097158,a_noamd
T0220.jpg,0.875648,0.124352,a_noamd
T0221.jpg,0.845472,0.154528,a_noamd
T0222.jpg,0.912013,0.087987,a_noamd
T0223.jpg,0.865539,0.134461,a_noamd
T0224.jpg,0.694788,0.305212,a_noamd
T0225.jpg,0.555458,0.444542,a_noamd
T0228.jpg,0.912627,0.087373,a_noamd
T0229.jpg,0.755211,0.244789,a_noamd
T0230.jpg,0.827481,0.172519,a_noamd
T0231.jpg,0.588960,0.411040,a_noamd
T0232.jpg,0.849028,0.150972,a_noamd
T0233.jpg,0.747144,0.252856,a_noamd
T0234.jpg,0.905928,0.094072,a_noamd
T0235.jpg,0.501798,0.498202,a_noamd
T0236.jpg,0.882560,0.117440,a_noamd
T0238.jpg,0.889449,0.110551,a_noamd
T0239.jpg,0.734381,0.265619,a_noamd
T0240.jpg,0.217197,0.782803,b_amd
T0241.jpg,0.832805,0.167195,a_noamd
T0242.jpg,0.905433,0.094567,a_noamd
T0243.jpg,0.888882,0.111118,a_noamd
T0246.jpg,0.905407,0.094593,a_noamd
T0248.jpg,0.832603,0.167397,a_noamd
T0249.jpg,0.890024,0.109976,a_noamd
T0250.jpg,0.915262,0.084738,a_noamd
T0251.jpg,0.159603,0.840397,b_amd
T0253.jpg,0.278625,0.721375,b_amd
T0256.jpg,0.912436,0.087564,a_noamd
T0257.jpg,0.908330,0.091670,a_noamd
T0259.jpg,0.869809,0.130191,a_noamd
T0260.jpg,0.795447,0.204553,a_noamd
T0262.jpg,0.747378,0.252622,a_noamd
T0263.jpg,0.269186,0.730814,b_amd
T0264.jpg,0.771075,0.228925,a_noamd
T0265.jpg,0.654497,0.345503,a_noamd
T0266.jpg,0.920790,0.079210,a_noamd
T0267.jpg,0.622993,0.377007,a_noamd
T0268.jpg,0.660105,0.339895,a_noamd
T0269.jpg,0.922301,0.077699,a_noamd
T0270.jpg,0.863400,0.136600,a_noamd
T0271.jpg,0.861075,0.138925,a_noamd
T0272.jpg,0.886304,0.113696,a_noamd
T0273.jpg,0.915512,0.084488,a_noamd
T0274.jpg,0.890844,0.109156,a_noamd
T0275.jpg,0.908180,0.091820,a_noamd
T0276.jpg,0.461228,0.538772,b_amd
T0277.jpg,0.911892,0.088108,a_noamd
T0278.jpg,0.845044,0.154956,a_noamd
T0279.jpg,0.205094,0.794906,b_amd
T0280.jpg,0.854341,0.145659,a_noamd
T0281.jpg,0.643782,0.356218,a_noamd
T0282.jpg,0.856096,0.143904,a_noamd
T0283.jpg,0.614714,0.385286,a_noamd
T0284.jpg,0.177853,0.822147,b_amd
T0285.jpg,0.908576,0.091424,a_noamd
T0287.jpg,0.920297,0.079703,a_noamd
T0288.jpg,0.906614,0.093386,a_noamd
T0289.jpg,0.279099,0.720901,b_amd
T0290.jpg,0.912978,0.087021,a_noamd
T0292.jpg,0.894451,0.105549,a_noamd
T0293.jpg,0.837328,0.162672,a_noamd
T0294.jpg,0.877455,0.122545,a_noamd
T0295.jpg,0.917647,0.082353,a_noamd
T0296.jpg,0.887985,0.112015,a_noamd
T0297.jpg,0.925161,0.074839,a_noamd
T0299.jpg,0.914742,0.085258,a_noamd
T0300.jpg,0.901087,0.098913,a_noamd
T0302.jpg,0.875583,0.124417,a_noamd
T0303.jpg,0.788986,0.211014,a_noamd
T0304.jpg,0.261240,0.738760,b_amd
T0305.jpg,0.907481,0.092519,a_noamd
T0306.jpg,0.823803,0.176197,a_noamd
T0308.jpg,0.666550,0.333450,a_noamd
T0309.jpg,0.926924,0.073076,a_noamd
T0310.jpg,0.696369,0.303631,a_noamd
T0311.jpg,0.666449,0.333551,a_noamd
T0312.jpg,0.886097,0.113903,a_noamd
T0313.jpg,0.265736,0.734264,b_amd
T0314.jpg,0.881036,0.118964,a_noamd
T0315.jpg,0.216201,0.783799,b_amd
T0316.jpg,0.234328,0.765672,b_amd
T0317.jpg,0.540886,0.459114,a_noamd
T0318.jpg,0.882283,0.117717,a_noamd
T0319.jpg,0.734150,0.265850,a_noamd
T0320.jpg,0.181815,0.818185,b_amd
T0321.jpg,0.908569,0.091431,a_noamd
T0322.jpg,0.904492,0.095508,a_noamd
T0324.jpg,0.863363,0.136637,a_noamd
T0327.jpg,0.596887,0.403113,a_noamd
T0328.jpg,0.905000,0.095000,a_noamd
T0330.jpg,0.906291,0.093709,a_noamd
T0331.jpg,0.298513,0.701487,b_amd
T0332.jpg,0.898150,0.101850,a_noamd
T0333.jpg,0.842041,0.157959,a_noamd
T0334.jpg,0.485187,0.514813,b_amd
T0335.jpg,0.917218,0.082782,a_noamd
T0336.jpg,0.898901,0.101099,a_noamd
T0337.jpg,0.817802,0.182198,a_noamd
T0338.jpg,0.850456,0.149544,a_noamd
T0339.jpg,0.825066,0.174934,a_noamd
T0340.jpg,0.913177,0.086823,a_noamd
T0341.jpg,0.416764,0.583236,b_amd
T0342.jpg,0.859560,0.140440,a_noamd
T0343.jpg,0.231945,0.768055,b_amd
T0344.jpg,0.881792,0.118208,a_noamd
T0345.jpg,0.904786,0.095214,a_noamd
T0346.jpg,0.842941,0.157059,a_noamd
T0347.jpg,0.895251,0.104749,a_noamd
