image_path,predicted_class,confidence,prob_a_noamd,prob_b_amd
../../../data/data_ADAM/test/a_noamd/N0032.jpg,a_noamd,0.6665,0.6665,0.3335
../../../data/data_ADAM/test/a_noamd/N0033.jpg,a_noamd,0.7373,0.7373,0.2627
../../../data/data_ADAM/test/a_noamd/N0034.jpg,a_noamd,0.624,0.624,0.376
../../../data/data_ADAM/test/a_noamd/N0035.jpg,a_noamd,0.577,0.577,0.4229
../../../data/data_ADAM/test/a_noamd/N0036.jpg,b_amd,0.526,0.474,0.526
../../../data/data_ADAM/test/a_noamd/N0037.jpg,a_noamd,0.6987,0.6987,0.301
../../../data/data_ADAM/test/a_noamd/N0038.jpg,a_noamd,0.7554,0.7554,0.2448
../../../data/data_ADAM/test/a_noamd/N0039.jpg,b_amd,0.6284,0.3718,0.6284
../../../data/data_ADAM/test/a_noamd/N0040.jpg,b_amd,0.5493,0.4507,0.5493
../../../data/data_ADAM/test/a_noamd/N0041.jpg,b_amd,0.8,0.2004,0.8
../../../data/data_ADAM/test/a_noamd/N0042.jpg,b_amd,0.8975,0.10266,0.8975
../../../data/data_ADAM/test/a_noamd/N0043.jpg,b_amd,0.832,0.1677,0.832
../../../data/data_ADAM/test/a_noamd/N0044.jpg,a_noamd,0.7197,0.7197,0.28
../../../data/data_ADAM/test/a_noamd/N0045.jpg,a_noamd,0.7227,0.7227,0.277
../../../data/data_ADAM/test/a_noamd/N0046.jpg,a_noamd,0.7646,0.7646,0.2352
../../../data/data_ADAM/test/a_noamd/N0047.jpg,a_noamd,0.5503,0.5503,0.4495
../../../data/data_ADAM/test/a_noamd/N0048.jpg,a_noamd,0.784,0.784,0.2157
../../../data/data_ADAM/test/a_noamd/N0049.jpg,a_noamd,0.759,0.759,0.2411
../../../data/data_ADAM/test/a_noamd/N0050.jpg,a_noamd,0.78,0.78,0.2202
../../../data/data_ADAM/test/a_noamd/N0051.jpg,a_noamd,0.7754,0.7754,0.2246
../../../data/data_ADAM/test/a_noamd/N0052.jpg,b_amd,0.5215,0.4788,0.5215
../../../data/data_ADAM/test/a_noamd/N0053.jpg,a_noamd,0.557,0.557,0.4429
../../../data/data_ADAM/test/a_noamd/N0054.jpg,b_amd,0.7524,0.2477,0.7524
../../../data/data_ADAM/test/a_noamd/N0055.jpg,a_noamd,0.7646,0.7646,0.2355
../../../data/data_ADAM/test/a_noamd/N0056.jpg,a_noamd,0.5186,0.5186,0.4814
../../../data/data_ADAM/test/a_noamd/N0057.jpg,a_noamd,0.724,0.724,0.2761
../../../data/data_ADAM/test/a_noamd/N0058.jpg,a_noamd,0.756,0.756,0.2439
../../../data/data_ADAM/test/a_noamd/N0059.jpg,a_noamd,0.7153,0.7153,0.2844
../../../data/data_ADAM/test/a_noamd/N0060.jpg,a_noamd,0.7773,0.7773,0.2225
../../../data/data_ADAM/test/a_noamd/N0061.jpg,a_noamd,0.7646,0.7646,0.2354
../../../data/data_ADAM/test/a_noamd/N0062.jpg,a_noamd,0.7754,0.7754,0.2247
../../../data/data_ADAM/test/a_noamd/N0063.jpg,a_noamd,0.6924,0.6924,0.3076
../../../data/data_ADAM/test/a_noamd/N0064.jpg,a_noamd,0.747,0.747,0.253
../../../data/data_ADAM/test/a_noamd/N0065.jpg,a_noamd,0.734,0.734,0.2664
../../../data/data_ADAM/test/a_noamd/N0066.jpg,b_amd,0.9565,0.0436,0.9565
../../../data/data_ADAM/test/a_noamd/N0067.jpg,b_amd,0.9814,0.01846,0.9814
../../../data/data_ADAM/test/a_noamd/N0068.jpg,a_noamd,0.658,0.658,0.3416
../../../data/data_ADAM/test/a_noamd/N0069.jpg,a_noamd,0.7285,0.7285,0.2715
../../../data/data_ADAM/test/a_noamd/N0070.jpg,a_noamd,0.75,0.75,0.2502
../../../data/data_ADAM/test/a_noamd/N0071.jpg,a_noamd,0.767,0.767,0.2327
../../../data/data_ADAM/test/a_noamd/N0072.jpg,a_noamd,0.7383,0.7383,0.2615
../../../data/data_ADAM/test/a_noamd/N0073.jpg,a_noamd,0.771,0.771,0.2289
../../../data/data_ADAM/test/a_noamd/N0074.jpg,a_noamd,0.762,0.762,0.2378
../../../data/data_ADAM/test/a_noamd/N0075.jpg,a_noamd,0.6406,0.6406,0.3596
../../../data/data_ADAM/test/a_noamd/N0076.jpg,a_noamd,0.744,0.744,0.2559
../../../data/data_ADAM/test/a_noamd/N0077.jpg,a_noamd,0.6987,0.6987,0.3013
../../../data/data_ADAM/test/a_noamd/N0078.jpg,a_noamd,0.7266,0.7266,0.2737
../../../data/data_ADAM/test/a_noamd/N0079.jpg,a_noamd,0.687,0.687,0.313
../../../data/data_ADAM/test/a_noamd/N0080.jpg,a_noamd,0.659,0.659,0.341
../../../data/data_ADAM/test/a_noamd/N0081.jpg,a_noamd,0.683,0.683,0.317
../../../data/data_ADAM/test/a_noamd/N0082.jpg,a_noamd,0.5884,0.5884,0.4116
../../../data/data_ADAM/test/a_noamd/N0083.jpg,a_noamd,0.772,0.772,0.2278
../../../data/data_ADAM/test/a_noamd/N0084.jpg,a_noamd,0.713,0.713,0.2874
../../../data/data_ADAM/test/a_noamd/N0085.jpg,b_amd,0.6655,0.3347,0.6655
../../../data/data_ADAM/test/a_noamd/N0086.jpg,b_amd,0.5835,0.4167,0.5835
../../../data/data_ADAM/test/a_noamd/N0087.jpg,a_noamd,0.5938,0.5938,0.4062
../../../data/data_ADAM/test/a_noamd/N0088.jpg,a_noamd,0.7114,0.7114,0.2886
../../../data/data_ADAM/test/a_noamd/N0089.jpg,a_noamd,0.747,0.747,0.253
../../../data/data_ADAM/test/a_noamd/N0090.jpg,a_noamd,0.7197,0.7197,0.2803
../../../data/data_ADAM/test/a_noamd/N0091.jpg,a_noamd,0.75,0.75,0.2502
../../../data/data_ADAM/test/a_noamd/N0092.jpg,a_noamd,0.748,0.748,0.252
../../../data/data_ADAM/test/a_noamd/N0093.jpg,a_noamd,0.743,0.743,0.257
../../../data/data_ADAM/test/a_noamd/N0094.jpg,a_noamd,0.755,0.755,0.2451
../../../data/data_ADAM/test/a_noamd/N0095.jpg,a_noamd,0.7524,0.7524,0.2474
../../../data/data_ADAM/test/a_noamd/N0096.jpg,a_noamd,0.7134,0.7134,0.2866
../../../data/data_ADAM/test/a_noamd/N0097.jpg,b_amd,0.934,0.06604,0.934
../../../data/data_ADAM/test/a_noamd/N0098.jpg,b_amd,0.824,0.1755,0.824
../../../data/data_ADAM/test/a_noamd/N0099.jpg,a_noamd,0.547,0.547,0.4531
../../../data/data_ADAM/test/a_noamd/N0100.jpg,b_amd,0.5493,0.4507,0.5493
../../../data/data_ADAM/test/a_noamd/N0101.jpg,b_amd,0.7354,0.2646,0.7354
../../../data/data_ADAM/test/a_noamd/N0102.jpg,a_noamd,0.7075,0.7075,0.2927
../../../data/data_ADAM/test/a_noamd/N0103.jpg,a_noamd,0.7485,0.7485,0.2515
../../../data/data_ADAM/test/a_noamd/N0104.jpg,a_noamd,0.7607,0.7607,0.2393
../../../data/data_ADAM/test/a_noamd/N0105.jpg,a_noamd,0.765,0.765,0.2346
../../../data/data_ADAM/test/a_noamd/N0106.jpg,a_noamd,0.539,0.539,0.4612
../../../data/data_ADAM/test/a_noamd/N0107.jpg,a_noamd,0.6484,0.6484,0.3518
../../../data/data_ADAM/test/a_noamd/N0108.jpg,a_noamd,0.6914,0.6914,0.3086
../../../data/data_ADAM/test/a_noamd/N0109.jpg,a_noamd,0.731,0.731,0.269
../../../data/data_ADAM/test/a_noamd/N0110.jpg,b_amd,0.615,0.3845,0.615
../../../data/data_ADAM/test/a_noamd/N0111.jpg,a_noamd,0.754,0.754,0.2461
../../../data/data_ADAM/test/a_noamd/N0112.jpg,a_noamd,0.7397,0.7397,0.2605
../../../data/data_ADAM/test/a_noamd/N0113.jpg,a_noamd,0.7383,0.7383,0.262
../../../data/data_ADAM/test/a_noamd/N0114.jpg,a_noamd,0.6973,0.6973,0.3027
../../../data/data_ADAM/test/a_noamd/N0115.jpg,a_noamd,0.5825,0.5825,0.4175
../../../data/data_ADAM/test/a_noamd/N0116.jpg,a_noamd,0.6997,0.6997,0.3003
../../../data/data_ADAM/test/a_noamd/N0117.jpg,a_noamd,0.7573,0.7573,0.2428
../../../data/data_ADAM/test/a_noamd/N0118.jpg,a_noamd,0.7573,0.7573,0.2428
../../../data/data_ADAM/test/a_noamd/N0119.jpg,a_noamd,0.7617,0.7617,0.2384
../../../data/data_ADAM/test/a_noamd/N0120.jpg,a_noamd,0.7334,0.7334,0.2668
../../../data/data_ADAM/test/a_noamd/N0121.jpg,a_noamd,0.726,0.726,0.274
../../../data/data_ADAM/test/a_noamd/N0122.jpg,a_noamd,0.7188,0.7188,0.2812
../../../data/data_ADAM/test/a_noamd/N0123.jpg,a_noamd,0.723,0.723,0.277
../../../data/data_ADAM/test/a_noamd/N0124.jpg,a_noamd,0.7246,0.7246,0.2754
../../../data/data_ADAM/test/a_noamd/N0125.jpg,b_amd,0.597,0.4028,0.597
../../../data/data_ADAM/test/a_noamd/N0126.jpg,b_amd,0.5283,0.4714,0.5283
../../../data/data_ADAM/test/a_noamd/N0127.jpg,a_noamd,0.723,0.723,0.277
../../../data/data_ADAM/test/a_noamd/N0128.jpg,b_amd,0.708,0.2917,0.708
../../../data/data_ADAM/test/a_noamd/N0129.jpg,b_amd,0.6226,0.3774,0.6226
../../../data/data_ADAM/test/a_noamd/N0130.jpg,a_noamd,0.7056,0.7056,0.2947
../../../data/data_ADAM/test/a_noamd/N0131.jpg,a_noamd,0.7617,0.7617,0.2384
../../../data/data_ADAM/test/a_noamd/N0132.jpg,a_noamd,0.6797,0.6797,0.3206
../../../data/data_ADAM/test/a_noamd/N0133.jpg,b_amd,0.6294,0.3704,0.6294
../../../data/data_ADAM/test/a_noamd/N0134.jpg,a_noamd,0.6753,0.6753,0.3247
../../../data/data_ADAM/test/a_noamd/N0135.jpg,a_noamd,0.7354,0.7354,0.2646
../../../data/data_ADAM/test/a_noamd/N0136.jpg,a_noamd,0.696,0.696,0.3042
../../../data/data_ADAM/test/a_noamd/N0137.jpg,a_noamd,0.7305,0.7305,0.2695
../../../data/data_ADAM/test/a_noamd/N0138.jpg,a_noamd,0.7563,0.7563,0.2435
../../../data/data_ADAM/test/a_noamd/N0139.jpg,a_noamd,0.7583,0.7583,0.2418
../../../data/data_ADAM/test/a_noamd/N0140.jpg,a_noamd,0.726,0.726,0.274
../../../data/data_ADAM/test/a_noamd/N0141.jpg,a_noamd,0.739,0.739,0.2612
../../../data/data_ADAM/test/a_noamd/N0142.jpg,a_noamd,0.7686,0.7686,0.2314
../../../data/data_ADAM/test/a_noamd/N0143.jpg,a_noamd,0.7417,0.7417,0.2583
../../../data/data_ADAM/test/a_noamd/N0144.jpg,a_noamd,0.7363,0.7363,0.2637
../../../data/data_ADAM/test/a_noamd/N0145.jpg,a_noamd,0.672,0.672,0.328
../../../data/data_ADAM/test/a_noamd/N0146.jpg,a_noamd,0.7744,0.7744,0.2256
../../../data/data_ADAM/test/a_noamd/N0147.jpg,a_noamd,0.7686,0.7686,0.2314
../../../data/data_ADAM/test/a_noamd/N0148.jpg,a_noamd,0.7417,0.7417,0.2583
../../../data/data_ADAM/test/a_noamd/N0149.jpg,a_noamd,0.7363,0.7363,0.2637
../../../data/data_ADAM/test/a_noamd/N0150.jpg,a_noamd,0.6294,0.6294,0.3706
../../../data/data_ADAM/test/a_noamd/N0151.jpg,a_noamd,0.626,0.626,0.374
../../../data/data_ADAM/test/a_noamd/N0152.jpg,a_noamd,0.6772,0.6772,0.3228
../../../data/data_ADAM/test/a_noamd/N0153.jpg,a_noamd,0.514,0.514,0.4858
../../../data/data_ADAM/test/a_noamd/N0154.jpg,a_noamd,0.665,0.665,0.3352
../../../data/data_ADAM/test/a_noamd/N0155.jpg,a_noamd,0.685,0.685,0.315
../../../data/data_ADAM/test/a_noamd/N0156.jpg,a_noamd,0.7476,0.7476,0.2527
../../../data/data_ADAM/test/a_noamd/N0157.jpg,a_noamd,0.7456,0.7456,0.2544
../../../data/data_ADAM/test/a_noamd/N0158.jpg,a_noamd,0.769,0.769,0.231
../../../data/data_ADAM/test/a_noamd/N0159.jpg,a_noamd,0.716,0.716,0.2844
../../../data/data_ADAM/test/a_noamd/N0160.jpg,a_noamd,0.65,0.65,0.3503
../../../data/data_ADAM/test/a_noamd/N0161.jpg,a_noamd,0.7476,0.7476,0.2524
../../../data/data_ADAM/test/a_noamd/N0162.jpg,b_amd,0.807,0.1929,0.807
../../../data/data_ADAM/test/a_noamd/N0163.jpg,b_amd,0.741,0.2588,0.741
../../../data/data_ADAM/test/a_noamd/N0164.jpg,a_noamd,0.6777,0.6777,0.3223
../../../data/data_ADAM/test/a_noamd/N0165.jpg,a_noamd,0.697,0.697,0.3035
../../../data/data_ADAM/test/a_noamd/N0166.jpg,a_noamd,0.683,0.683,0.317
../../../data/data_ADAM/test/a_noamd/N0167.jpg,a_noamd,0.717,0.717,0.2834
../../../data/data_ADAM/test/a_noamd/N0168.jpg,a_noamd,0.7593,0.7593,0.241
../../../data/data_ADAM/test/a_noamd/N0169.jpg,b_amd,0.6113,0.389,0.6113
../../../data/data_ADAM/test/a_noamd/N0170.jpg,a_noamd,0.766,0.766,0.2338
../../../data/data_ADAM/test/a_noamd/N0171.jpg,a_noamd,0.7744,0.7744,0.2257
../../../data/data_ADAM/test/a_noamd/N0172.jpg,a_noamd,0.7256,0.7256,0.2744
../../../data/data_ADAM/test/a_noamd/N0173.jpg,a_noamd,0.7686,0.7686,0.2316
../../../data/data_ADAM/test/a_noamd/N0174.jpg,a_noamd,0.75,0.75,0.2502
../../../data/data_ADAM/test/a_noamd/N0175.jpg,a_noamd,0.645,0.645,0.3552
../../../data/data_ADAM/test/a_noamd/N0176.jpg,a_noamd,0.566,0.566,0.434
../../../data/data_ADAM/test/a_noamd/N0177.jpg,a_noamd,0.742,0.742,0.2578
../../../data/data_ADAM/test/a_noamd/N0178.jpg,a_noamd,0.718,0.718,0.282
../../../data/data_ADAM/test/a_noamd/N0179.jpg,a_noamd,0.68,0.68,0.3198
../../../data/data_ADAM/test/a_noamd/N0180.jpg,b_amd,0.96,0.04004,0.96
../../../data/data_ADAM/test/a_noamd/N0181.jpg,b_amd,0.8984,0.1013,0.8984
../../../data/data_ADAM/test/a_noamd/N0182.jpg,a_noamd,0.701,0.701,0.2988
../../../data/data_ADAM/test/a_noamd/N0183.jpg,a_noamd,0.752,0.752,0.248
../../../data/data_ADAM/test/a_noamd/N0184.jpg,a_noamd,0.6855,0.6855,0.3147
../../../data/data_ADAM/test/a_noamd/N0185.jpg,a_noamd,0.7656,0.7656,0.2345
../../../data/data_ADAM/test/a_noamd/N0186.jpg,a_noamd,0.723,0.723,0.277
../../../data/data_ADAM/test/a_noamd/N0187.jpg,a_noamd,0.7153,0.7153,0.285
../../../data/data_ADAM/test/a_noamd/N0188.jpg,a_noamd,0.663,0.663,0.337
../../../data/data_ADAM/test/a_noamd/N0189.jpg,a_noamd,0.5366,0.5366,0.4634
../../../data/data_ADAM/test/a_noamd/N0190.jpg,a_noamd,0.543,0.543,0.457
../../../data/data_ADAM/test/a_noamd/N0191.jpg,b_amd,0.7427,0.2573,0.7427
../../../data/data_ADAM/test/a_noamd/N0192.jpg,b_amd,0.908,0.09186,0.908
../../../data/data_ADAM/test/a_noamd/N0193.jpg,a_noamd,0.622,0.622,0.3782
../../../data/data_ADAM/test/a_noamd/N0194.jpg,a_noamd,0.7466,0.7466,0.2534
../../../data/data_ADAM/test/a_noamd/N0195.jpg,b_amd,0.878,0.12195,0.878
../../../data/data_ADAM/test/a_noamd/N0196.jpg,a_noamd,0.766,0.766,0.2338
../../../data/data_ADAM/test/a_noamd/N0197.jpg,a_noamd,0.777,0.777,0.223
../../../data/data_ADAM/test/a_noamd/N0198.jpg,a_noamd,0.716,0.716,0.2842
../../../data/data_ADAM/test/a_noamd/N0199.jpg,a_noamd,0.681,0.681,0.319
../../../data/data_ADAM/test/a_noamd/N0200.jpg,b_amd,0.888,0.11194,0.888
../../../data/data_ADAM/test/a_noamd/N0201.jpg,b_amd,0.8364,0.1633,0.8364
../../../data/data_ADAM/test/a_noamd/N0202.jpg,b_amd,0.942,0.05798,0.942
../../../data/data_ADAM/test/a_noamd/N0203.jpg,b_amd,0.5693,0.4304,0.5693
../../../data/data_ADAM/test/a_noamd/N0204.jpg,a_noamd,0.737,0.737,0.2634
../../../data/data_ADAM/test/a_noamd/N0205.jpg,a_noamd,0.7573,0.7573,0.2427
../../../data/data_ADAM/test/a_noamd/N0206.jpg,a_noamd,0.724,0.724,0.276
../../../data/data_ADAM/test/a_noamd/N0207.jpg,a_noamd,0.728,0.728,0.2717
../../../data/data_ADAM/test/a_noamd/N0208.jpg,a_noamd,0.624,0.624,0.376
../../../data/data_ADAM/test/a_noamd/N0209.jpg,a_noamd,0.756,0.756,0.2443
../../../data/data_ADAM/test/a_noamd/N0210.jpg,a_noamd,0.7544,0.7544,0.2456
../../../data/data_ADAM/test/a_noamd/N0211.jpg,a_noamd,0.656,0.656,0.3442
../../../data/data_ADAM/test/a_noamd/N0212.jpg,a_noamd,0.56,0.56,0.4397
../../../data/data_ADAM/test/a_noamd/N0213.jpg,a_noamd,0.748,0.748,0.252
../../../data/data_ADAM/test/a_noamd/N0214.jpg,a_noamd,0.5767,0.5767,0.4233
../../../data/data_ADAM/test/a_noamd/N0215.jpg,a_noamd,0.712,0.712,0.2878
../../../data/data_ADAM/test/a_noamd/N0216.jpg,a_noamd,0.697,0.697,0.3035
../../../data/data_ADAM/test/a_noamd/N0217.jpg,a_noamd,0.7266,0.7266,0.2734
../../../data/data_ADAM/test/a_noamd/N0218.jpg,a_noamd,0.7188,0.7188,0.2812
../../../data/data_ADAM/test/a_noamd/N0219.jpg,a_noamd,0.6426,0.6426,0.3574
../../../data/data_ADAM/test/a_noamd/N0220.jpg,b_amd,0.654,0.3464,0.654
../../../data/data_ADAM/test/a_noamd/N0221.jpg,b_amd,0.6055,0.3948,0.6055
../../../data/data_ADAM/test/a_noamd/N0222.jpg,a_noamd,0.618,0.618,0.3818
../../../data/data_ADAM/test/a_noamd/N0223.jpg,a_noamd,0.782,0.782,0.2178
../../../data/data_ADAM/test/a_noamd/N0224.jpg,a_noamd,0.6865,0.6865,0.3132
../../../data/data_ADAM/test/a_noamd/N0225.jpg,a_noamd,0.769,0.769,0.2308
../../../data/data_ADAM/test/a_noamd/N0226.jpg,a_noamd,0.815,0.815,0.185
../../../data/data_ADAM/test/a_noamd/N0227.jpg,a_noamd,0.64,0.64,0.3596
../../../data/data_ADAM/test/a_noamd/N0228.jpg,a_noamd,0.5723,0.5723,0.4277
../../../data/data_ADAM/test/a_noamd/N0229.jpg,b_amd,0.513,0.4868,0.513
../../../data/data_ADAM/test/a_noamd/N0230.jpg,b_amd,0.691,0.3088,0.691
../../../data/data_ADAM/test/a_noamd/N0231.jpg,b_amd,0.5005,0.4993,0.5005
../../../data/data_ADAM/test/a_noamd/N0232.jpg,a_noamd,0.603,0.603,0.397
../../../data/data_ADAM/test/a_noamd/N0233.jpg,a_noamd,0.7646,0.7646,0.2355
../../../data/data_ADAM/test/a_noamd/N0234.jpg,a_noamd,0.7734,0.7734,0.2267
../../../data/data_ADAM/test/a_noamd/N0235.jpg,a_noamd,0.756,0.756,0.2443
../../../data/data_ADAM/test/a_noamd/N0236.jpg,a_noamd,0.767,0.767,0.2332
../../../data/data_ADAM/test/a_noamd/N0237.jpg,a_noamd,0.533,0.533,0.4668
../../../data/data_ADAM/test/a_noamd/N0238.jpg,b_amd,0.7227,0.2773,0.7227
../../../data/data_ADAM/test/a_noamd/N0239.jpg,a_noamd,0.776,0.776,0.2244
../../../data/data_ADAM/test/a_noamd/N0240.jpg,a_noamd,0.7485,0.7485,0.2512
../../../data/data_ADAM/test/a_noamd/N0241.jpg,b_amd,0.5474,0.4524,0.5474
../../../data/data_ADAM/test/a_noamd/N0242.jpg,a_noamd,0.672,0.672,0.3281
../../../data/data_ADAM/test/a_noamd/N0243.jpg,a_noamd,0.6626,0.6626,0.3374
../../../data/data_ADAM/test/a_noamd/N0244.jpg,a_noamd,0.5757,0.5757,0.424
../../../data/data_ADAM/test/a_noamd/N0245.jpg,a_noamd,0.753,0.753,0.2468
../../../data/data_ADAM/test/a_noamd/N0246.jpg,a_noamd,0.751,0.751,0.2493
../../../data/data_ADAM/test/a_noamd/N0247.jpg,a_noamd,0.731,0.731,0.269
../../../data/data_ADAM/test/a_noamd/N0248.jpg,a_noamd,0.7393,0.7393,0.261
../../../data/data_ADAM/test/a_noamd/N0249.jpg,a_noamd,0.698,0.698,0.3018
../../../data/data_ADAM/test/a_noamd/N0250.jpg,a_noamd,0.678,0.678,0.3218
../../../data/data_ADAM/test/a_noamd/N0251.jpg,b_amd,0.8877,0.1122,0.8877
../../../data/data_ADAM/test/a_noamd/N0252.jpg,b_amd,0.693,0.3071,0.693
../../../data/data_ADAM/test/a_noamd/N0253.jpg,b_amd,0.62,0.3801,0.62
../../../data/data_ADAM/test/a_noamd/N0254.jpg,b_amd,0.8364,0.1635,0.8364
../../../data/data_ADAM/test/a_noamd/N0255.jpg,b_amd,0.5356,0.4646,0.5356
../../../data/data_ADAM/test/a_noamd/N0256.jpg,a_noamd,0.6455,0.6455,0.3547
../../../data/data_ADAM/test/a_noamd/N0257.jpg,a_noamd,0.5977,0.5977,0.4023
../../../data/data_ADAM/test/a_noamd/N0258.jpg,a_noamd,0.693,0.693,0.3074
../../../data/data_ADAM/test/a_noamd/N0259.jpg,a_noamd,0.6455,0.6455,0.3545
../../../data/data_ADAM/test/a_noamd/N0260.jpg,a_noamd,0.569,0.569,0.4312
../../../data/data_ADAM/test/a_noamd/N0261.jpg,a_noamd,0.714,0.714,0.2864
../../../data/data_ADAM/test/a_noamd/N0262.jpg,a_noamd,0.6436,0.6436,0.3567
../../../data/data_ADAM/test/a_noamd/N0263.jpg,a_noamd,0.626,0.626,0.3743
../../../data/data_ADAM/test/a_noamd/N0264.jpg,a_noamd,0.608,0.608,0.3923
../../../data/data_ADAM/test/a_noamd/N0265.jpg,a_noamd,0.712,0.712,0.288
../../../data/data_ADAM/test/a_noamd/N0266.jpg,b_amd,0.6104,0.39,0.6104
../../../data/data_ADAM/test/a_noamd/N0267.jpg,a_noamd,0.6973,0.6973,0.3027
../../../data/data_ADAM/test/a_noamd/N0268.jpg,b_amd,0.8013,0.1986,0.8013
../../../data/data_ADAM/test/a_noamd/N0269.jpg,a_noamd,0.5317,0.5317,0.4683
../../../data/data_ADAM/test/a_noamd/N0270.jpg,a_noamd,0.636,0.636,0.3638
../../../data/data_ADAM/test/a_noamd/N0271.jpg,b_amd,0.567,0.4333,0.567
../../../data/data_ADAM/test/a_noamd/N0272.jpg,b_amd,0.712,0.2883,0.712
../../../data/data_ADAM/test/a_noamd/N0273.jpg,a_noamd,0.604,0.604,0.396
../../../data/data_ADAM/test/a_noamd/N0274.jpg,a_noamd,0.7295,0.7295,0.2705
../../../data/data_ADAM/test/a_noamd/N0275.jpg,a_noamd,0.7344,0.7344,0.2656
../../../data/data_ADAM/test/a_noamd/N0276.jpg,b_amd,0.6216,0.3784,0.6216
../../../data/data_ADAM/test/a_noamd/N0277.jpg,a_noamd,0.575,0.575,0.4248
../../../data/data_ADAM/test/a_noamd/N0278.jpg,a_noamd,0.723,0.723,0.2769
../../../data/data_ADAM/test/a_noamd/N0279.jpg,a_noamd,0.661,0.661,0.339
../../../data/data_ADAM/test/a_noamd/N0280.jpg,a_noamd,0.678,0.678,0.322
../../../data/data_ADAM/test/a_noamd/N0281.jpg,a_noamd,0.566,0.566,0.434
../../../data/data_ADAM/test/a_noamd/N0282.jpg,a_noamd,0.686,0.686,0.3137
../../../data/data_ADAM/test/a_noamd/N0283.jpg,a_noamd,0.6616,0.6616,0.3384
../../../data/data_ADAM/test/a_noamd/N0284.jpg,a_noamd,0.7334,0.7334,0.2664
../../../data/data_ADAM/test/a_noamd/N0285.jpg,a_noamd,0.7144,0.7144,0.2856
../../../data/data_ADAM/test/a_noamd/N0286.jpg,a_noamd,0.7354,0.7354,0.265
../../../data/data_ADAM/test/a_noamd/N0287.jpg,a_noamd,0.7324,0.7324,0.2676
../../../data/data_ADAM/test/a_noamd/N0288.jpg,a_noamd,0.7075,0.7075,0.2925
../../../data/data_ADAM/test/a_noamd/N0289.jpg,a_noamd,0.76,0.76,0.24
../../../data/data_ADAM/test/a_noamd/N0290.jpg,a_noamd,0.661,0.661,0.3389
../../../data/data_ADAM/test/a_noamd/N0291.jpg,a_noamd,0.724,0.724,0.276
../../../data/data_ADAM/test/a_noamd/N0292.jpg,a_noamd,0.5815,0.5815,0.4187
