image_path,predicted_class,confidence,prob_anormal,prob_cglaucoma
../../../data/data_VEIRC/test/anormal/image_020_10.jpg,cglaucoma,0.6226,0.3774,0.6226
../../../data/data_VEIRC/test/anormal/image_021_26.jpg,cglaucoma,0.649,0.351,0.649
../../../data/data_VEIRC/test/anormal/image_022_55.jpg,cglaucoma,0.5034,0.4963,0.5034
../../../data/data_VEIRC/test/anormal/image_023_103.jpg,cglaucoma,0.597,0.4028,0.597
../../../data/data_VEIRC/test/anormal/image_024_200.jpg,cglaucoma,0.77,0.2297,0.77
../../../data/data_VEIRC/test/anormal/image_025_99.jpg,anormal,0.567,0.567,0.4329
../../../data/data_VEIRC/test/anormal/image_026_146.jpg,cglaucoma,0.6187,0.3813,0.6187
../../../data/data_VEIRC/test/anormal/image_027_32.jpg,anormal,0.591,0.591,0.409
../../../data/data_VEIRC/test/anormal/image_028_96.jpg,cglaucoma,0.617,0.3826,0.617
../../../data/data_VEIRC/test/anormal/image_029_217.jpg,cglaucoma,0.628,0.372,0.628
../../../data/data_VEIRC/test/anormal/image_030_219.jpg,anormal,0.512,0.512,0.488
../../../data/data_VEIRC/test/anormal/image_031_49.jpg,cglaucoma,0.569,0.431,0.569
../../../data/data_VEIRC/test/anormal/image_032_39.jpg,cglaucoma,0.597,0.403,0.597
../../../data/data_VEIRC/test/anormal/image_033_187.jpg,cglaucoma,0.5596,0.4404,0.5596
../../../data/data_VEIRC/test/anormal/image_034_36.jpg,anormal,0.5796,0.5796,0.4207
../../../data/data_VEIRC/test/anormal/image_035_160.jpg,cglaucoma,0.6167,0.383,0.6167
../../../data/data_VEIRC/test/anormal/image_036_25.jpg,cglaucoma,0.6655,0.3342,0.6655
../../../data/data_VEIRC/test/anormal/image_037_178.jpg,cglaucoma,0.576,0.424,0.576
../../../data/data_VEIRC/test/anormal/image_038_95.jpg,cglaucoma,0.7866,0.2134,0.7866
../../../data/data_VEIRC/test/anormal/image_039_12.jpg,anormal,0.562,0.562,0.4382
../../../data/data_VEIRC/test/anormal/image_040_16.jpg,cglaucoma,0.6406,0.3596,0.6406
../../../data/data_VEIRC/test/anormal/image_041_108.jpg,cglaucoma,0.589,0.4114,0.589
../../../data/data_VEIRC/test/anormal/image_042_63.jpg,anormal,0.5083,0.5083,0.492
../../../data/data_VEIRC/test/anormal/image_043_54.jpg,cglaucoma,0.5825,0.4172,0.5825
../../../data/data_VEIRC/test/anormal/image_044_70.jpg,cglaucoma,0.5874,0.4124,0.5874
../../../data/data_VEIRC/test/anormal/image_045_182.jpg,cglaucoma,0.5845,0.4155,0.5845
../../../data/data_VEIRC/test/anormal/image_046_64.jpg,cglaucoma,0.617,0.3828,0.617
../../../data/data_VEIRC/test/anormal/image_047_143.jpg,cglaucoma,0.627,0.373,0.627
../../../data/data_VEIRC/test/anormal/image_048_130.jpg,cglaucoma,0.6123,0.388,0.6123
../../../data/data_VEIRC/test/anormal/image_049_105.jpg,cglaucoma,0.6074,0.3926,0.6074
../../../data/data_VEIRC/test/anormal/image_050_163.jpg,cglaucoma,0.577,0.4229,0.577
../../../data/data_VEIRC/test/anormal/image_051_190.jpg,cglaucoma,0.634,0.3662,0.634
../../../data/data_VEIRC/test/anormal/image_052_3.jpg,cglaucoma,0.69,0.31,0.69
../../../data/data_VEIRC/test/anormal/image_053_136.jpg,cglaucoma,0.6387,0.361,0.6387
../../../data/data_VEIRC/test/anormal/image_054_158.jpg,anormal,0.52,0.52,0.48
../../../data/data_VEIRC/test/anormal/image_055_139.jpg,cglaucoma,0.5366,0.4631,0.5366
../../../data/data_VEIRC/test/anormal/image_056_142.jpg,cglaucoma,0.569,0.4314,0.569
../../../data/data_VEIRC/test/anormal/image_057_109.jpg,cglaucoma,0.548,0.452,0.548
../../../data/data_VEIRC/test/anormal/image_058_118.jpg,cglaucoma,0.5664,0.4336,0.5664
../../../data/data_VEIRC/test/anormal/image_059_220.jpg,anormal,0.5093,0.5093,0.4905
../../../data/data_VEIRC/test/anormal/image_060_79.jpg,cglaucoma,0.7104,0.2898,0.7104
../../../data/data_VEIRC/test/anormal/image_061_44.jpg,cglaucoma,0.643,0.357,0.643
../../../data/data_VEIRC/test/anormal/image_062_135.jpg,cglaucoma,0.584,0.4158,0.584
../../../data/data_VEIRC/test/anormal/image_063_110.jpg,cglaucoma,0.5396,0.4604,0.5396
../../../data/data_VEIRC/test/anormal/image_064_164.jpg,cglaucoma,0.625,0.375,0.625
../../../data/data_VEIRC/test/anormal/image_065_92.jpg,cglaucoma,0.519,0.481,0.519
../../../data/data_VEIRC/test/anormal/image_066_218.jpg,cglaucoma,0.512,0.4878,0.512
../../../data/data_VEIRC/test/anormal/image_067_127.jpg,cglaucoma,0.6045,0.3955,0.6045
../../../data/data_VEIRC/test/anormal/image_068_173.jpg,anormal,0.5513,0.5513,0.4485
../../../data/data_VEIRC/test/anormal/image_069_184.jpg,cglaucoma,0.62,0.3801,0.62
../../../data/data_VEIRC/test/anormal/image_070_212.jpg,anormal,0.5176,0.5176,0.4827
../../../data/data_VEIRC/test/anormal/image_071_154.jpg,anormal,0.52,0.52,0.4802
../../../data/data_VEIRC/test/anormal/image_072_102.jpg,cglaucoma,0.577,0.4229,0.577
../../../data/data_VEIRC/test/anormal/image_073_179.jpg,anormal,0.658,0.658,0.3418
../../../data/data_VEIRC/test/anormal/image_074_37.jpg,anormal,0.559,0.559,0.4407
../../../data/data_VEIRC/test/anormal/image_075_195.jpg,cglaucoma,0.61,0.3901,0.61
../../../data/data_VEIRC/test/anormal/image_076_33.jpg,cglaucoma,0.674,0.3262,0.674
../../../data/data_VEIRC/test/anormal/image_077_201.jpg,cglaucoma,0.656,0.3442,0.656
../../../data/data_VEIRC/test/anormal/image_078_67.jpg,anormal,0.5093,0.5093,0.4907
../../../data/data_VEIRC/test/anormal/image_079_15.jpg,cglaucoma,0.5005,0.4995,0.5005
../../../data/data_VEIRC/test/anormal/image_080_157.jpg,cglaucoma,0.6157,0.384,0.6157
../../../data/data_VEIRC/test/anormal/image_081_153.jpg,cglaucoma,0.5767,0.4233,0.5767
../../../data/data_VEIRC/test/anormal/image_082_9.jpg,cglaucoma,0.6665,0.3335,0.6665
../../../data/data_VEIRC/test/anormal/image_083_30.jpg,cglaucoma,0.7144,0.2854,0.7144
../../../data/data_VEIRC/test/anormal/image_084_34.jpg,cglaucoma,0.6304,0.3696,0.6304
../../../data/data_VEIRC/test/anormal/image_085_61.jpg,cglaucoma,0.72,0.28,0.72
../../../data/data_VEIRC/test/anormal/image_086_24.jpg,anormal,0.56,0.56,0.44
../../../data/data_VEIRC/test/anormal/image_087_210.jpg,cglaucoma,0.5923,0.408,0.5923
../../../data/data_VEIRC/test/anormal/image_088_175.jpg,anormal,0.5005,0.5005,0.4993
../../../data/data_VEIRC/test/anormal/image_089_38.jpg,cglaucoma,0.6455,0.3547,0.6455
../../../data/data_VEIRC/test/anormal/image_090_145.jpg,cglaucoma,0.574,0.4255,0.574
../../../data/data_VEIRC/test/anormal/image_091_223.jpg,cglaucoma,0.6597,0.3403,0.6597
../../../data/data_VEIRC/test/anormal/image_092_1.jpg,cglaucoma,0.644,0.356,0.644
../../../data/data_VEIRC/test/anormal/image_093_140.jpg,cglaucoma,0.6665,0.3335,0.6665
../../../data/data_VEIRC/test/anormal/image_094_150.jpg,cglaucoma,0.607,0.3928,0.607
../../../data/data_VEIRC/test/anormal/image_095_11.jpg,cglaucoma,0.657,0.343,0.657
../../../data/data_VEIRC/test/anormal/image_096_98.jpg,cglaucoma,0.67,0.3303,0.67
../../../data/data_VEIRC/test/anormal/image_097_176.jpg,cglaucoma,0.6357,0.3643,0.6357
../../../data/data_VEIRC/test/anormal/image_098_205.jpg,cglaucoma,0.7104,0.2893,0.7104
../../../data/data_VEIRC/test/anormal/image_099_22.jpg,cglaucoma,0.768,0.2319,0.768
../../../data/data_VEIRC/test/anormal/image_100_196.jpg,cglaucoma,0.555,0.4448,0.555
../../../data/data_VEIRC/test/anormal/image_101_222.jpg,anormal,0.503,0.503,0.4968
../../../data/data_VEIRC/test/anormal/image_102_155.jpg,cglaucoma,0.5674,0.4326,0.5674
../../../data/data_VEIRC/test/anormal/image_103_204.jpg,cglaucoma,0.682,0.3176,0.682
../../../data/data_VEIRC/test/anormal/image_104_2.jpg,cglaucoma,0.69,0.3103,0.69
../../../data/data_VEIRC/test/anormal/image_105_0.jpg,cglaucoma,0.5337,0.4666,0.5337
../../../data/data_VEIRC/test/anormal/image_106_141.jpg,anormal,0.5015,0.5015,0.4985
../../../data/data_VEIRC/test/anormal/image_107_166.jpg,cglaucoma,0.6777,0.3223,0.6777
../../../data/data_VEIRC/test/anormal/image_108_188.jpg,cglaucoma,0.6333,0.3665,0.6333
../../../data/data_VEIRC/test/anormal/image_109_76.jpg,anormal,0.5396,0.5396,0.4607
../../../data/data_VEIRC/test/anormal/image_110_199.jpg,cglaucoma,0.703,0.297,0.703
../../../data/data_VEIRC/test/anormal/image_111_58.jpg,cglaucoma,0.7344,0.2656,0.7344
../../../data/data_VEIRC/test/anormal/image_112_111.jpg,cglaucoma,0.7285,0.2712,0.7285
../../../data/data_VEIRC/test/anormal/image_113_224.jpg,cglaucoma,0.6006,0.3992,0.6006
../../../data/data_VEIRC/test/anormal/image_114_57.jpg,anormal,0.637,0.637,0.3628
../../../data/data_VEIRC/test/anormal/image_115_121.jpg,cglaucoma,0.6406,0.3591,0.6406
../../../data/data_VEIRC/test/anormal/image_116_69.jpg,cglaucoma,0.797,0.2031,0.797
../../../data/data_VEIRC/test/anormal/image_117_211.jpg,cglaucoma,0.811,0.1891,0.811
../../../data/data_VEIRC/test/anormal/image_118_101.jpg,anormal,0.5522,0.5522,0.448
../../../data/data_VEIRC/test/anormal/image_119_194.jpg,cglaucoma,0.548,0.4524,0.548
../../../data/data_VEIRC/test/anormal/image_120_17.jpg,anormal,0.5083,0.5083,0.4915
../../../data/data_VEIRC/test/anormal/image_121_189.jpg,cglaucoma,0.641,0.359,0.641
../../../data/data_VEIRC/test/anormal/image_122_6.jpg,cglaucoma,0.5005,0.4995,0.5005
../../../data/data_VEIRC/test/anormal/image_123_35.jpg,cglaucoma,0.512,0.4878,0.512
../../../data/data_VEIRC/test/anormal/image_124_126.jpg,cglaucoma,0.704,0.2957,0.704
../../../data/data_VEIRC/test/anormal/image_125_183.jpg,cglaucoma,0.658,0.3418,0.658
../../../data/data_VEIRC/test/anormal/image_126_177.jpg,cglaucoma,0.6914,0.3088,0.6914
../../../data/data_VEIRC/test/anormal/image_127_43.jpg,cglaucoma,0.66,0.3398,0.66
../../../data/data_VEIRC/test/anormal/image_128_60.jpg,cglaucoma,0.6406,0.3591,0.6406
../../../data/data_VEIRC/test/anormal/image_129_156.jpg,cglaucoma,0.675,0.3252,0.675
../../../data/data_VEIRC/test/anormal/image_130_104.jpg,anormal,0.5156,0.5156,0.4846
../../../data/data_VEIRC/test/anormal/image_131_131.jpg,cglaucoma,0.6777,0.3223,0.6777
../../../data/data_VEIRC/test/anormal/image_132_52.jpg,cglaucoma,0.718,0.282,0.718
../../../data/data_VEIRC/test/anormal/image_133_75.jpg,anormal,0.557,0.557,0.4429
../../../data/data_VEIRC/test/anormal/image_134_97.jpg,anormal,0.5024,0.5024,0.4978
../../../data/data_VEIRC/test/anormal/image_135_90.jpg,cglaucoma,0.675,0.3252,0.675
../../../data/data_VEIRC/test/anormal/image_136_128.jpg,cglaucoma,0.663,0.337,0.663
../../../data/data_VEIRC/test/anormal/image_137_87.jpg,cglaucoma,0.5684,0.4316,0.5684
../../../data/data_VEIRC/test/anormal/image_138_19.jpg,cglaucoma,0.6514,0.3489,0.6514
../../../data/data_VEIRC/test/anormal/image_139_167.jpg,cglaucoma,0.682,0.318,0.682
../../../data/data_VEIRC/test/anormal/image_140_27.jpg,anormal,0.643,0.643,0.357
../../../data/data_VEIRC/test/anormal/image_141_18.jpg,cglaucoma,0.53,0.4702,0.53
../../../data/data_VEIRC/test/anormal/image_142_159.jpg,cglaucoma,0.6597,0.3403,0.6597
../../../data/data_VEIRC/test/anormal/image_143_107.jpg,cglaucoma,0.619,0.3806,0.619
../../../data/data_VEIRC/test/anormal/image_144_180.jpg,anormal,0.5483,0.5483,0.4517
../../../data/data_VEIRC/test/anormal/image_145_78.jpg,cglaucoma,0.5444,0.4556,0.5444
../../../data/data_VEIRC/test/anormal/image_146_85.jpg,cglaucoma,0.5835,0.4167,0.5835
../../../data/data_VEIRC/test/anormal/image_147_193.jpg,anormal,0.561,0.561,0.439
../../../data/data_VEIRC/test/anormal/image_148_216.jpg,cglaucoma,0.6104,0.3894,0.6104
../../../data/data_VEIRC/test/anormal/image_149_134.jpg,anormal,0.5615,0.5615,0.4385
../../../data/data_VEIRC/test/anormal/image_150_198.jpg,anormal,0.5796,0.5796,0.4202
../../../data/data_VEIRC/test/anormal/image_151_31.jpg,cglaucoma,0.5093,0.4905,0.5093
../../../data/data_VEIRC/test/anormal/image_152_169.jpg,anormal,0.521,0.521,0.4788
../../../data/data_VEIRC/test/anormal/image_153_213.jpg,anormal,0.5693,0.5693,0.4307
../../../data/data_VEIRC/test/anormal/image_154_23.jpg,anormal,0.669,0.669,0.331
../../../data/data_VEIRC/test/anormal/image_155_151.jpg,cglaucoma,0.696,0.3042,0.696
../../../data/data_VEIRC/test/anormal/image_156_72.jpg,cglaucoma,0.7817,0.218,0.7817
../../../data/data_VEIRC/test/anormal/image_157_115.jpg,anormal,0.63,0.63,0.37
../../../data/data_VEIRC/test/anormal/image_158_191.jpg,anormal,0.6226,0.6226,0.3774
../../../data/data_VEIRC/test/anormal/image_159_162.jpg,cglaucoma,0.53,0.47,0.53
../../../data/data_VEIRC/test/anormal/image_160_124.jpg,cglaucoma,0.5273,0.4727,0.5273
../../../data/data_VEIRC/test/anormal/image_161_62.jpg,cglaucoma,0.745,0.2551,0.745
../../../data/data_VEIRC/test/anormal/image_162_48.jpg,cglaucoma,0.756,0.2441,0.756
../../../data/data_VEIRC/test/anormal/image_163_206.jpg,cglaucoma,0.791,0.209,0.791
../../../data/data_VEIRC/test/anormal/image_164_215.jpg,cglaucoma,0.7515,0.2485,0.7515
../../../data/data_VEIRC/test/anormal/image_165_77.jpg,cglaucoma,0.56,0.44,0.56
../../../data/data_VEIRC/test/anormal/image_166_129.jpg,cglaucoma,0.625,0.3748,0.625
../../../data/data_VEIRC/test/anormal/image_167_138.jpg,cglaucoma,0.611,0.3892,0.611
../../../data/data_VEIRC/test/anormal/image_168_113.jpg,cglaucoma,0.7354,0.2646,0.7354
../../../data/data_VEIRC/test/anormal/image_169_119.jpg,anormal,0.619,0.619,0.3809
../../../data/data_VEIRC/test/anormal/image_170_133.jpg,anormal,0.5654,0.5654,0.4343
../../../data/data_VEIRC/test/anormal/image_171_203.jpg,anormal,0.7485,0.7485,0.2517
../../../data/data_VEIRC/test/anormal/image_172_137.jpg,anormal,0.7515,0.7515,0.2483
../../../data/data_VEIRC/test/anormal/image_173_83.jpg,cglaucoma,0.501,0.4988,0.501
../../../data/data_VEIRC/test/anormal/image_174_123.jpg,anormal,0.5454,0.5454,0.4546
../../../data/data_VEIRC/test/anormal/image_175_91.jpg,cglaucoma,0.7217,0.278,0.7217
../../../data/data_VEIRC/test/anormal/image_176_161.jpg,cglaucoma,0.68,0.32,0.68
../../../data/data_VEIRC/test/anormal/image_177_112.jpg,cglaucoma,0.523,0.477,0.523
../../../data/data_VEIRC/test/anormal/image_178_46.jpg,cglaucoma,0.5215,0.4788,0.5215
../../../data/data_VEIRC/test/anormal/image_179_84.jpg,anormal,0.632,0.632,0.368
../../../data/data_VEIRC/test/anormal/image_180_53.jpg,cglaucoma,0.601,0.399,0.601
../../../data/data_VEIRC/test/anormal/image_181_207.jpg,cglaucoma,0.6836,0.3162,0.6836
../../../data/data_VEIRC/test/anormal/image_182_171.jpg,cglaucoma,0.557,0.4426,0.557
../../../data/data_VEIRC/test/anormal/image_183_40.jpg,cglaucoma,0.5176,0.4822,0.5176
../../../data/data_VEIRC/test/anormal/image_184_197.jpg,anormal,0.561,0.561,0.439
../../../data/data_VEIRC/test/anormal/image_185_185.jpg,anormal,0.7827,0.7827,0.217
../../../data/data_VEIRC/test/anormal/image_186_114.jpg,anormal,0.841,0.841,0.159
../../../data/data_VEIRC/test/anormal/image_187_100.jpg,anormal,0.5156,0.5156,0.4844
../../../data/data_VEIRC/test/anormal/image_188_192.jpg,cglaucoma,0.614,0.386,0.614
../../../data/data_VEIRC/test/anormal/image_189_149.jpg,anormal,0.6914,0.6914,0.3083
../../../data/data_VEIRC/test/anormal/image_190_7.jpg,anormal,0.7007,0.7007,0.299
../../../data/data_VEIRC/test/anormal/image_191_8.jpg,anormal,0.511,0.511,0.489
../../../data/data_VEIRC/test/anormal/image_192_68.jpg,cglaucoma,0.525,0.475,0.525
../../../data/data_VEIRC/test/anormal/image_193_51.jpg,cglaucoma,0.6504,0.3496,0.6504
../../../data/data_VEIRC/test/anormal/image_194_88.jpg,anormal,0.5234,0.5234,0.4766
../../../data/data_VEIRC/test/anormal/image_195_106.jpg,anormal,0.5737,0.5737,0.4263
../../../data/data_VEIRC/test/anormal/image_196_80.jpg,cglaucoma,0.532,0.4675,0.532
../../../data/data_VEIRC/test/anormal/image_197_28.jpg,cglaucoma,0.5503,0.4497,0.5503
../../../data/data_VEIRC/test/anormal/image_198_66.jpg,cglaucoma,0.6123,0.3877,0.6123
../../../data/data_VEIRC/test/anormal/image_199_94.jpg,anormal,0.514,0.514,0.4858
../../../data/data_VEIRC/test/anormal/image_200_45.jpg,cglaucoma,0.666,0.334,0.666
../../../data/data_VEIRC/test/anormal/image_201_81.jpg,cglaucoma,0.6025,0.3977,0.6025
../../../data/data_VEIRC/test/anormal/image_202_14.jpg,cglaucoma,0.6445,0.3557,0.6445
../../../data/data_VEIRC/test/anormal/image_203_181.jpg,anormal,0.547,0.547,0.4534
../../../data/data_VEIRC/test/anormal/image_204_208.jpg,anormal,0.7217,0.7217,0.2783
../../../data/data_VEIRC/test/anormal/image_205_29.jpg,cglaucoma,0.5024,0.4976,0.5024
../../../data/data_VEIRC/test/anormal/image_206_186.jpg,anormal,0.6978,0.6978,0.3025
../../../data/data_VEIRC/test/anormal/image_207_221.jpg,anormal,0.6094,0.6094,0.3909
../../../data/data_VEIRC/test/anormal/image_208_20.jpg,cglaucoma,0.509,0.4915,0.509
../../../data/data_VEIRC/test/anormal/image_209_42.jpg,cglaucoma,0.5654,0.4346,0.5654
../../../data/data_VEIRC/test/anormal/image_210_73.jpg,cglaucoma,0.601,0.399,0.601
../../../data/data_VEIRC/test/anormal/image_211_152.jpg,cglaucoma,0.6836,0.3162,0.6836
../../../data/data_VEIRC/test/anormal/image_212_47.jpg,cglaucoma,0.5933,0.407,0.5933
../../../data/data_VEIRC/test/anormal/image_213_144.jpg,cglaucoma,0.5366,0.4634,0.5366
../../../data/data_VEIRC/test/anormal/image_214_89.jpg,anormal,0.571,0.571,0.4292
../../../data/data_VEIRC/test/anormal/image_215_147.jpg,cglaucoma,0.675,0.325,0.675
../../../data/data_VEIRC/test/anormal/image_216_74.jpg,cglaucoma,0.624,0.376,0.624
../../../data/data_VEIRC/test/anormal/image_217_117.jpg,cglaucoma,0.6143,0.3855,0.6143
../../../data/data_VEIRC/test/anormal/image_218_122.jpg,cglaucoma,0.6553,0.3447,0.6553
../../../data/data_VEIRC/test/anormal/image_219_21.jpg,cglaucoma,0.8184,0.1816,0.8184
../../../data/data_VEIRC/test/anormal/image_220_86.jpg,cglaucoma,0.7173,0.283,0.7173
../../../data/data_VEIRC/test/anormal/image_221_132.jpg,cglaucoma,0.6646,0.3352,0.6646
../../../data/data_VEIRC/test/anormal/image_222_174.jpg,cglaucoma,0.7837,0.2163,0.7837
../../../data/data_VEIRC/test/anormal/image_223_172.jpg,cglaucoma,0.7847,0.2153,0.7847
../../../data/data_VEIRC/test/anormal/image_224_165.jpg,cglaucoma,0.6904,0.3098,0.6904
../../../data/data_VEIRC/test/anormal/image_225_148.jpg,cglaucoma,0.5923,0.4077,0.5923
../../../data/data_VEIRC/test/cglaucoma/image_001_250.jpg,cglaucoma,0.597,0.4028,0.597
../../../data/data_VEIRC/test/cglaucoma/image_002_252.jpg,cglaucoma,0.686,0.3142,0.686
../../../data/data_VEIRC/test/cglaucoma/image_003_234.jpg,cglaucoma,0.728,0.272,0.728
../../../data/data_VEIRC/test/cglaucoma/image_004_238.jpg,cglaucoma,0.723,0.277,0.723
../../../data/data_VEIRC/test/cglaucoma/image_005_228.jpg,cglaucoma,0.697,0.3035,0.697
../../../data/data_VEIRC/test/cglaucoma/image_006_225.jpg,anormal,0.549,0.549,0.4512
../../../data/data_VEIRC/test/cglaucoma/image_007_226.jpg,cglaucoma,0.7007,0.299,0.7007
../../../data/data_VEIRC/test/cglaucoma/image_008_245.jpg,anormal,0.5806,0.5806,0.4197
../../../data/data_VEIRC/test/cglaucoma/image_009_247.jpg,cglaucoma,0.685,0.315,0.685
../../../data/data_VEIRC/test/cglaucoma/image_010_232.jpg,cglaucoma,0.679,0.321,0.679
../../../data/data_VEIRC/test/cglaucoma/image_011_254.jpg,cglaucoma,0.511,0.4885,0.511
../../../data/data_VEIRC/test/cglaucoma/image_012_236.jpg,cglaucoma,0.611,0.389,0.611
../../../data/data_VEIRC/test/cglaucoma/image_013_239.jpg,cglaucoma,0.683,0.3171,0.683
../../../data/data_VEIRC/test/cglaucoma/image_014_237.jpg,cglaucoma,0.6377,0.3623,0.6377
../../../data/data_VEIRC/test/cglaucoma/image_015_253.jpg,cglaucoma,0.7275,0.2725,0.7275
../../../data/data_VEIRC/test/cglaucoma/image_016_240.jpg,cglaucoma,0.631,0.369,0.631
../../../data/data_VEIRC/test/cglaucoma/image_017_241.jpg,anormal,0.5684,0.5684,0.4316
../../../data/data_VEIRC/test/cglaucoma/image_018_246.jpg,cglaucoma,0.516,0.484,0.516
../../../data/data_VEIRC/test/cglaucoma/image_019_249.jpg,cglaucoma,0.683,0.3167,0.683
../../../data/data_VEIRC/test/cglaucoma/image_020_227.jpg,cglaucoma,0.617,0.3828,0.617
../../../data/data_VEIRC/test/cglaucoma/image_021_229.jpg,anormal,0.7407,0.7407,0.2593
../../../data/data_VEIRC/test/cglaucoma/image_022_235.jpg,cglaucoma,0.646,0.354,0.646
../../../data/data_VEIRC/test/cglaucoma/image_023_244.jpg,cglaucoma,0.516,0.484,0.516
../../../data/data_VEIRC/test/cglaucoma/image_024_251.jpg,anormal,0.548,0.548,0.4524
../../../data/data_VEIRC/test/cglaucoma/image_025_243.jpg,anormal,0.7324,0.7324,0.2678
../../../data/data_VEIRC/test/cglaucoma/image_026_248.jpg,cglaucoma,0.697,0.3032,0.697
../../../data/data_VEIRC/test/cglaucoma/image_027_230.jpg,cglaucoma,0.509,0.4915,0.509
../../../data/data_VEIRC/test/cglaucoma/image_028_242.jpg,cglaucoma,0.7017,0.2986,0.7017
../../../data/data_VEIRC/test/cglaucoma/image_029_255.jpg,cglaucoma,0.631,0.3694,0.631
../../../data/data_VEIRC/test/cglaucoma/image_030_256.jpg,cglaucoma,0.7847,0.2152,0.7847
../../../data/data_VEIRC/test/cglaucoma/image_031_233.jpg,cglaucoma,0.579,0.4211,0.579
../../../data/data_VEIRC/test/cglaucoma/image_032_231.jpg,cglaucoma,0.66,0.3398,0.66
