file_name,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,pred_class
20051110_35279_0400_PP_1033.png,0.919873,0.026961,0.017752,0.016757,0.018658,anodr
20051110_35332_0400_PP_497.png,0.913585,0.029344,0.020065,0.022408,0.014597,anodr
20051110_37992_0400_PP_1043.png,0.743675,0.191417,0.024194,0.018241,0.022472,anodr
20051110_38111_0400_PP_429.png,0.913179,0.032568,0.016956,0.020880,0.016417,anodr
20051110_38156_0400_PP_477.png,0.906746,0.041242,0.017018,0.018163,0.016831,anodr
20051110_38280_0400_PP_83.png,0.925765,0.019290,0.016459,0.021958,0.016528,anodr
20051110_38313_0400_PP_1041.png,0.929002,0.017410,0.021655,0.017777,0.014155,anodr
20051110_38352_0400_PP_934.png,0.930525,0.017504,0.018005,0.020431,0.013535,anodr
20051110_38472_0400_PP_1127.png,0.912734,0.026634,0.024955,0.020617,0.015060,anodr
20051110_38507_0400_PP_1190.png,0.922814,0.019165,0.020831,0.021085,0.016105,anodr
20051116_43388_0400_PP_344.png,0.888350,0.044228,0.031693,0.021180,0.014549,anodr
20051116_43585_0400_PP_950.png,0.913999,0.029725,0.019419,0.021587,0.015269,anodr
20051116_43710_0400_PP_95.png,0.893601,0.019787,0.053767,0.017995,0.014850,anodr
20051116_43721_0400_PP_363.png,0.856907,0.041668,0.068674,0.015966,0.016785,anodr
20051116_43785_0400_PP_445.png,0.929514,0.016908,0.019498,0.018799,0.015281,anodr
20051116_43801_0400_PP_325.png,0.927143,0.018959,0.018751,0.019851,0.015296,anodr
20051116_44648_0400_PP_1036.png,0.926460,0.021072,0.016274,0.021476,0.014718,anodr
20051117_37042_0400_PP_1119.png,0.919661,0.025719,0.019052,0.014689,0.020879,anodr
20051117_37051_0400_PP_1136.png,0.930253,0.015988,0.018720,0.017196,0.017842,anodr
20051117_37078_0400_PP_559.png,0.922609,0.022600,0.022693,0.019452,0.012646,anodr
20051117_37100_0400_PP_1083.png,0.905527,0.034427,0.026484,0.019146,0.014416,anodr
20051117_37130_0400_PP_938.png,0.905076,0.035022,0.027891,0.016409,0.015602,anodr
20051117_37155_0400_PP_84.png,0.872812,0.031777,0.063473,0.015967,0.015971,anodr
20051117_37185_0400_PP_404.png,0.925535,0.019514,0.019152,0.021716,0.014083,anodr
20051117_37321_0400_PP_947.png,0.925079,0.023645,0.019218,0.016159,0.015900,anodr
20051130_53586_0400_PP_1121.png,0.931679,0.018158,0.017885,0.016337,0.015941,anodr
20051130_53623_0400_PP_894.png,0.917748,0.025710,0.023921,0.016209,0.016412,anodr
20051130_53663_0400_PP_510.png,0.914395,0.025688,0.025292,0.017419,0.017207,anodr
20051130_53991_0400_PP_277.png,0.923982,0.024034,0.019966,0.016519,0.015499,anodr
20051130_54030_0400_PP_946.png,0.926757,0.022984,0.013671,0.019077,0.017511,anodr
20051130_54077_0400_PP_1117.png,0.904165,0.040890,0.021480,0.017843,0.015623,anodr
20051130_54121_0400_PP_1281.png,0.922966,0.022625,0.018140,0.016699,0.019569,anodr
20051130_54257_0400_PP_506.png,0.089215,0.811838,0.049672,0.014871,0.034404,bmilddr
20051130_54301_0400_PP_93.png,0.099843,0.359689,0.413766,0.021433,0.105269,cmoderatedr
20051130_54323_0400_PP_978.png,0.925808,0.025838,0.018633,0.013521,0.016199,anodr
20051130_54476_0400_PP_394.png,0.927927,0.016184,0.019715,0.019246,0.016927,anodr
20051130_54498_0400_PP_1217.png,0.927284,0.014822,0.021722,0.019368,0.016804,anodr
20051130_54595_0400_PP_940.png,0.077732,0.859295,0.028313,0.004956,0.029704,bmilddr
20051130_54802_0400_PP_550.png,0.919612,0.023238,0.023663,0.019050,0.014438,anodr
20051130_54846_0400_PP_289.png,0.927199,0.022027,0.016245,0.018166,0.016363,anodr
20051130_54943_0400_PP_1044.png,0.927142,0.016185,0.022953,0.015990,0.017730,anodr
20051130_54956_0400_PP_875.png,0.928861,0.017971,0.018565,0.016289,0.018315,anodr
20051130_55004_0400_PP_1259.png,0.931551,0.013555,0.019710,0.016388,0.018795,anodr
20051130_55012_0400_PP_865.png,0.927551,0.016165,0.019050,0.013507,0.023727,anodr
20051130_55037_0400_PP_443.png,0.924393,0.025335,0.018932,0.015628,0.015712,anodr
20051130_55048_0400_PP_921.png,0.925007,0.025923,0.016064,0.016608,0.016398,anodr
20051130_55074_0400_PP_986.png,0.909894,0.023596,0.033640,0.015962,0.016908,anodr
20051130_55086_0400_PP_1152.png,0.910119,0.030105,0.018684,0.025147,0.015945,anodr
20051130_55107_0400_PP_316.png,0.898754,0.020769,0.042884,0.015486,0.022107,anodr
20051130_55160_0400_PP_1182.png,0.915626,0.027259,0.021796,0.020210,0.015110,anodr
20051130_55269_0400_PP_820.png,0.902427,0.035658,0.026915,0.019994,0.015007,anodr
20051130_55311_0400_PP_896.png,0.925568,0.023484,0.020608,0.014736,0.015604,anodr
20051130_55323_0400_PP_883.png,0.921277,0.014828,0.014873,0.012879,0.036143,anodr
20051130_55381_0400_PP_504.png,0.925551,0.020818,0.016669,0.018464,0.018498,anodr
20051130_55393_0400_PP_1251.png,0.885085,0.054471,0.025195,0.018283,0.016966,anodr
20051130_58716_0400_PP_355.png,0.920976,0.020126,0.024452,0.021787,0.012659,anodr
20051130_58824_0400_PP_1181.png,0.924015,0.021275,0.020474,0.020665,0.013571,anodr
20051130_58874_0400_PP_1359.png,0.921972,0.014137,0.016033,0.015226,0.032631,anodr
20051130_58888_0400_PP_284.png,0.829456,0.072293,0.057905,0.015891,0.024455,anodr
20051130_58962_0400_PP_973.png,0.932707,0.017186,0.019260,0.015554,0.015293,anodr
20051130_58998_0400_PP_543.png,0.930475,0.017813,0.018041,0.016877,0.016795,anodr
20051130_59029_0400_PP_270.png,0.929341,0.018415,0.018782,0.016953,0.016509,anodr
20051130_59186_0400_PP_350.png,0.923002,0.021121,0.020366,0.019877,0.015634,anodr
20051130_59284_0400_PP_853.png,0.921168,0.023315,0.020320,0.019038,0.016159,anodr
20051130_59374_0400_PP_410.png,0.933509,0.014966,0.018865,0.014876,0.017785,anodr
20051130_59404_0400_PP_392.png,0.900124,0.012593,0.026748,0.018868,0.041667,anodr
20051130_59457_0400_PP_1053.png,0.867366,0.071828,0.020119,0.020330,0.020357,anodr
20051130_59464_0400_PP_1141.png,0.899389,0.046924,0.013830,0.025757,0.014099,anodr
20051130_59749_0400_PP_965.png,0.928547,0.017218,0.020436,0.017406,0.016393,anodr
20051130_59775_0400_PP_1224.png,0.932499,0.012940,0.019408,0.019908,0.015245,anodr
20051130_59793_0400_PP_926.png,0.927696,0.018435,0.021981,0.015379,0.016509,anodr
20051130_59802_0400_PP_430.png,0.923781,0.016833,0.025840,0.016845,0.016701,anodr
20051130_59850_0400_PP_36.png,0.924821,0.014204,0.012701,0.019108,0.029166,anodr
20051130_59869_0400_PP_520.png,0.928125,0.020712,0.017617,0.018820,0.014725,anodr
20051130_59964_0400_PP_312.png,0.914169,0.029390,0.021943,0.018966,0.015531,anodr
20051130_59993_0400_PP_439.png,0.511147,0.158469,0.291577,0.020776,0.018032,anodr
20051130_60040_0400_PP_1355.png,0.927459,0.020347,0.019963,0.017612,0.014620,anodr
20051130_60066_0400_PP_1170.png,0.931212,0.018722,0.016469,0.018765,0.014833,anodr
20051130_60186_0400_PP_1365.png,0.923450,0.023203,0.019844,0.019455,0.014048,anodr
20051130_60234_0400_PP_453.png,0.925364,0.021584,0.020786,0.018188,0.014078,anodr
20051130_60448_0400_PP_860.png,0.925227,0.019981,0.022238,0.017399,0.015155,anodr
20051130_60490_0400_PP_828.png,0.929404,0.016428,0.021607,0.017069,0.015492,anodr
20051130_60532_0400_PP_1052.png,0.926085,0.016490,0.024403,0.015733,0.017290,anodr
20051130_60562_0400_PP_121.png,0.867680,0.038487,0.060628,0.009800,0.023406,anodr
20051130_60601_0400_PP_146.png,0.926132,0.019968,0.020349,0.017595,0.015956,anodr
20051130_60630_0400_PP_60.png,0.933768,0.012954,0.019081,0.018317,0.015880,anodr
20051130_60691_0400_PP_939.png,0.920142,0.019072,0.032106,0.013043,0.015637,anodr
20051130_60715_0400_PP_555.png,0.927159,0.015166,0.021101,0.015410,0.021163,anodr
20051130_60740_0400_PP_1166.png,0.898896,0.044679,0.023389,0.016718,0.016318,anodr
20051130_60794_0400_PP_280.png,0.906876,0.035462,0.018577,0.014499,0.024586,anodr
20051130_60822_0400_PP_980.png,0.929176,0.021548,0.016155,0.016272,0.016849,anodr
20051201_37312_0400_PP_1333.png,0.705614,0.175100,0.084601,0.018625,0.016060,anodr
20051201_37337_0400_PP_839.png,0.924239,0.022267,0.021102,0.017231,0.015161,anodr
20051201_37382_0400_PP_1350.png,0.899252,0.047324,0.016969,0.020491,0.015964,anodr
20051201_37390_0400_PP_833.png,0.856258,0.079825,0.022825,0.026437,0.014655,anodr
20051201_37409_0400_PP_1340.png,0.905393,0.034308,0.023644,0.012689,0.023966,anodr
20051201_37462_0400_PP_357.png,0.875401,0.070073,0.019723,0.016499,0.018304,anodr
20051201_37534_0400_PP_906.png,0.927700,0.018784,0.022168,0.015569,0.015779,anodr
20051201_37557_0400_PP_1336.png,0.926737,0.018960,0.022494,0.016762,0.015047,anodr
20051201_38041_0400_PP_1312.png,0.917990,0.026010,0.021930,0.019872,0.014198,anodr
20051201_38081_0400_PP_963.png,0.932104,0.013487,0.016474,0.017266,0.020668,anodr
20051201_38103_0400_PP_81.png,0.893609,0.052592,0.020965,0.015245,0.017588,anodr
20051201_38137_0400_PP_391.png,0.924277,0.023083,0.021179,0.015129,0.016333,anodr
20051201_38155_0400_PP_112.png,0.362622,0.139245,0.446351,0.019117,0.032664,cmoderatedr
20051201_38164_0400_PP_881.png,0.057908,0.615804,0.170743,0.010249,0.145296,bmilddr
20051201_38199_0400_PP_1329.png,0.908100,0.034445,0.023645,0.017719,0.016091,anodr
20051201_38211_0400_PP_1174.png,0.923177,0.021848,0.019528,0.020329,0.015118,anodr
20051201_38246_0400_PP_1063.png,0.925287,0.018621,0.018836,0.020896,0.016361,anodr
20051201_38262_0400_PP_335.png,0.905022,0.010422,0.042887,0.021525,0.020143,anodr
20051201_38280_0400_PP_1103.png,0.928064,0.016878,0.018964,0.019592,0.016501,anodr
20051201_38291_0400_PP_468.png,0.931313,0.015557,0.016987,0.018162,0.017980,anodr
20051201_38321_0400_PP_903.png,0.909034,0.027666,0.028349,0.013347,0.021604,anodr
20051201_38349_0400_PP_892.png,0.932343,0.016981,0.016772,0.017787,0.016117,anodr
20051201_38466_0400_PP_572.png,0.924793,0.023669,0.019054,0.017421,0.015063,anodr
20051201_38475_0400_PP_560.png,0.903314,0.030931,0.018273,0.016099,0.031383,anodr
20051202_37162_0400_PP_29.png,0.043903,0.898807,0.026404,0.009011,0.021874,bmilddr
20051202_51599_0400_PP_966.png,0.925766,0.018599,0.021717,0.018548,0.015371,anodr
20051202_51616_0400_PP_1018.png,0.922986,0.022644,0.020575,0.019361,0.014434,anodr
20051205_57651_0400_PP_52.png,0.930975,0.015765,0.018515,0.017781,0.016965,anodr
20051205_57704_0400_PP_1167.png,0.931974,0.015799,0.018405,0.017920,0.015901,anodr
20051205_57757_0400_PP_1100.png,0.898844,0.037189,0.032243,0.017459,0.014265,anodr
20051205_57780_0400_PP_1102.png,0.924389,0.017458,0.024962,0.017538,0.015653,anodr
20051205_57799_0400_PP_868.png,0.181785,0.713246,0.057326,0.013292,0.034351,bmilddr
20051205_57809_0400_PP_1228.png,0.514086,0.406923,0.033903,0.018555,0.026533,anodr
20051205_57838_0400_PP_859.png,0.927477,0.024102,0.014414,0.017867,0.016139,anodr
20051205_57879_0400_PP_1254.png,0.919839,0.027784,0.016232,0.019897,0.016248,anodr
20051205_57942_0400_PP_990.png,0.917557,0.031186,0.017918,0.018103,0.015235,anodr
20051205_57988_0400_PP_1112.png,0.851890,0.078487,0.030476,0.021453,0.017693,anodr
20051205_58037_0400_PP_835.png,0.930760,0.015512,0.016737,0.016998,0.019993,anodr
20051205_58060_0400_PP_376.png,0.314795,0.604638,0.017969,0.030221,0.032376,bmilddr
20051205_58080_0400_PP_1034.png,0.928317,0.019083,0.019014,0.017545,0.016041,anodr
20051205_58091_0400_PP_292.png,0.929142,0.020349,0.015868,0.019132,0.015509,anodr
20051205_58109_0400_PP_1311.png,0.896077,0.051192,0.017437,0.017832,0.017462,anodr
20051205_58125_0400_PP_46.png,0.908751,0.039663,0.013530,0.017705,0.020351,anodr
20051205_58150_0400_PP_393.png,0.929574,0.016848,0.019664,0.017842,0.016072,anodr
20051205_58177_0400_PP_503.png,0.928843,0.013691,0.015266,0.018072,0.024127,anodr
20051205_58354_0400_PP_1282.png,0.917836,0.031768,0.017366,0.018053,0.014977,anodr
20051205_58373_0400_PP_55.png,0.920657,0.023527,0.024338,0.014606,0.016874,anodr
20051205_58409_0400_PP_985.png,0.818122,0.098093,0.042191,0.015462,0.026131,anodr
20051205_58431_0400_PP_493.png,0.914714,0.024817,0.025836,0.018058,0.016575,anodr
20051205_58458_0400_PP_309.png,0.921611,0.020469,0.023498,0.018852,0.015570,anodr
20051205_58502_0400_PP_482.png,0.927554,0.017382,0.019147,0.019225,0.016692,anodr
20051205_58613_0400_PP_843.png,0.910164,0.034532,0.022009,0.019187,0.014109,anodr
20051205_59240_0400_PP_301.png,0.922002,0.023861,0.020625,0.017952,0.015559,anodr
20051205_59337_0400_PP_945.png,0.930659,0.017037,0.018922,0.017463,0.015919,anodr
20051205_59351_0400_PP_332.png,0.926821,0.020242,0.018366,0.017353,0.017218,anodr
20051205_59367_0400_PP_816.png,0.912348,0.022749,0.018856,0.013429,0.032618,anodr
20051205_59379_0400_PP_842.png,0.902733,0.013462,0.012209,0.017628,0.053969,anodr
20051205_59510_0400_PP_329.png,0.672630,0.253385,0.029336,0.023143,0.021506,anodr
20051205_59538_0400_PP_534.png,0.908685,0.041023,0.014175,0.018395,0.017721,anodr
20051205_59617_0400_PP_1000.png,0.883861,0.058687,0.021268,0.019189,0.016996,anodr
20051205_59651_0400_PP_1164.png,0.916111,0.024086,0.024969,0.019169,0.015665,anodr
20051205_59738_0400_PP_119.png,0.925112,0.014439,0.016279,0.013641,0.030529,anodr
20051205_59754_0400_PP_880.png,0.932801,0.016431,0.016049,0.016262,0.018456,anodr
20051205_59833_0400_PP_531.png,0.910483,0.035784,0.022465,0.015372,0.015896,anodr
20051205_59858_0400_PP_523.png,0.869923,0.049304,0.047807,0.017779,0.015187,anodr
20051205_59901_0400_PP_417.png,0.921586,0.026230,0.016087,0.020472,0.015625,anodr
20051205_59923_0400_PP_1307.png,0.928904,0.019133,0.015811,0.019623,0.016530,anodr
20051205_60093_0400_PP_1286.png,0.933203,0.015459,0.016473,0.016914,0.017951,anodr
20051205_60119_0400_PP_451.png,0.930323,0.016081,0.017438,0.018130,0.018028,anodr
20051213_61406_0100_PP_1027.png,0.674256,0.129918,0.080091,0.025510,0.090226,anodr
20051213_61802_0100_PP_408.png,0.823285,0.118484,0.016816,0.022272,0.019142,anodr
20051213_61892_0100_PP_837.png,0.932074,0.017127,0.016287,0.017239,0.017273,anodr
20051213_61951_0100_PP_983.png,0.925640,0.020057,0.019521,0.018201,0.016581,anodr
20051213_62251_0100_PP_27.png,0.927111,0.021671,0.017451,0.016903,0.016865,anodr
20051213_62314_0100_PP_1325.png,0.918623,0.027430,0.022144,0.016962,0.014842,anodr
20051213_62518_0100_PP_821.png,0.928864,0.016144,0.019352,0.017325,0.018315,anodr
20051213_62572_0100_PP_1176.png,0.928434,0.015171,0.021420,0.017400,0.017575,anodr
20051214_40529_0100_PP_1120.png,0.914339,0.030138,0.022692,0.015253,0.017579,anodr
20051214_40767_0100_PP_1039.png,0.911913,0.032172,0.021579,0.017442,0.016894,anodr
20051214_40994_0100_PP_435.png,0.933613,0.016409,0.015309,0.016739,0.017931,anodr
20051214_41055_0100_PP_41.png,0.929184,0.016954,0.019514,0.018964,0.015385,anodr
20051214_42133_0100_PP_462.png,0.867300,0.065263,0.029613,0.011707,0.026117,anodr
20051214_42197_0100_PP_1288.png,0.925916,0.020082,0.022062,0.015713,0.016226,anodr
20051214_42323_0100_PP_845.png,0.928712,0.018539,0.018179,0.016562,0.018008,anodr
20051214_42363_0100_PP_42.png,0.930871,0.013937,0.017040,0.017951,0.020201,anodr
20051214_51178_0100_PP_1380.png,0.931386,0.017056,0.016093,0.017104,0.018361,anodr
20051214_51211_0100_PP_511.png,0.929222,0.018447,0.015919,0.018822,0.017590,anodr
20051214_51308_0100_PP_1342.png,0.931174,0.016676,0.017912,0.017845,0.016394,anodr
20051214_51342_0100_PP_970.png,0.927248,0.019624,0.018721,0.018140,0.016267,anodr
20051214_51442_0100_PP_28.png,0.872231,0.063048,0.033449,0.014066,0.017206,anodr
20051214_51469_0100_PP_1060.png,0.421616,0.396120,0.147696,0.017571,0.016997,anodr
20051214_56242_0100_PP_337.png,0.921968,0.020207,0.023428,0.016685,0.017711,anodr
20051214_56392_0100_PP_1037.png,0.931984,0.014772,0.016192,0.019394,0.017657,anodr
20051214_56438_0100_PP_22.png,0.930251,0.016678,0.017817,0.018608,0.016646,anodr
20051214_56636_0100_PP_128.png,0.930937,0.014121,0.019391,0.018492,0.017059,anodr
20051214_56688_0100_PP_120.png,0.931783,0.014729,0.016958,0.020445,0.016085,anodr
20051214_57761_0100_PP_356.png,0.904497,0.010816,0.026672,0.018712,0.039303,anodr
20051214_57817_0100_PP_876.png,0.923379,0.020760,0.018935,0.013446,0.023480,anodr
20051216_43913_0200_PP_1367.png,0.932305,0.015806,0.017333,0.018567,0.015989,anodr
20051216_44066_0200_PP_426.png,0.057939,0.774795,0.143486,0.011018,0.012762,bmilddr
20051216_44092_0200_PP_1090.png,0.698448,0.054276,0.200187,0.026217,0.020872,anodr
20051216_44221_0200_PP_548.png,0.907738,0.038309,0.015058,0.021141,0.017754,anodr
20051216_44252_0200_PP_952.png,0.909691,0.030702,0.021084,0.021667,0.016856,anodr
20051216_44398_0200_PP_1235.png,0.914715,0.032837,0.015790,0.019143,0.017515,anodr
20051216_44420_0200_PP_379.png,0.908158,0.037578,0.015954,0.022962,0.015348,anodr
20051216_44635_0200_PP_415.png,0.929671,0.019709,0.016069,0.018485,0.016066,anodr
20051216_44660_0200_PP_888.png,0.932535,0.016687,0.015307,0.019237,0.016235,anodr
20051216_44811_0200_PP_567.png,0.926153,0.023398,0.017833,0.017324,0.015293,anodr
20051216_44832_0200_PP_1082.png,0.928570,0.019973,0.015572,0.019398,0.016486,anodr
20051216_45076_0200_PP_818.png,0.917448,0.014205,0.034127,0.013935,0.020285,anodr
20051216_45499_0200_PP_1071.png,0.922575,0.025230,0.016240,0.019491,0.016464,anodr
20051216_45781_0200_PP_320.png,0.922794,0.020664,0.019731,0.020873,0.015938,anodr
20051216_45873_0200_PP_832.png,0.922591,0.022277,0.019745,0.018964,0.016424,anodr
20051216_45992_0200_PP_341.png,0.046589,0.899542,0.027985,0.011044,0.014840,bmilddr
20051216_46018_0200_PP_1216.png,0.919590,0.030545,0.015169,0.017723,0.016973,anodr
20051216_46183_0200_PP_1204.png,0.923351,0.025325,0.015466,0.019360,0.016497,anodr
20051216_47514_0200_PP_110.png,0.931142,0.016421,0.017309,0.019010,0.016118,anodr
20051216_47536_0200_PP_1339.png,0.929975,0.015407,0.018960,0.019071,0.016587,anodr
20060407_38711_0200_PP_283.png,0.872011,0.053175,0.035960,0.020747,0.018107,anodr
20060407_38970_0200_PP_1111.png,0.751467,0.176336,0.027930,0.029173,0.015094,anodr
20060407_39155_0200_PP_855.png,0.923096,0.024458,0.017049,0.018836,0.016561,anodr
20060407_39184_0200_PP_373.png,0.924361,0.020690,0.019615,0.019318,0.016015,anodr
20060407_39306_0200_PP_1074.png,0.921449,0.025046,0.018498,0.018285,0.016720,anodr
20060407_39328_0200_PP_893.png,0.907006,0.031035,0.028624,0.016869,0.016466,anodr
20060407_39435_0200_PP_1214.png,0.888775,0.027812,0.051098,0.018952,0.013363,anodr
20060407_39546_0200_PP_545.png,0.928125,0.022399,0.016648,0.018100,0.014727,anodr
20060407_39567_0200_PP_1168.png,0.916670,0.032933,0.014707,0.019328,0.016363,anodr
20060407_39687_0200_PP_101.png,0.922756,0.022010,0.020547,0.018106,0.016581,anodr
20060407_39761_0200_PP_518.png,0.923328,0.025943,0.015463,0.019199,0.016066,anodr
20060407_39780_0200_PP_1006.png,0.924798,0.023687,0.016378,0.019442,0.015695,anodr
20060407_40740_0200_PP_314.png,0.847517,0.072332,0.042957,0.022657,0.014538,anodr
20060407_40761_0200_PP_282.png,0.928437,0.017584,0.019816,0.017973,0.016190,anodr
20060407_41149_0200_PP_26.png,0.793701,0.125642,0.046288,0.018454,0.015916,anodr
20060407_41177_0200_PP_1104.png,0.918151,0.027234,0.021630,0.018438,0.014548,anodr
20060407_41312_0200_PP_895.png,0.912718,0.032997,0.015425,0.022837,0.016023,anodr
20060407_41980_0200_PP_1347.png,0.925659,0.018330,0.018268,0.021363,0.016381,anodr
20060407_42099_0200_PP_77.png,0.923583,0.021985,0.020448,0.016437,0.017547,anodr
20060407_42133_0200_PP_488.png,0.926393,0.018780,0.019658,0.019069,0.016100,anodr
20060407_42290_0200_PP_1107.png,0.930944,0.015902,0.018955,0.017144,0.017054,anodr
20060407_42308_0200_PP_1278.png,0.929279,0.018257,0.015986,0.019396,0.017083,anodr
20060407_43223_0200_PP_47.png,0.032480,0.531949,0.413306,0.005663,0.016602,bmilddr
20060407_43258_0200_PP_118.png,0.923696,0.022438,0.019498,0.019798,0.014570,anodr
20060407_43594_0200_PP_140.png,0.917893,0.027763,0.018434,0.020205,0.015704,anodr
20060407_43618_0200_PP_867.png,0.921739,0.026316,0.016221,0.019762,0.015963,anodr
20060407_43726_0200_PP_1128.png,0.905768,0.032009,0.025176,0.022547,0.014500,anodr
20060407_43746_0200_PP_1058.png,0.910803,0.034870,0.015833,0.022834,0.015660,anodr
20060407_43834_0200_PP_1162.png,0.918828,0.017412,0.031621,0.016283,0.015856,anodr
20060407_43856_0200_PP_862.png,0.922738,0.022402,0.024093,0.015654,0.015113,anodr
20060407_44042_0200_PP_1047.png,0.930306,0.018871,0.015721,0.018864,0.016237,anodr
20060407_44061_0200_PP_295.png,0.932727,0.015340,0.015967,0.018070,0.017896,anodr
20060407_44400_0200_PP_956.png,0.893224,0.025007,0.050651,0.017284,0.013834,anodr
20060407_44422_0200_PP_847.png,0.925331,0.021091,0.019954,0.017971,0.015653,anodr
20060407_44510_0200_PP_48.png,0.929071,0.016145,0.017525,0.019614,0.017645,anodr
20060407_44529_0200_PP_1212.png,0.930162,0.015423,0.015864,0.020671,0.017881,anodr
20060407_44743_0200_PP_824.png,0.929319,0.017483,0.016224,0.020087,0.016888,anodr
20060407_44766_0200_PP_89.png,0.930150,0.017406,0.017314,0.019419,0.015711,anodr
20060407_44866_0200_PP_293.png,0.898606,0.043645,0.023124,0.018136,0.016489,anodr
20060407_44889_0200_PP_830.png,0.895566,0.042192,0.024900,0.021989,0.015353,anodr
20060407_45107_0200_PP_1345.png,0.922636,0.024742,0.016026,0.020824,0.015772,anodr
20060407_45230_0200_PP_1297.png,0.928491,0.018906,0.015273,0.019127,0.018203,anodr
20060407_45247_0200_PP_1159.png,0.924459,0.014797,0.024890,0.013567,0.022286,anodr
20060407_45718_0200_PP_400.png,0.448258,0.309267,0.190726,0.018192,0.033557,anodr
