file,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,pred,true
../../../data/data_APTOS/test/anodr/1d0b93317aa8.png,0.937735,0.015254,0.015809,0.014962,0.016239,anodr,anodr
../../../data/data_APTOS/test/anodr/1d3e9b939732.png,0.937181,0.016514,0.014690,0.015594,0.016022,anodr,anodr
../../../data/data_APTOS/test/anodr/1d74c4713e21.png,0.941129,0.013406,0.014645,0.015016,0.015803,anodr,anodr
../../../data/data_APTOS/test/anodr/1db0393cdbc1.png,0.941308,0.013527,0.014293,0.014680,0.016192,anodr,anodr
../../../data/data_APTOS/test/anodr/1df1530b9b8d.png,0.938418,0.016054,0.014443,0.015344,0.015740,anodr,anodr
../../../data/data_APTOS/test/anodr/1e742358e0b9.png,0.933105,0.020691,0.011939,0.016448,0.017817,anodr,anodr
../../../data/data_APTOS/test/anodr/1e7ccd4a1c87.png,0.939815,0.013627,0.014791,0.015973,0.015794,anodr,anodr
../../../data/data_APTOS/test/anodr/1ec95179cdfe.png,0.939588,0.013727,0.013536,0.016173,0.016976,anodr,anodr
../../../data/data_APTOS/test/anodr/1f31701dd61b.png,0.939540,0.013922,0.015939,0.015674,0.014925,anodr,anodr
../../../data/data_APTOS/test/anodr/1f5496352859.png,0.941123,0.013680,0.014585,0.015019,0.015593,anodr,anodr
../../../data/data_APTOS/test/anodr/218c822a3dd9.png,0.937088,0.013701,0.016987,0.016520,0.015704,anodr,anodr
../../../data/data_APTOS/test/anodr/224c14366e11.png,0.940652,0.014423,0.014375,0.015484,0.015066,anodr,anodr
../../../data/data_APTOS/test/anodr/226c6ceb9185.png,0.939004,0.014984,0.016182,0.014902,0.014928,anodr,anodr
../../../data/data_APTOS/test/anodr/237aa50edc34.png,0.940201,0.014273,0.014525,0.015352,0.015648,anodr,anodr
../../../data/data_APTOS/test/anodr/248dec89b3a2.png,0.941321,0.013621,0.014018,0.015649,0.015392,anodr,anodr
../../../data/data_APTOS/test/anodr/253e96488cfb.png,0.023948,0.939444,0.008088,0.015166,0.013354,bmilddr,anodr
../../../data/data_APTOS/test/anodr/2682e6da9050.png,0.939923,0.015137,0.013537,0.015550,0.015853,anodr,anodr
../../../data/data_APTOS/test/anodr/27933cdbe0cc.png,0.938260,0.016414,0.014806,0.015105,0.015415,anodr,anodr
../../../data/data_APTOS/test/anodr/283c3aeba594.png,0.940374,0.014491,0.014171,0.015285,0.015678,anodr,anodr
../../../data/data_APTOS/test/anodr/28503940d10b.png,0.938384,0.015669,0.015157,0.015848,0.014942,anodr,anodr
../../../data/data_APTOS/test/anodr/28f73575e1f2.png,0.941151,0.013395,0.014540,0.015333,0.015581,anodr,anodr
../../../data/data_APTOS/test/anodr/2923971566fe.png,0.905757,0.042959,0.014440,0.018132,0.018712,anodr,anodr
../../../data/data_APTOS/test/anodr/2927665214e1.png,0.939397,0.014866,0.015995,0.014643,0.015099,anodr,anodr
../../../data/data_APTOS/test/anodr/29a13e666266.png,0.937229,0.017879,0.013541,0.015819,0.015531,anodr,anodr
../../../data/data_APTOS/test/anodr/2a4520f1f9a3.png,0.939771,0.015035,0.015280,0.015234,0.014681,anodr,anodr
../../../data/data_APTOS/test/anodr/2b4c7b5f1f1e.png,0.932882,0.019762,0.016964,0.016929,0.013463,anodr,anodr
../../../data/data_APTOS/test/anodr/2b5bb6d33959.png,0.939831,0.014698,0.014418,0.015703,0.015351,anodr,anodr
../../../data/data_APTOS/test/anodr/2bb3c492d6d3.png,0.938385,0.014923,0.014736,0.016302,0.015654,anodr,anodr
../../../data/data_APTOS/test/anodr/2c8101f14723.png,0.940088,0.014807,0.014661,0.014767,0.015676,anodr,anodr
../../../data/data_APTOS/test/anodr/2c827005b8f8.png,0.941120,0.014948,0.013256,0.014908,0.015768,anodr,anodr
../../../data/data_APTOS/test/anodr/2cacdb0dffae.png,0.940718,0.015225,0.013639,0.014774,0.015644,anodr,anodr
../../../data/data_APTOS/test/anodr/2cdcc910778d.png,0.938882,0.016274,0.013454,0.015360,0.016030,anodr,anodr
../../../data/data_APTOS/test/anodr/2d04cead4d3a.png,0.939230,0.014266,0.015191,0.014944,0.016369,anodr,anodr
../../../data/data_APTOS/test/anodr/2d07162a13b1.png,0.023659,0.181154,0.777546,0.008235,0.009406,cmoderatedr,anodr
../../../data/data_APTOS/test/anodr/2db0cd3e30da.png,0.941047,0.013190,0.014279,0.015348,0.016136,anodr,anodr
../../../data/data_APTOS/test/anodr/2dc647e00ad3.png,0.940629,0.013159,0.014966,0.014864,0.016383,anodr,anodr
../../../data/data_APTOS/test/anodr/2dd28ac497d2.png,0.938714,0.015995,0.014648,0.015370,0.015273,anodr,anodr
../../../data/data_APTOS/test/anodr/2ef10194e80d.png,0.940100,0.013632,0.016094,0.015036,0.015139,anodr,anodr
../../../data/data_APTOS/test/anodr/2ef4a04aed1b.png,0.942239,0.013662,0.013756,0.015203,0.015139,anodr,anodr
../../../data/data_APTOS/test/anodr/2ef955d6d9ff.png,0.941006,0.014357,0.014918,0.014687,0.015032,anodr,anodr
../../../data/data_APTOS/test/anodr/2f143453bb71.png,0.939942,0.015136,0.013382,0.015362,0.016178,anodr,anodr
../../../data/data_APTOS/test/anodr/2f7fbdcc9a4b.png,0.940763,0.013756,0.014714,0.015012,0.015756,anodr,anodr
../../../data/data_APTOS/test/anodr/2fefb720869a.png,0.935574,0.018330,0.015052,0.015117,0.015927,anodr,anodr
../../../data/data_APTOS/test/anodr/3286073a976e.png,0.938850,0.015585,0.014611,0.016114,0.014841,anodr,anodr
../../../data/data_APTOS/test/anodr/331121c65e88.png,0.941012,0.014263,0.014291,0.014815,0.015620,anodr,anodr
../../../data/data_APTOS/test/anodr/33b91def2035.png,0.940440,0.015380,0.013799,0.015489,0.014892,anodr,anodr
../../../data/data_APTOS/test/anodr/33b978734eab.png,0.939081,0.015335,0.015113,0.014297,0.016174,anodr,anodr
../../../data/data_APTOS/test/anodr/345b1f0abbba.png,0.940412,0.013624,0.015019,0.014751,0.016194,anodr,anodr
../../../data/data_APTOS/test/anodr/348598d01e18.png,0.937414,0.015327,0.016272,0.015073,0.015914,anodr,anodr
../../../data/data_APTOS/test/anodr/35362d43e753.png,0.939362,0.015577,0.014043,0.015261,0.015757,anodr,anodr
../../../data/data_APTOS/test/anodr/35ac70c0d08f.png,0.937614,0.016268,0.014549,0.015823,0.015746,anodr,anodr
../../../data/data_APTOS/test/anodr/35df2bc6ae95.png,0.937920,0.016013,0.014820,0.015160,0.016087,anodr,anodr
../../../data/data_APTOS/test/anodr/360832d84ce0.png,0.934491,0.016638,0.018779,0.015459,0.014633,anodr,anodr
../../../data/data_APTOS/test/anodr/37c523296d42.png,0.939112,0.014722,0.015919,0.014787,0.015460,anodr,anodr
../../../data/data_APTOS/test/anodr/387138ddf43d.png,0.939859,0.014824,0.013329,0.017014,0.014974,anodr,anodr
../../../data/data_APTOS/test/anodr/389552047476.png,0.937075,0.015597,0.015658,0.016094,0.015576,anodr,anodr
../../../data/data_APTOS/test/anodr/393fa5a023a5.png,0.936374,0.017408,0.014855,0.016229,0.015134,anodr,anodr
../../../data/data_APTOS/test/anodr/3a4cfea0a766.png,0.941074,0.014208,0.015560,0.014463,0.014696,anodr,anodr
../../../data/data_APTOS/test/anodr/3b2b91590590.png,0.940230,0.015218,0.013858,0.014931,0.015762,anodr,anodr
../../../data/data_APTOS/test/anodr/3bf2deaa5ef0.png,0.938811,0.016078,0.013816,0.015217,0.016079,anodr,anodr
../../../data/data_APTOS/test/anodr/3bf3085ac167.png,0.940347,0.014588,0.014324,0.015280,0.015460,anodr,anodr
../../../data/data_APTOS/test/anodr/3c42512c81e0.png,0.940166,0.014778,0.014127,0.015219,0.015709,anodr,anodr
../../../data/data_APTOS/test/anodr/3ce2f8a77a32.png,0.938874,0.016116,0.015074,0.014696,0.015239,anodr,anodr
../../../data/data_APTOS/test/anodr/3f0d3629d69e.png,0.939124,0.015737,0.014232,0.015396,0.015510,anodr,anodr
../../../data/data_APTOS/test/anodr/3f44d749cd0b.png,0.931083,0.023024,0.015631,0.015384,0.014877,anodr,anodr
../../../data/data_APTOS/test/anodr/3f6c627e2ff2.png,0.937961,0.014692,0.015901,0.015844,0.015602,anodr,anodr
../../../data/data_APTOS/test/anodr/3fd45879afe6.png,0.941090,0.014056,0.014256,0.015059,0.015539,anodr,anodr
../../../data/data_APTOS/test/anodr/401fdfd0db07.png,0.940608,0.014573,0.014685,0.014756,0.015377,anodr,anodr
../../../data/data_APTOS/test/anodr/41345cec5957.png,0.939438,0.014159,0.015203,0.014773,0.016426,anodr,anodr
../../../data/data_APTOS/test/anodr/415d5c5e785f.png,0.939152,0.015656,0.013597,0.015460,0.016135,anodr,anodr
../../../data/data_APTOS/test/anodr/41ab357d103f.png,0.941326,0.014469,0.013527,0.014811,0.015868,anodr,anodr
../../../data/data_APTOS/test/anodr/4276b82e4489.png,0.936387,0.016772,0.015167,0.016180,0.015494,anodr,anodr
../../../data/data_APTOS/test/anodr/42b9c1977681.png,0.939996,0.014579,0.014635,0.015409,0.015381,anodr,anodr
../../../data/data_APTOS/test/anodr/42c65af5ab16.png,0.940850,0.013486,0.015222,0.014921,0.015520,anodr,anodr
../../../data/data_APTOS/test/anodr/436e7a7af761.png,0.934680,0.019575,0.014238,0.016022,0.015485,anodr,anodr
../../../data/data_APTOS/test/anodr/43823561c3f0.png,0.942534,0.013328,0.015177,0.014023,0.014940,anodr,anodr
../../../data/data_APTOS/test/anodr/43bc7c066dfb.png,0.940847,0.014678,0.014161,0.015500,0.014814,anodr,anodr
../../../data/data_APTOS/test/anodr/445a8a6da55c.png,0.937892,0.015739,0.017210,0.014022,0.015138,anodr,anodr
../../../data/data_APTOS/test/anodr/44a4d04162cc.png,0.939542,0.015274,0.014446,0.014772,0.015966,anodr,anodr
../../../data/data_APTOS/test/anodr/44a86263117b.png,0.939844,0.014919,0.014383,0.015608,0.015245,anodr,anodr
../../../data/data_APTOS/test/anodr/4554062fa836.png,0.939950,0.014563,0.014415,0.015227,0.015845,anodr,anodr
../../../data/data_APTOS/test/anodr/475300735b7f.png,0.939692,0.014984,0.014329,0.015255,0.015740,anodr,anodr
../../../data/data_APTOS/test/anodr/478fc46eaa49.png,0.937810,0.016986,0.013767,0.016151,0.015286,anodr,anodr
../../../data/data_APTOS/test/anodr/4826d10030b3.png,0.940103,0.015145,0.014446,0.014880,0.015426,anodr,anodr
../../../data/data_APTOS/test/anodr/4a05f81b3aba.png,0.940726,0.014796,0.013830,0.016033,0.014615,anodr,anodr
../../../data/data_APTOS/test/anodr/4a4cb731f91a.png,0.937722,0.014078,0.018204,0.015591,0.014404,anodr,anodr
../../../data/data_APTOS/test/anodr/4a589edaea60.png,0.938071,0.013964,0.018586,0.015314,0.014065,anodr,anodr
../../../data/data_APTOS/test/anodr/4ad8d3ec8789.png,0.940414,0.015516,0.015424,0.014469,0.014176,anodr,anodr
../../../data/data_APTOS/test/anodr/4d1e7def7624.png,0.937610,0.015491,0.017437,0.013831,0.015631,anodr,anodr
../../../data/data_APTOS/test/anodr/4dd4a4bf2421.png,0.941651,0.014002,0.013873,0.015172,0.015302,anodr,anodr
../../../data/data_APTOS/test/anodr/4e1e252317b5.png,0.938048,0.017509,0.014320,0.015460,0.014663,anodr,anodr
../../../data/data_APTOS/test/anodr/4fd5ec0dca09.png,0.936792,0.017487,0.013216,0.016701,0.015803,anodr,anodr
../../../data/data_APTOS/test/anodr/500aad15b7c8.png,0.938024,0.016436,0.014174,0.014487,0.016879,anodr,anodr
../../../data/data_APTOS/test/anodr/501c319f7a9f.png,0.939932,0.014443,0.014805,0.015285,0.015536,anodr,anodr
../../../data/data_APTOS/test/anodr/504a69096fcb.png,0.938143,0.015918,0.014477,0.015330,0.016132,anodr,anodr
../../../data/data_APTOS/test/anodr/5069feccd866.png,0.939966,0.015308,0.015174,0.015012,0.014540,anodr,anodr
../../../data/data_APTOS/test/anodr/50915e2329a1.png,0.940097,0.015123,0.013839,0.016072,0.014870,anodr,anodr
../../../data/data_APTOS/test/anodr/50916d67bb51.png,0.938844,0.015080,0.014580,0.015978,0.015518,anodr,anodr
../../../data/data_APTOS/test/anodr/50d8249f7bc9.png,0.942056,0.013254,0.014201,0.015037,0.015452,anodr,anodr
../../../data/data_APTOS/test/anodr/50ddd7d976df.png,0.938653,0.014425,0.014836,0.015736,0.016350,anodr,anodr
../../../data/data_APTOS/test/anodr/521b5377a727.png,0.941084,0.014025,0.014175,0.014968,0.015748,anodr,anodr
../../../data/data_APTOS/test/anodr/5257cb536da2.png,0.940842,0.015011,0.014987,0.014229,0.014931,anodr,anodr
../../../data/data_APTOS/test/anodr/5299a532f0e0.png,0.938628,0.015334,0.015351,0.015964,0.014724,anodr,anodr
../../../data/data_APTOS/test/anodr/52edbe29d655.png,0.939038,0.014393,0.016171,0.015303,0.015096,anodr,anodr
../../../data/data_APTOS/test/anodr/5321ab64f9ea.png,0.940181,0.015151,0.014388,0.015302,0.014978,anodr,anodr
../../../data/data_APTOS/test/anodr/53c874dbc594.png,0.934913,0.019584,0.016345,0.014080,0.015078,anodr,anodr
../../../data/data_APTOS/test/anodr/54038e56131d.png,0.939357,0.015324,0.014062,0.015262,0.015996,anodr,anodr
../../../data/data_APTOS/test/anodr/54f57cf26126.png,0.938915,0.015713,0.014598,0.015593,0.015182,anodr,anodr
../../../data/data_APTOS/test/anodr/5511f114e7ee.png,0.938523,0.015267,0.014673,0.015862,0.015675,anodr,anodr
../../../data/data_APTOS/test/anodr/555d0bef3c5b.png,0.941107,0.014181,0.013996,0.015341,0.015375,anodr,anodr
../../../data/data_APTOS/test/anodr/55f7f018c61c.png,0.939590,0.015197,0.013755,0.015545,0.015913,anodr,anodr
../../../data/data_APTOS/test/anodr/568455854a11.png,0.939623,0.014643,0.014025,0.015858,0.015852,anodr,anodr
../../../data/data_APTOS/test/anodr/586f5c56081e.png,0.939473,0.015841,0.014337,0.014774,0.015575,anodr,anodr
../../../data/data_APTOS/test/anodr/58a9e0d7f7af.png,0.938710,0.016334,0.013756,0.015339,0.015861,anodr,anodr
../../../data/data_APTOS/test/anodr/58eb3809f456.png,0.940027,0.014551,0.015396,0.014545,0.015482,anodr,anodr
../../../data/data_APTOS/test/anodr/58f07741ee3b.png,0.940179,0.015847,0.013970,0.014445,0.015559,anodr,anodr
../../../data/data_APTOS/test/anodr/59928f999ae7.png,0.939823,0.014784,0.014867,0.015147,0.015380,anodr,anodr
../../../data/data_APTOS/test/anodr/5995321563b7.png,0.940712,0.014323,0.014536,0.015260,0.015168,anodr,anodr
../../../data/data_APTOS/test/anodr/59bd19c1c5bb.png,0.941107,0.013666,0.014335,0.015240,0.015652,anodr,anodr
../../../data/data_APTOS/test/anodr/5a27b9b2a9c1.png,0.939400,0.014990,0.013947,0.015855,0.015808,anodr,anodr
../../../data/data_APTOS/test/anodr/5b1c4cefeb24.png,0.937438,0.017426,0.013966,0.015786,0.015383,anodr,anodr
../../../data/data_APTOS/test/anodr/5b994ff78547.png,0.939027,0.015350,0.014110,0.016284,0.015229,anodr,anodr
../../../data/data_APTOS/test/anodr/5ba156a35ff2.png,0.941682,0.014139,0.014590,0.014306,0.015282,anodr,anodr
../../../data/data_APTOS/test/anodr/5baed382f062.png,0.936306,0.014669,0.015895,0.015561,0.017568,anodr,anodr
../../../data/data_APTOS/test/anodr/5c85d22bd0de.png,0.930415,0.023259,0.014444,0.016342,0.015541,anodr,anodr
../../../data/data_APTOS/test/anodr/5ca73d28f17f.png,0.941249,0.014638,0.014717,0.014825,0.014571,anodr,anodr
../../../data/data_APTOS/test/anodr/5cbe88914a72.png,0.939284,0.015197,0.014891,0.014802,0.015825,anodr,anodr
../../../data/data_APTOS/test/anodr/5d4e5fd34d91.png,0.937874,0.017121,0.015766,0.013435,0.015804,anodr,anodr
../../../data/data_APTOS/test/anodr/5de4615a5161.png,0.937835,0.015197,0.014784,0.015680,0.016503,anodr,anodr
../../../data/data_APTOS/test/anodr/5e505e25cd3e.png,0.940501,0.015311,0.014322,0.014649,0.015217,anodr,anodr
../../../data/data_APTOS/test/anodr/5e97cb2b0888.png,0.940687,0.014939,0.013745,0.015524,0.015104,anodr,anodr
../../../data/data_APTOS/test/anodr/5f6db235c04d.png,0.938092,0.015551,0.014750,0.016224,0.015383,anodr,anodr
../../../data/data_APTOS/test/anodr/609be3ca5ddf.png,0.940708,0.015065,0.013713,0.015284,0.015230,anodr,anodr
../../../data/data_APTOS/test/anodr/60aa4e649abf.png,0.938676,0.015405,0.014504,0.015645,0.015770,anodr,anodr
../../../data/data_APTOS/test/anodr/6180920bc224.png,0.889699,0.060788,0.015066,0.016675,0.017772,anodr,anodr
../../../data/data_APTOS/test/anodr/61a62b1dcc36.png,0.938662,0.015972,0.014523,0.015005,0.015838,anodr,anodr
../../../data/data_APTOS/test/anodr/61da799bf0aa.png,0.936124,0.016944,0.014677,0.015943,0.016312,anodr,anodr
../../../data/data_APTOS/test/anodr/628b581aa905.png,0.937373,0.016231,0.015343,0.015568,0.015485,anodr,anodr
../../../data/data_APTOS/test/anodr/6294b378d09f.png,0.939068,0.016375,0.017366,0.013904,0.013286,anodr,anodr
../../../data/data_APTOS/test/anodr/633fe9dbaf39.png,0.939456,0.013962,0.015226,0.015381,0.015974,anodr,anodr
../../../data/data_APTOS/test/anodr/63b71347e95d.png,0.939510,0.015398,0.014576,0.015271,0.015245,anodr,anodr
../../../data/data_APTOS/test/anodr/63e041a757eb.png,0.939419,0.013914,0.014403,0.016143,0.016121,anodr,anodr
../../../data/data_APTOS/test/anodr/6504b703c429.png,0.937643,0.016400,0.015085,0.016294,0.014578,anodr,anodr
../../../data/data_APTOS/test/anodr/65a3b13ad9a0.png,0.013814,0.931257,0.016901,0.021268,0.016760,bmilddr,anodr
../../../data/data_APTOS/test/anodr/65a7fe9482fe.png,0.940081,0.014708,0.014883,0.014544,0.015785,anodr,anodr
../../../data/data_APTOS/test/anodr/65dda202653d.png,0.934386,0.019029,0.013655,0.015434,0.017497,anodr,anodr
../../../data/data_APTOS/test/anodr/66393d8c60ba.png,0.937621,0.016358,0.014286,0.015474,0.016262,anodr,anodr
../../../data/data_APTOS/test/anodr/66b88a4bc474.png,0.941127,0.013783,0.014708,0.014848,0.015534,anodr,anodr
../../../data/data_APTOS/test/anodr/68ddb15a74de.png,0.939310,0.014783,0.014556,0.015388,0.015964,anodr,anodr
../../../data/data_APTOS/test/anodr/69b3a00927fc.png,0.937546,0.017997,0.014361,0.015354,0.014743,anodr,anodr
../../../data/data_APTOS/test/anodr/69c4cbb630de.png,0.939842,0.014481,0.014476,0.015870,0.015331,anodr,anodr
../../../data/data_APTOS/test/anodr/6a2642131e4a.png,0.940992,0.014726,0.014500,0.014730,0.015051,anodr,anodr
../../../data/data_APTOS/test/anodr/6a57a3db3eff.png,0.939580,0.013762,0.014579,0.015258,0.016820,anodr,anodr
../../../data/data_APTOS/test/anodr/6a905a7202d2.png,0.938922,0.016867,0.013719,0.015574,0.014918,anodr,anodr
../../../data/data_APTOS/test/anodr/6b30767595d8.png,0.943386,0.013190,0.014374,0.014128,0.014921,anodr,anodr
../../../data/data_APTOS/test/anodr/6b66b0e86f7e.png,0.940045,0.015028,0.013550,0.015538,0.015839,anodr,anodr
../../../data/data_APTOS/test/anodr/6bf2a81a5d91.png,0.941025,0.014310,0.013973,0.015454,0.015237,anodr,anodr
../../../data/data_APTOS/test/anodr/6c6505a0c637.png,0.939298,0.014343,0.016219,0.014022,0.016117,anodr,anodr
../../../data/data_APTOS/test/anodr/6d4f6c9a8406.png,0.936753,0.015362,0.015715,0.016465,0.015704,anodr,anodr
../../../data/data_APTOS/test/anodr/6d5a8362dd1e.png,0.938480,0.014687,0.015248,0.015162,0.016423,anodr,anodr
../../../data/data_APTOS/test/anodr/6d9effbcde78.png,0.941591,0.014316,0.013576,0.014881,0.015636,anodr,anodr
../../../data/data_APTOS/test/anodr/6dc0281f11e3.png,0.939083,0.015264,0.016459,0.015030,0.014164,anodr,anodr
../../../data/data_APTOS/test/anodr/6df8b7b6e837.png,0.934834,0.018773,0.015153,0.015818,0.015421,anodr,anodr
../../../data/data_APTOS/test/anodr/6e0f78e188ff.png,0.941216,0.013512,0.014149,0.014856,0.016268,anodr,anodr
../../../data/data_APTOS/test/anodr/6e1db8711879.png,0.940096,0.015519,0.014211,0.014636,0.015537,anodr,anodr
../../../data/data_APTOS/test/anodr/6fbaaf8eb67a.png,0.937380,0.016761,0.013352,0.017384,0.015123,anodr,anodr
../../../data/data_APTOS/test/anodr/7131bf4c9e6f.png,0.939393,0.017935,0.014445,0.014339,0.013889,anodr,anodr
../../../data/data_APTOS/test/anodr/726dff37edc0.png,0.939785,0.016191,0.014172,0.015055,0.014798,anodr,anodr
