filename,true_class,predicted_class,confidence,prob_anormal,prob_cglaucoma
anormal/image_043_54.jpg,anormal,anormal,0.858897,0.858897,0.141103
anormal/image_044_70.jpg,anormal,anormal,0.866088,0.866088,0.133912
anormal/image_045_182.jpg,anormal,anormal,0.839083,0.839083,0.160917
anormal/image_046_64.jpg,anormal,anormal,0.844775,0.844775,0.155225
anormal/image_047_143.jpg,anormal,anormal,0.831271,0.831271,0.168729
anormal/image_048_130.jpg,anormal,anormal,0.844381,0.844381,0.155619
anormal/image_049_105.jpg,anormal,anormal,0.838791,0.838791,0.161209
anormal/image_050_163.jpg,anormal,anormal,0.855151,0.855151,0.144849
anormal/image_051_190.jpg,anormal,anormal,0.845893,0.845893,0.154107
anormal/image_052_3.jpg,anormal,anormal,0.865513,0.865513,0.134487
anormal/image_053_136.jpg,anormal,anormal,0.850904,0.850904,0.149096
anormal/image_054_158.jpg,anormal,anormal,0.816976,0.816976,0.183024
anormal/image_055_139.jpg,anormal,anormal,0.829956,0.829956,0.170045
anormal/image_056_142.jpg,anormal,anormal,0.854868,0.854868,0.145132
anormal/image_057_109.jpg,anormal,anormal,0.851969,0.851969,0.148031
anormal/image_058_118.jpg,anormal,anormal,0.858556,0.858556,0.141444
anormal/image_059_220.jpg,anormal,anormal,0.858302,0.858302,0.141698
anormal/image_060_79.jpg,anormal,anormal,0.821845,0.821845,0.178156
anormal/image_061_44.jpg,anormal,anormal,0.798576,0.798576,0.201424
anormal/image_062_135.jpg,anormal,anormal,0.837505,0.837505,0.162495
anormal/image_063_110.jpg,anormal,anormal,0.854670,0.854670,0.145330
anormal/image_064_164.jpg,anormal,anormal,0.860534,0.860534,0.139466
anormal/image_065_92.jpg,anormal,anormal,0.872459,0.872459,0.127541
anormal/image_066_218.jpg,anormal,anormal,0.848004,0.848004,0.151996
anormal/image_067_127.jpg,anormal,anormal,0.841439,0.841439,0.158561
anormal/image_068_173.jpg,anormal,anormal,0.830365,0.830365,0.169635
anormal/image_069_184.jpg,anormal,anormal,0.839822,0.839822,0.160178
anormal/image_070_212.jpg,anormal,anormal,0.818528,0.818528,0.181472
anormal/image_071_154.jpg,anormal,anormal,0.850062,0.850062,0.149938
anormal/image_072_102.jpg,anormal,anormal,0.855151,0.855151,0.144849
anormal/image_073_179.jpg,anormal,anormal,0.848365,0.848365,0.151635
anormal/image_074_37.jpg,anormal,anormal,0.841559,0.841559,0.158441
anormal/image_075_195.jpg,anormal,anormal,0.811702,0.811702,0.188298
anormal/image_076_33.jpg,anormal,anormal,0.850802,0.850802,0.149198
anormal/image_077_201.jpg,anormal,anormal,0.852597,0.852597,0.147403
anormal/image_078_67.jpg,anormal,anormal,0.868837,0.868837,0.131163
anormal/image_079_15.jpg,anormal,anormal,0.862994,0.862994,0.137006
anormal/image_080_157.jpg,anormal,anormal,0.827536,0.827536,0.172464
anormal/image_081_153.jpg,anormal,anormal,0.847977,0.847977,0.152023
anormal/image_082_9.jpg,anormal,anormal,0.850267,0.850267,0.149733
anormal/image_083_30.jpg,anormal,anormal,0.774639,0.774639,0.225361
anormal/image_084_34.jpg,anormal,anormal,0.846722,0.846722,0.153278
anormal/image_085_61.jpg,anormal,anormal,0.841859,0.841859,0.158141
anormal/image_086_24.jpg,anormal,anormal,0.871288,0.871288,0.128712
anormal/image_087_210.jpg,anormal,anormal,0.824663,0.824663,0.175337
anormal/image_088_175.jpg,anormal,anormal,0.862994,0.862994,0.137006
anormal/image_089_38.jpg,anormal,anormal,0.776187,0.776187,0.223813
anormal/image_090_145.jpg,anormal,anormal,0.859289,0.859289,0.140711
anormal/image_091_223.jpg,anormal,anormal,0.813757,0.813757,0.186243
anormal/image_092_1.jpg,anormal,anormal,0.830738,0.830738,0.169262
anormal/image_093_140.jpg,anormal,anormal,0.850267,0.850267,0.149733
anormal/image_094_150.jpg,anormal,anormal,0.863717,0.863717,0.136283
anormal/image_095_11.jpg,anormal,anormal,0.821038,0.821038,0.178962
anormal/image_096_98.jpg,anormal,anormal,0.853294,0.853294,0.146706
anormal/image_097_176.jpg,anormal,anormal,0.827303,0.827303,0.172697
anormal/image_098_205.jpg,anormal,anormal,0.784987,0.784987,0.215013
anormal/image_099_22.jpg,anormal,anormal,0.791435,0.791435,0.208565
anormal/image_100_196.jpg,anormal,anormal,0.846364,0.846364,0.153636
anormal/image_101_222.jpg,anormal,anormal,0.807562,0.807562,0.192438
anormal/image_102_155.jpg,anormal,anormal,0.825630,0.825630,0.174370
anormal/image_103_204.jpg,anormal,anormal,0.849483,0.849483,0.150517
anormal/image_104_2.jpg,anormal,anormal,0.820071,0.820071,0.179929
anormal/image_105_0.jpg,anormal,anormal,0.786629,0.786629,0.213371
anormal/image_106_141.jpg,anormal,anormal,0.812211,0.812211,0.187789
anormal/image_107_166.jpg,anormal,anormal,0.822727,0.822727,0.177273
anormal/image_108_188.jpg,anormal,anormal,0.783836,0.783836,0.216164
anormal/image_109_76.jpg,anormal,anormal,0.759078,0.759078,0.240922
anormal/image_110_199.jpg,anormal,anormal,0.816589,0.816589,0.183411
anormal/image_111_58.jpg,anormal,anormal,0.796583,0.796583,0.203417
anormal/image_112_111.jpg,anormal,anormal,0.789511,0.789511,0.210489
anormal/image_113_224.jpg,anormal,anormal,0.817460,0.817460,0.182540
anormal/image_114_57.jpg,anormal,anormal,0.832361,0.832361,0.167639
anormal/image_115_121.jpg,anormal,anormal,0.809639,0.809639,0.190361
anormal/image_116_69.jpg,anormal,anormal,0.805734,0.805734,0.194266
anormal/image_117_211.jpg,anormal,anormal,0.764786,0.764786,0.235214
anormal/image_118_101.jpg,anormal,anormal,0.717598,0.717598,0.282402
anormal/image_119_194.jpg,anormal,anormal,0.826664,0.826664,0.173336
anormal/image_120_17.jpg,anormal,anormal,0.798256,0.798256,0.201744
anormal/image_121_189.jpg,anormal,anormal,0.843745,0.843745,0.156255
anormal/image_122_6.jpg,anormal,anormal,0.830401,0.830401,0.169599
anormal/image_123_35.jpg,anormal,anormal,0.796783,0.796783,0.203217
anormal/image_124_126.jpg,anormal,anormal,0.796918,0.796918,0.203082
anormal/image_125_183.jpg,anormal,anormal,0.726700,0.726700,0.273300
anormal/image_126_177.jpg,anormal,anormal,0.783115,0.783115,0.216885
anormal/image_127_43.jpg,anormal,anormal,0.794339,0.794339,0.205660
anormal/image_128_60.jpg,anormal,anormal,0.839284,0.839284,0.160716
anormal/image_129_156.jpg,anormal,anormal,0.796365,0.796365,0.203635
anormal/image_130_104.jpg,anormal,anormal,0.856522,0.856522,0.143477
anormal/image_131_131.jpg,anormal,anormal,0.852442,0.852442,0.147558
anormal/image_132_52.jpg,anormal,anormal,0.842500,0.842500,0.157500
anormal/image_133_75.jpg,anormal,anormal,0.862566,0.862566,0.137434
anormal/image_134_97.jpg,anormal,anormal,0.820882,0.820882,0.179118
anormal/image_135_90.jpg,anormal,anormal,0.858649,0.858649,0.141351
anormal/image_136_128.jpg,anormal,anormal,0.811097,0.811097,0.188903
anormal/image_137_87.jpg,anormal,anormal,0.838020,0.838020,0.161980
anormal/image_138_19.jpg,anormal,anormal,0.835986,0.835986,0.164014
anormal/image_139_167.jpg,anormal,anormal,0.831612,0.831612,0.168388
anormal/image_140_27.jpg,anormal,anormal,0.828166,0.828166,0.171834
anormal/image_141_18.jpg,anormal,anormal,0.811922,0.811922,0.188078
anormal/image_142_159.jpg,anormal,anormal,0.789838,0.789838,0.210162
anormal/image_143_107.jpg,anormal,anormal,0.852979,0.852979,0.147021
anormal/image_144_180.jpg,anormal,anormal,0.787982,0.787982,0.212018
anormal/image_145_78.jpg,anormal,anormal,0.821848,0.821848,0.178152
anormal/image_146_85.jpg,anormal,anormal,0.816220,0.816220,0.183780
anormal/image_147_193.jpg,anormal,anormal,0.809083,0.809083,0.190917
anormal/image_148_216.jpg,anormal,anormal,0.797819,0.797819,0.202181
anormal/image_149_134.jpg,anormal,anormal,0.816938,0.816938,0.183062
anormal/image_150_198.jpg,anormal,anormal,0.807076,0.807076,0.192924
anormal/image_151_31.jpg,anormal,anormal,0.789837,0.789837,0.210163
anormal/image_152_169.jpg,anormal,anormal,0.782602,0.782602,0.217398
anormal/image_153_213.jpg,anormal,anormal,0.791376,0.791376,0.208624
anormal/image_154_23.jpg,anormal,anormal,0.759551,0.759551,0.240449
anormal/image_155_151.jpg,anormal,anormal,0.835670,0.835670,0.164330
anormal/image_156_72.jpg,anormal,anormal,0.841954,0.841954,0.158046
anormal/image_157_115.jpg,anormal,anormal,0.805814,0.805814,0.194186
anormal/image_158_191.jpg,anormal,anormal,0.801273,0.801273,0.198727
anormal/image_159_162.jpg,anormal,anormal,0.836043,0.836043,0.163957
anormal/image_160_124.jpg,anormal,anormal,0.841726,0.841726,0.158274
anormal/image_161_62.jpg,anormal,anormal,0.742232,0.742232,0.257768
anormal/image_162_48.jpg,anormal,anormal,0.806956,0.806956,0.193044
anormal/image_163_206.jpg,anormal,anormal,0.766764,0.766764,0.233236
anormal/image_164_215.jpg,anormal,anormal,0.720996,0.720996,0.279004
anormal/image_165_77.jpg,anormal,anormal,0.864015,0.864015,0.135985
anormal/image_166_129.jpg,anormal,anormal,0.839249,0.839249,0.160751
anormal/image_167_138.jpg,anormal,anormal,0.841332,0.841332,0.158668
anormal/image_168_113.jpg,anormal,anormal,0.836476,0.836476,0.163524
anormal/image_169_119.jpg,anormal,anormal,0.851006,0.851006,0.148994
anormal/image_170_133.jpg,anormal,anormal,0.825572,0.825572,0.174428
anormal/image_171_203.jpg,anormal,anormal,0.777748,0.777748,0.222252
anormal/image_172_137.jpg,anormal,anormal,0.816977,0.816977,0.183023
anormal/image_173_83.jpg,anormal,anormal,0.858306,0.858306,0.141694
anormal/image_174_123.jpg,anormal,anormal,0.860470,0.860470,0.139530
anormal/image_175_91.jpg,anormal,anormal,0.854463,0.854463,0.145537
anormal/image_176_161.jpg,anormal,anormal,0.865194,0.865194,0.134806
anormal/image_177_112.jpg,anormal,anormal,0.857926,0.857926,0.142074
anormal/image_178_46.jpg,anormal,anormal,0.798820,0.798820,0.201180
anormal/image_179_84.jpg,anormal,anormal,0.854020,0.854020,0.145980
anormal/image_180_53.jpg,anormal,anormal,0.855905,0.855905,0.144095
anormal/image_181_207.jpg,anormal,anormal,0.854558,0.854558,0.145442
anormal/image_182_171.jpg,anormal,anormal,0.851400,0.851400,0.148600
anormal/image_183_40.jpg,anormal,anormal,0.846865,0.846865,0.153135
anormal/image_184_197.jpg,anormal,anormal,0.792990,0.792990,0.207010
anormal/image_185_185.jpg,anormal,anormal,0.740619,0.740619,0.259381
anormal/image_186_114.jpg,anormal,anormal,0.730598,0.730598,0.269402
anormal/image_187_100.jpg,anormal,anormal,0.860955,0.860955,0.139045
anormal/image_188_192.jpg,anormal,anormal,0.823363,0.823363,0.176637
anormal/image_189_149.jpg,anormal,anormal,0.818760,0.818760,0.181240
anormal/image_190_7.jpg,anormal,anormal,0.833975,0.833975,0.166025
anormal/image_191_8.jpg,anormal,anormal,0.800569,0.800569,0.199431
anormal/image_192_68.jpg,anormal,anormal,0.776786,0.776786,0.223214
anormal/image_193_51.jpg,anormal,anormal,0.856889,0.856889,0.143111
anormal/image_194_88.jpg,anormal,anormal,0.871890,0.871890,0.128110
anormal/image_195_106.jpg,anormal,anormal,0.865643,0.865643,0.134357
anormal/image_196_80.jpg,anormal,anormal,0.857430,0.857430,0.142570
anormal/image_197_28.jpg,anormal,anormal,0.845119,0.845119,0.154881
anormal/image_198_66.jpg,anormal,anormal,0.837184,0.837184,0.162816
anormal/image_199_94.jpg,anormal,anormal,0.852640,0.852640,0.147360
anormal/image_200_45.jpg,anormal,anormal,0.823487,0.823487,0.176513
anormal/image_201_81.jpg,anormal,anormal,0.821248,0.821248,0.178752
anormal/image_202_14.jpg,anormal,anormal,0.858684,0.858684,0.141316
anormal/image_203_181.jpg,anormal,anormal,0.739710,0.739710,0.260290
anormal/image_204_208.jpg,anormal,anormal,0.749282,0.749282,0.250718
anormal/image_205_29.jpg,anormal,anormal,0.865776,0.865776,0.134224
anormal/image_206_186.jpg,anormal,anormal,0.846688,0.846688,0.153312
anormal/image_207_221.jpg,anormal,anormal,0.773636,0.773636,0.226364
anormal/image_208_20.jpg,anormal,anormal,0.867165,0.867165,0.132835
anormal/image_209_42.jpg,anormal,anormal,0.866739,0.866739,0.133261
anormal/image_210_73.jpg,anormal,anormal,0.855905,0.855905,0.144095
anormal/image_211_152.jpg,anormal,anormal,0.854558,0.854558,0.145442
anormal/image_212_47.jpg,anormal,anormal,0.854467,0.854467,0.145532
anormal/image_213_144.jpg,anormal,anormal,0.861114,0.861114,0.138886
anormal/image_214_89.jpg,anormal,anormal,0.850563,0.850563,0.149437
anormal/image_215_147.jpg,anormal,anormal,0.744707,0.744707,0.255293
anormal/image_216_74.jpg,anormal,anormal,0.850598,0.850598,0.149402
anormal/image_217_117.jpg,anormal,anormal,0.864127,0.864127,0.135873
anormal/image_218_122.jpg,anormal,anormal,0.788123,0.788123,0.211877
anormal/image_219_21.jpg,anormal,anormal,0.776385,0.776385,0.223615
anormal/image_220_86.jpg,anormal,anormal,0.809600,0.809600,0.190400
anormal/image_221_132.jpg,anormal,anormal,0.803867,0.803867,0.196133
anormal/image_222_174.jpg,anormal,anormal,0.733123,0.733123,0.266877
anormal/image_223_172.jpg,anormal,anormal,0.809895,0.809895,0.190105
anormal/image_224_165.jpg,anormal,anormal,0.820592,0.820592,0.179408
anormal/image_225_148.jpg,anormal,anormal,0.778092,0.778092,0.221908
cglaucoma/image_001_250.jpg,cglaucoma,anormal,0.855156,0.855156,0.144844
cglaucoma/image_002_252.jpg,cglaucoma,anormal,0.745187,0.745187,0.254813
cglaucoma/image_003_234.jpg,cglaucoma,anormal,0.833013,0.833013,0.166987
cglaucoma/image_004_238.jpg,cglaucoma,anormal,0.782900,0.782900,0.217100
cglaucoma/image_005_228.jpg,cglaucoma,anormal,0.818279,0.818279,0.181721
cglaucoma/image_006_225.jpg,cglaucoma,anormal,0.792199,0.792199,0.207801
cglaucoma/image_007_226.jpg,cglaucoma,anormal,0.815519,0.815519,0.184481
cglaucoma/image_008_245.jpg,cglaucoma,anormal,0.754712,0.754712,0.245288
cglaucoma/image_009_247.jpg,cglaucoma,anormal,0.857774,0.857774,0.142226
cglaucoma/image_010_232.jpg,cglaucoma,anormal,0.857774,0.857774,0.142226
cglaucoma/image_011_254.jpg,cglaucoma,anormal,0.823572,0.823572,0.176428
cglaucoma/image_012_236.jpg,cglaucoma,anormal,0.846112,0.846112,0.153888
cglaucoma/image_013_239.jpg,cglaucoma,anormal,0.834597,0.834597,0.165403
cglaucoma/image_014_237.jpg,cglaucoma,anormal,0.798414,0.798414,0.201586
cglaucoma/image_015_253.jpg,cglaucoma,anormal,0.848733,0.848733,0.151267
cglaucoma/image_016_240.jpg,cglaucoma,anormal,0.853272,0.853272,0.146728
cglaucoma/image_017_241.jpg,cglaucoma,anormal,0.823958,0.823958,0.176042
cglaucoma/image_018_246.jpg,cglaucoma,anormal,0.855798,0.855798,0.144201
cglaucoma/image_019_249.jpg,cglaucoma,anormal,0.822735,0.822735,0.177265
cglaucoma/image_020_227.jpg,cglaucoma,anormal,0.855506,0.855506,0.144494
cglaucoma/image_021_229.jpg,cglaucoma,anormal,0.839705,0.839705,0.160295
cglaucoma/image_022_235.jpg,cglaucoma,anormal,0.814673,0.814673,0.185327
cglaucoma/image_023_244.jpg,cglaucoma,anormal,0.855798,0.855798,0.144201
cglaucoma/image_024_251.jpg,cglaucoma,anormal,0.848263,0.848263,0.151737
cglaucoma/image_025_243.jpg,cglaucoma,anormal,0.839705,0.839705,0.160295
cglaucoma/image_026_248.jpg,cglaucoma,anormal,0.844006,0.844006,0.155994
cglaucoma/image_027_230.jpg,cglaucoma,anormal,0.829290,0.829290,0.170710
cglaucoma/image_028_242.jpg,cglaucoma,anormal,0.831051,0.831051,0.168949
cglaucoma/image_029_255.jpg,cglaucoma,anormal,0.830530,0.830530,0.169470
cglaucoma/image_030_256.jpg,cglaucoma,anormal,0.759795,0.759795,0.240205
cglaucoma/image_031_233.jpg,cglaucoma,anormal,0.796974,0.796974,0.203026
cglaucoma/image_032_231.jpg,cglaucoma,anormal,0.798660,0.798660,0.201340
